"pwsid","a_int.dwater","pw_ext_pop.disability"
"WA5336020",0,1
"WA5336050",0,1425
"WA5336150",0,129
"WA5336180",0,NA
"WA5336233",0,16
"WA5336260",0,NA
"WA5336268",15,0
"WA5336274",0,NA
"WA5336294",0,38
"WA5336300",0,6
"WA5336314",0,12
"WA5336350",1,1962
"WA5336421",0,34
"WA5336705",0,24
"WA5336711",0,23
"WA5336740",0,NA
"WA5336754",1,NA
"WA5336782",0,9
"WA5336836",0,NA
"WA5336850",0,7
"WA5336991",0,NA
"WA5337105",0,26
"WA5337165",0,7
"WA5337250",1,43
"WA5337400",12,13
"WA5337544",1,NA
"WA5337550",0,655
"WA5337590",0,NA
"WA5337595",0,NA
"WA5337654",NA,2
"WA5337750",0,NA
"WA5337910",0,6
"WA5337911",0,7
"WA5337950",1,NA
"WA5338000",0,2941
"WA5338081",0,NA
"WA5338100",NA,14306
"WA5338150",0,8200
"WA5338171",0,NA
"WA5338261",0,3
"WA5338316",0,1
"WA5338400",3,367
"WA5338450",0,7
"WA5338550",0,143
"WA5338600",5,NA
"WA5338792",0,NA
"WA5338800",0,1112
"WA5338900",1,298
"WA5338950",0,3801
"WA5339003",0,14
"WA5339411",0,23
"WA5339424",0,NA
"WA5339592",5,8
"WA5339600",0,2754
"WA5339740",0,4
"WA5339800",0,2273
"WA5339950",0,373
"WA5339991",0,5
"WA5340100",0,6825
"WA5340529",0,621
"WA5340650",0,9067
"WA5340800",0,7260
"WA5340900",1,3708
"WA5340950",0,192
"WA5341140",8,4
"WA5341150",0,2343
"WA5341600",0,4518
"WA5341640",5,9
"WA5341650",NA,6422
"WA5341750",0,2411
"WA5341800",0,2535
"WA5341814",0,2
"WA5341900",0,2109
"WA5341980",0,4
"WA5341985",0,351
"WA5341991",10,11
"WA5341996",0,1
"WA5341997",1,15382
"WA5341998",0,1789
"WA5342103",2,NA
"WA5342175",2,5
"WA5342250",0,3057
"WA5342421",0,31
"WA5342447",0,1
"WA5342635",0,NA
"WA5342650",0,130
"WA5342700",0,32
"WA5342704",0,29
"WA5342705",1,NA
"WA5342751",25,NA
"WA5342800",17,74
"WA5342948",10,5
"WA5343040",0,24
"WA5343054",5,NA
"WA5343065",0,37
"WA5343290",15,8
"WA5343291",0,NA
"WA5343294",0,72
"WA5343296",0,1803
"WA5343350",0,228
"WA5343400",0,55
"WA5343500",5,11567
"WA5343530",0,NA
"WA5343550",0,92
"WA5343600",0,15
"WA5343783",0,530
"WA5343793",NA,NA
"WA5343901",0,5
"WA5343940",2,27
"WA5343980",0,182
"WA5344052",0,NA
"WA5344100",2,9
"WA5344130",0,NA
"WA5344150",1,631
"WA5344175",0,6
"WA5344200",0,8
"WA5344240",0,24
"WA5344381",0,10
"WA5344387",0,100
"WA5344431",NA,18
"WA5344500",5,8
"WA5344540",0,32
"WA5344627",2,NA
"WA5344950",0,51
"WA5345014",18,NA
"WA5345027",0,156
"WA5345061",0,NA
"WA5345086",0,33
"WA5345087",0,NA
"WA5345090",0,233
"WA5345164",0,NA
"WA5345285",0,NA
"WA5345290",2,7
"WA5345303",0,6
"WA5345312",1,NA
"WA5345350",0,193
"WA5345364",2,17
"WA5345365",0,4
"WA5345366",0,12
"WA5345400",0,NA
"WA5345480",0,NA
"WA5345550",0,11725
"WA5345650",8,13
"WA5345950",1,206
"WA5346002",0,4
"WA5346150",0,30
"WA5346164",0,45
"WA5346268",0,NA
"WA5346275",0,NA
"WA5346300",0,5
"WA5346316",0,4
"WA5346441",0,17
"WA5346500",0,795
"WA5346650",0,8
"WA5346658",1,NA
"WA5346670",0,82
"WA5346695",1,NA
"WA5346737",0,NA
"WA5346985",0,1
"WA5347000",0,17
"WA5347001",0,92
"WA5347124",0,66
"WA5347150",0,1218
"WA5347200",1,16
"WA5347240",0,NA
"WA5347248",0,20
"WA5347280",1,NA
"WA5347283",0,5
"WA5347350",0,66
"WA5347421",2,NA
"WA5347431",0,37
"WA5347451",0,58
"WA5347535",0,NA
"WA5347628",1,NA
"WA5347640",11,19
"WA5347670",0,NA
"WA5347700",1,5
"WA5347820",2,71
"WA5347893",2,2
"WA5347925",0,23
"WA5348000",14,965
"WA5348030",0,NA
"WA5348031",0,152
"WA5348050",0,7
"WA5348058",0,NA
"WA5348100",NA,8521
"WA5348160",0,NA
"WA5348200",0,5
"WA5348250",0,114
"WA5348300",NA,NA
"WA5348345",1,62
"WA5348348",0,6
"WA5348466",0,NA
"WA5348475",2,NA
"WA5348704",1,NA
"WA5349000",0,110
"WA5349050",0,73
"WA5349100",0,NA
"WA5349120",0,4
"WA5349150",0,1898
"WA5349270",0,5698
"WA5349515",2,NA
"WA5349600",1,5
"WA5349650",17,201
"WA5349900",0,9
"WA5349954",0,35
"WA5350075",0,4
"WA5350085",0,NA
"WA5350225",0,1
"WA5350235",0,NA
"WA5350240",NA,12
"WA5350295",2,2
"WA5350400",0,61
"WA5350425",0,38
"WA5350500",0,337
"WA5350550",0,43
"WA5350600",0,18
"WA5350691",9,58
"WA5350700",0,1468
"WA5350850",1,70
"WA5350900",0,NA
"WA5350994",0,NA
"WA5351100",0,16
"WA5351115",2,15
"WA5351150",5,12
"WA5351195",0,0
"WA5351215",0,NA
"WA5351400",0,24
"WA5351530",1,0
"WA5351550",17,47
"WA5351675",1,13
"WA5351700",0,20
"WA5351714",0,1
"WA5351724",0,13
"WA5351730",1,25
"WA5351750",0,101
"WA5351823",0,NA
"WA5351845",0,10
"WA5351872",0,12
"WA5351875",2,14
"WA5351877",0,4
"WA5351899",0,26
"WA5351900",NA,9823
"WA5351920",0,50
"WA5352000",20,214
"WA5352075",0,39
"WA5352100",0,54
"WA5352105",0,181
"WA5352112",0,14
"WA5352118",0,1
"WA5352154",2,4
"WA5352172",1,NA
"WA5352200",0,12
"WA5352250",0,350
"WA5352385",0,6
"WA5352550",0,30
"WA5352590",0,2
"WA5352614",0,NA
"WA5352900",50,81
"WA5352930",2,NA
"WA5352957",0,9
"WA5353190",2,NA
"WA5353213",1,62
"WA5353250",0,101
"WA5353263",2,77
"WA5353275",0,17
"WA5353365",0,5
"WA5353400",NA,1063
"WA5353475",0,38
"WA5353640",0,2493
"WA5353780",5,6
"WA5353820",0,NA
"WA5353991",0,NA
"WA5354061",0,0
"WA5354100",7,32
"WA5354192",0,64
"WA5354250",1,19
"WA5354350",0,28
"WA5354370",0,2
"WA5354572",NA,NA
"WA5354591",0,71
"WA5354680",1,15
"WA5354683",0,163
"WA5354740",0,644
"WA5354775",0,45
"WA5354850",0,239
"WA5354950",0,1176
"WA5355035",1,6
"WA5355060",0,NA
"WA5355070",0,NA
"WA5355160",0,NA
"WA5355175",0,39
"WA5355205",0,80
"WA5355210",0,253
"WA5355250",1,318
"WA5355320",0,5
"WA5355325",0,16
"WA5355370",NA,NA
"WA5355440",0,300
"WA5355550",NA,1034
"WA5355600",0,3715
"WA5355631",0,NA
"WA5355820",0,2040
"WA5355874",0,5
"WA5355935",6,14
"WA5355990",0,14
"WA5356000",2,834
"WA5356143",0,8
"WA5356150",0,6
"WA5356211",0,1
"WA5356250",0,363
"WA5356300",1,5143
"WA5356344",28,3
"WA5356350",0,242
"WA5356397",10,18
"WA5356500",2,76
"WA5356528",11,20
"WA5356557",1,22
"WA5356700",0,NA
"WA5356736",0,0
"WA5356780",0,NA
"WA5356806",4,18
"WA5356820",0,894
"WA5356851",0,1
"WA5356874",2,NA
"WA5356875",0,NA
"WA5356900",2,6
"WA5356950",0,38
"WA5357000",9,16
"WA5357214",0,72
"WA5357250",0,2747
"WA5357264",0,NA
"WA5357300",0,503
"WA5357400",0,0
"WA5357414",2,124
"WA5357550",0,2927
"WA5357598",0,NA
"WA5357740",1,7
"WA5357851",0,NA
"WA5357900",0,16
"WA5357930",0,40
"WA5358100",NA,111
"WA5358144",0,45
"WA5358200",0,305
"WA5358350",0,42
"WA5358650",2,10
"WA5358750",0,NA
"WA5358780",0,18
"WA5358950",0,17
"WA5359000",4,35
"WA5359200",3,20
"WA5359250",1,1
"WA5359350",19,584
"WA5359576",0,NA
"WA5359588",0,3
"WA5359591",0,307
"WA5359595",5,NA
"WA5359700",0,5001
"WA5359800",0,217
"WA5359850",0,127
"WA5359875",0,3
"WA5359953",0,NA
"WA5359994",0,467
"WA5360095",1,20
"WA5360100",0,527
"WA5360150",0,104
"WA5360190",0,NA
"WA5360203",0,NA
"WA5360490",0,80
"WA5360665",19,10
"WA5360846",0,NA
"WA5360850",0,2
"WA5360950",0,2771
"WA5361100",0,NA
"WA5361129",0,NA
"WA5361250",0,14
"WA5361300",0,459
"WA5361350",0,23
"WA5361390",0,67
"WA5361400",NA,NA
"WA5361425",2,5
"WA5361480",NA,7
"WA5361533",1,3
"WA5361603",0,14
"WA5361750",2,47
"WA5361761",0,NA
"WA5361850",20,60
"WA5361947",9,26
"WA5362000",0,38
"WA5362021",0,5
"WA5362034",0,15
"WA5362640",1,4
"WA5362650",0,3276
"WA5362675",2,48
"WA5362695",12,47
"WA5362700",0,45
"WA5362750",0,163
"WA5363000",0,1156
"WA5363008",0,1451
"WA5363050",2,209
"WA5363131",0,NA
"WA5363200",2,523
"WA5363215",NA,76
"WA5363240",5,NA
"WA5363277",0,1
"WA5363350",0,79
"WA5363381",5,15
"WA5363400",0,14
"WA5363408",4,8
"WA5363410",0,5
"WA5363448",0,NA
"WA5363450",0,10148
"WA5363479",0,169
"WA5363480",0,4
"WA5363494",0,61
"WA5363497",0,4
"WA5363500",0,20
"WA5363600",0,1721
"WA5363650",0,NA
"WA5363655",0,NA
"WA5363695",0,NA
"WA5363700",1,4
"WA5363750",0,847
"WA5363907",0,4
"WA5363913",19,0
"WA5363921",0,NA
"WA5363950",1,8
"WA5364000",0,600
"WA5364070",0,NA
"WA5364080",0,NA
"WA5364150",0,15
"WA5364300",NA,14
"WA5364327",0,1
"WA5364340",0,NA
"WA5364400",0,535
"WA5364450",2,3
"WA5364500",0,1080
"WA5364700",0,64
"WA5364830",2,0
"WA5364845",2,2
"WA5364850",2,870
"WA5364937",1,22
"WA5365300",0,1256
"WA5365550",0,76
"WA5365640",0,NA
"WA5365700",0,14
"WA5365745",0,437
"WA5365800",2,150
"WA5365815",0,3
"WA5365820",0,44
"WA5365919",0,2
"WA5366090",0,8
"WA5366110",0,386
"WA5366116",0,3
"WA5366125",0,NA
"WA5366146",0,5
"WA5366200",0,5276
"WA5366204",0,41
"WA5366215",0,475
"WA5366218",0,NA
"WA5366219",0,NA
"WA5366300",0,1185
"WA5366350",0,7
"WA5366400",NA,8959
"WA5366450",0,76
"WA5366479",19,3
"WA5366565",0,6
"WA5366573",2,NA
"WA5366578",0,320
"WA5366586",1,100
"WA5366588",1,NA
"WA5366637",NA,347
"WA5366700",0,NA
"WA5366734",0,NA
"WA5366750",8,114
"WA5366800",4,181
"WA5366914",0,NA
"WA5366932",0,4
"WA5366936",0,3
"WA5366950",8,91
"WA5367020",1,50
"WA5367050",0,186
"WA5367100",0,118
"WA5367187",0,68
"WA5367310",0,NA
"WA5367375",11,NA
"WA5367380",12,6
"WA5367382",11,NA
"WA5367393",0,5
"WA5367397",0,NA
"WA5367600",0,4
"WA5367615",8,1
"WA5367623",0,58
"WA5367640",0,36
"WA5367704",9,3
"WA5367705",0,12
"WA5367715",0,9
"WA5367717",0,NA
"WA5367740",0,NA
"WA5367800",0,NA
"WA5367865",0,13
"WA5367900",0,7
"WA5367950",3,14
"WA5368045",19,29
"WA5368065",0,372
"WA5368180",1,NA
"WA5368350",0,181
"WA5368370",1,NA
"WA5368373",1,6
"WA5368400",NA,331
"WA5368417",1,65
"WA5368420",1,NA
"WA5368421",0,NA
"WA5368430",1,4
"WA5368550",0,3729
"WA5368700",0,433
"WA5368750",0,11
"WA5368790",0,NA
"WA5368900",0,1373
"WA5368950",1,NA
"WA5369000",0,2341
"WA5369008",25,7
"WA5369020",0,11
"WA5369034",0,1
"WA5369050",0,8
"WA5369150",0,1566
"WA5369152",0,11
"WA5369157",0,NA
"WA5369166",0,NA
"WA5369167",0,NA
"WA5369168",0,NA
"WA5369250",14,41
"WA5369273",0,7
"WA5369350",0,1
"WA5369450",0,38
"WA5369650",0,29
"WA5369700",45,12
"WA5369720",0,46
"WA5369750",NA,749
"WA5369760",0,83
"WA5369880",1,3003
"WA5369945",0,0
"WA5370000",0,5
"WA5370050",0,5051
"WA5370185",0,32
"WA5370350",0,2
"WA5370450",40,535
"WA5370550",0,32
"WA5370650",0,4
"WA5370670",0,7
"WA5370700",3,273
"WA5370755",0,NA
"WA5370760",0,43
"WA5370770",0,3
"WA5370791",2,NA
"WA5370850",1,5
"WA5370910",2,NA
"WA5370950",5,NA
"WA5370970",0,NA
"WA5370980",0,353
"WA5371290",0,NA
"WA5371400",0,9
"WA5371500",0,879
"WA5371550",0,123
"WA5371605",1,NA
"WA5371610",0,NA
"WA5371614",0,NA
"WA5371643",NA,NA
"WA5371650",NA,6150
"WA5371700",0,4
"WA5371727",0,32
"WA5371745",1,7
"WA5371850",0,9263
"WA5371900",0,246
"WA5371930",0,1
"WA5372150",0,NA
"WA5372200",0,7
"WA5372250",NA,7736
"WA5372260",0,NA
"WA5372267",0,NA
"WA5372400",0,928
"WA5372410",4,NA
"WA5372414",0,NA
"WA5372500",0,11
"WA5372620",0,3
"WA5372700",0,235
"WA5372720",0,17
"WA5372750",0,105
"WA5372752",0,NA
"WA5372773",1,12
"WA5372776",0,16
"WA5372800",2,2
"WA5372807",18,16
"WA5372809",0,NA
"WA5372810",0,NA
"WA5372811",0,NA
"WA5372817",0,5
"WA5372842",0,NA
"WA5372844",1,1
"WA5372850",16,45
"WA5372935",0,NA
"WA5372965",0,NA
"WA5372975",0,NA
"WA5373030",5,13
"WA5373032",5,50
"WA5373230",1,43
"WA5373240",0,NA
"WA5373300",0,465
"WA5373401",4,190
"WA5373450",0,10
"WA5373550",20,89
"WA5373560",0,27
"WA5373600",0,11
"WA5373620",0,NA
"WA5373750",0,3
"WA5373975",4,96
"WA5374000",5,149
"WA5374100",0,17
"WA5374130",0,4
"WA5374150",4,416
"WA5374160",0,17
"WA5374250",0,126
"WA5374270",0,27
"WA5374364",0,NA
"WA5374371",0,8
"WA5374372",7,351
"WA5374375",0,17
"WA5374400",0,103
"WA5374656",0,NA
"WA5374700",2,20
"WA5374705",0,NA
"WA5374743",0,NA
"WA5374800",0,0
"WA5375027",0,NA
"WA5375070",1,NA
"WA5375100",0,83
"WA5375154",0,3
"WA5375200",2,0
"WA5375205",0,6
"WA5375265",0,390
"WA5375300",5,122
"WA5375550",93,15
"WA5375560",0,537
"WA5375616",0,NA
"WA5375636",0,15
"WA5375645",0,145
"WA5375670",0,65
"WA5375765",25,NA
"WA5375795",0,NA
"WA5375800",0,8
"WA5375893",0,1
"WA5375950",0,9
"WA5376050",0,18
"WA5376105",0,125
"WA5376145",0,6
"WA5376240",5,79
"WA5376250",1,NA
"WA5376300",9,42
"WA5376460",0,15
"WA5376462",0,3
"WA5376468",0,68
"WA5376470",2,41
"WA5376500",0,NA
"WA5376520",10,27
"WA5376530",0,49
"WA5376620",1,4
"WA5376650",0,0
"WA5376750",12,6
"WA5376787",0,84
"WA5376920",0,2
"WA5376925",0,13
"WA5376973",0,NA
"WA5376976",0,NA
"WA5376986",0,8
"WA5376998",0,NA
"WA5377050",0,80309
"WA5377147",0,NA
"WA5377148",0,4
"WA5377400",0,790
"WA5377410",0,9
"WA5377620",0,1607
"WA5377651",9,37
"WA5377660",2,1002
"WA5377670",0,2
"WA5377675",0,NA
"WA5377777",0,NA
"WA5377846",0,7
"WA5377850",0,5
"WA5377957",0,NA
"WA5377960",0,NA
"WA5378155",0,290
"WA5378170",NA,2975
"WA5378373",1,7
"WA5378398",23,NA
"WA5378455",0,49
"WA5378600",0,NA
"WA5378618",0,38
"WA5378650",0,NA
"WA5378970",1,44
"WA5378975",1,71
"WA5379050",0,5
"WA5379190",0,3
"WA5379245",1,50
"WA5379250",0,4994
"WA5379276",0,NA
"WA5379280",NA,46
"WA5379300",0,3862
"WA5379423",0,14
"WA5379500",0,11921
"WA5379650",0,NA
"WA5379800",0,70
"WA5379835",0,7
"WA5379860",0,NA
"WA5380005",0,8
"WA5380100",7,25
"WA5380130",1,11
"WA5380200",4,11
"WA5380205",3,5
"WA5380210",0,38
"WA5380212",9,8
"WA5380220",0,18
"WA5380345",0,3
"WA5380800",0,18
"WA5380907",NA,9269
"WA5380915",1,1677
"WA5381048",0,5
"WA5381080",0,509
"WA5381100",0,0
"WA5381120",0,1
"WA5381146",0,NA
"WA5381150",0,NA
"WA5381300",0,342
"WA5381315",0,162
"WA5381400",0,29
"WA5381451",0,226
"WA5381475",0,11
"WA5381500",0,551
"WA5381600",14,101
"WA5381851",0,36
"WA5382200",0,0
"WA5382300",0,45
"WA5382844",0,6623
"WA5382850",0,4307
"WA5382870",0,48
"WA5382963",0,NA
"WA5383034",0,4
"WA5383100",0,40809
"WA5383150",7,116
"WA5383295",0,4
"WA5383310",0,20
"WA5383335",18,NA
"WA5383400",1,36
"WA5383408",0,NA
"WA5383424",0,7
"WA5383600",0,85
"WA5383650",0,1414
"WA5383680",0,19
"WA5383750",0,22
"WA5383825",NA,18
"WA5383850",0,55
"WA5383884",0,1
"WA5383900",0,5
"WA5384000",0,800
"WA5384250",0,291
"WA5384300",0,4
"WA5384530",0,NA
"WA5384566",0,NA
"WA5384618",0,50
"WA5384620",1,19
"WA5384625",0,11
"WA5384670",0,344
"WA5384730",1,NA
"WA5384760",0,6
"WA5384770",0,581
"WA5384850",0,82
"WA5384870",0,238
"WA5384898",0,NA
"WA5384903",1,NA
"WA5384907",0,NA
"WA5385050",0,2736
"WA5385080",2,15
"WA5385120",0,1466
"WA5385121",NA,2
"WA5385123",0,42
"WA5385124",0,1
"WA5385128",0,12
"WA5385129",26,8
"WA5385138",0,3
"WA5385160",0,6
"WA5385201",3,3
"WA5385202",0,896
"WA5385203",0,6
"WA5385205",0,93
"WA5385207",0,14
"WA5385209",5,NA
"WA5385240",2,11
"WA5385257",1,4
"WA5385260",0,332
"WA5385295",0,45
"WA5385330",0,17
"WA5385400",15,1752
"WA5385550",0,101
"WA5385605",0,NA
"WA5385630",0,23
"WA5385641",23,NA
"WA5385818",0,23
"WA5385900",1,4
"WA5385925",0,38
"WA5385940",0,NA
"WA5385950",1,0
"WA5386040",0,6
"WA5386075",0,67
"WA5386100",0,NA
"WA5386130",0,0
"WA5386150",0,10
"WA5386158",0,13
"WA5386200",0,55
"WA5386202",0,6
"WA5386205",0,NA
"WA5386250",0,110
"WA5386280",0,9
"WA5386284",0,57
"WA5386294",8,NA
"WA5386304",0,100
"WA5386400",0,597
"WA5386450",0,20
"WA5386470",0,227
"WA5386633",0,0
"WA5386647",28,16
"WA5386790",0,25
"WA5386800",0,48123
"WA5387115",0,NA
"WA5387116",0,25
"WA5387120",0,NA
"WA5387122",0,NA
"WA5387140",0,6
"WA5387144",0,13
"WA5387175",0,31
"WA5387181",1,80
"WA5387189",0,66
"WA5387195",0,NA
"WA5387300",2,164
"WA5387375",0,46
"WA5387400",0,326
"WA5387520",0,98
"WA5387622",0,19
"WA5387780",25,8
"WA5387784",0,343
"WA5388050",0,4
"WA5388140",0,106
"WA5388150",5,245
"WA5388200",0,12
"WA5388215",0,2
"WA5388298",0,9
"WA5388300",NA,179
"WA5388370",0,306
"WA5388381",0,NA
"WA5388383",0,NA
"WA5388385",5,7
"WA5388386",0,45
"WA5388388",0,5
"WA5388398",1,NA
"WA5388660",2,99
"WA5388665",4,NA
"WA5388667",4,21
"WA5388700",0,216
"WA5388850",0,1147
"WA5388905",0,141
"WA5388920",0,11
"WA5388945",0,NA
"WA5389050",1,9
"WA5389055",16,35
"WA5389060",0,53
"WA5389150",0,7
"WA5389250",0,847
"WA5389400",4,48
"WA5389447",0,17
"WA5389450",0,NA
"WA5389500",0,725
"WA5389550",0,2
"WA5389620",1,NA
"WA5389650",0,NA
"WA5389700",0,3490
"WA5389930",0,50
"WA5390032",1,13
"WA5390034",0,1
"WA5390050",0,138
"WA5390100",1,NA
"WA5390200",1,95
"WA5390250",0,1096
"WA5390260",0,391
"WA5390400",1,68
"WA5390520",0,23
"WA5390542",33,24
"WA5390543",1,NA
"WA5390685",0,NA
"WA5390700",0,29
"WA5390847",9,NA
"WA5390850",0,1
"WA5390875",3,44
"WA5390900",0,142
"WA5390975",0,13
"WA5390976",0,NA
"WA5390979",0,NA
"WA5390981",0,8
"WA5390993",0,16
"WA5390998",0,23
"WA5391000",0,45
"WA5391080",0,8
"WA5391130",0,14
"WA5391200",0,36016
"WA5391250",0,4
"WA5391445",0,3
"WA5391450",NA,4705
"WA5391460",0,14
"WA5391470",0,57
"WA5391650",1,NA
"WA5391845",0,8
"WA5391850",0,18
"WA5391900",0,NA
"WA5391902",1,NA
"WA5391908",0,1
"WA5391910",1,14
"WA5391912",0,37
"WA5391923",0,973
"WA5391925",0,NA
"WA5391930",0,29
"WA5391935",0,20
"WA5392062",2,NA
"WA5392070",0,6
"WA5392150",2,2
"WA5392250",0,175
"WA5392350",0,48
"WA5392470",8,122
"WA5392475",0,31
"WA5392500",41,5077
"WA5392600",5,16
"WA5392800",2,654
"WA5392850",4,420
"WA5392950",0,11
"WA5393000",0,306
"WA5393063",NA,317
"WA5393085",1,80
"WA5393200",1,480
"WA5393343",0,3749
"WA5393351",0,2686
"WA5393353",0,466
"WA5393354",0,664
"WA5393355",0,49
"WA5393356",0,53
"WA5393359",0,NA
"WA5393380",0,43
"WA5393400",NA,2421
"WA5393450",59,22
"WA5393580",0,26
"WA5393600",0,284
"WA5393820",0,21
"WA5393909",0,6
"WA5393945",0,18
"WA5393950",0,8
"WA5393986",0,0
"WA5394110",48,67
"WA5394170",0,6
"WA5394350",0,6494
"WA5394475",0,13
"WA5394650",0,NA
"WA5394830",12,0
"WA5394900",NA,1801
"WA5394910",1,11
"WA5394930",0,15
"WA5394935",0,NA
"WA5394942",0,31
"WA5394950",0,112
"WA5395047",18,7
"WA5395057",0,NA
"WA5395123",0,25
"WA5395150",7,115
"WA5395167",0,186
"WA5395240",0,36
"WA5395300",0,552
"WA5395375",0,22
"WA5395450",0,161
"WA5395700",0,193
"WA5395750",2,169
"WA5395900",0,225
"WA5395904",0,1807
"WA5395910",0,1106
"WA5395914",1,195
"WA5395915",1,64
"WA5395942",2,6
"WA5396042",0,88
"WA5396050",0,8
"WA5396070",5,1
"WA5396095",NA,NA
"WA5396100",0,12
"WA5396350",24,439
"WA5396527",0,NA
"WA5396550",NA,11
"WA5396580",0,97
"WA5396601",0,4635
"WA5396700",11,11
"WA5396728",0,30
"WA5396750",0,NA
"WA5396800",2,204
"WA5396850",0,5
"WA5396876",0,69
"WA5396878",0,135
"WA5396879",0,NA
"WA5396882",0,NA
"WA5396883",0,4
"WA5396887",13,1
"WA5396889",0,6
"WA5396891",0,NA
"WA5396930",0,24
"WA5396950",0,44
"WA5397100",0,279
"WA5397110",0,4
"WA5397400",2,35
"WA5397440",0,7
"WA5397450",0,1
"WA5397500",0,385
"WA5397650",0,932
"WA5397750",0,54
"WA5397950",0,69
"WA5398000",0,7
"WA5398045",2,1
"WA5398075",0,31
"WA5398128",0,NA
"WA5398182",0,3
"WA5398183",0,3
"WA5398184",0,NA
"WA5398187",0,NA
"WA5398189",0,NA
"WA5398200",0,922
"WA5398215",1,NA
"WA5398230",0,NA
"WA5398673",2,1
"WA5398684",0,45
"WA5399000",4,193
"WA5399150",NA,12217
"WA5399350",0,1552
"WA5399550",0,33
"WA5399800",NA,284
"WA53AA101",2,1
"WA53AA139",0,NA
"WA53AA296",0,15
"WA53AA317",0,47
"WA53AA361",0,8
"WA53AA373",28,24
"WA53AA503",2,6
"WA53AA517",5,4
"WA53AA554",0,41
"WA53AA608",0,8
"WA53AA642",0,4
"WA53AA745",10,11
"WA53AA747",0,8
"WA53AA776",0,4
"WA53AA916",0,38
"WA53AB025",0,8
"WA53AB037",1,29
"WA53AB043",0,0
"WA53AB072",0,10
"WA53AB228",0,0
"WA53AB292",0,9
"WA53AB325",0,3
"WA53AB327",0,5
"WA53AB548",0,12
"WA53AB569",0,5
"WA53AB738",5,NA
"WA53AB809",0,19
"WA53AB833",0,13
"WA53AB843",0,12
"WA53AB912",0,27
"WA53AB933",5,6
"WA53AB961",0,2
"WA53AC008",0,3
"WA53AC034",0,0
"WA53AC131",0,0
"WA53AC152",0,NA
"WA53AC166",3,84
"WA53AC567",3,3
"WA53AC759",0,7
"WA53AC812",4,5
"WA53AC941",23,2
"WA53AC993",0,0
"WA53AD179",0,6
"WA53AD238",0,3
"WA53AD259",0,9
"WA53AD362",5,104
"WA53AD478",1,55
"WA53AD688",22,1
"WA53AD822",0,1
"WA53AD861",1,5
"WA53AD882",0,47
"WA53AE050",0,34
"WA53AE120",0,1
"WA53FS165",6,12
"055295003",0,0
"055295012",1,15
"055295013",0,18
"055295015",0,8
"055295016",0,4
"055295102",0,49
"055295103",NA,34
"055295104",0,10
"055295201",0,2
"055295205",0,8
"055295301",0,6
"055295310",NA,82
"055295401",0,163
"055295504",0,2
"055295507",NA,45
"055295508",NA,29
"055295510",0,43
"055295601",NA,37
"055295703",NA,31
"055295704",0,23
"055295802",0,166
"055295901",0,2
"055295902",NA,0
"WI1110037",0,219
"WI1110038",0,558
"WI1110039",0,1357
"WI1110041",0,68
"WI1110049",0,227
"WI1110065",0,NA
"WI1110066",0,3
"WI1110093",0,58
"WI1110098",0,160
"WI1110099",2,24
"WI1110100",0,272
"WI1110101",0,117
"WI1110103",0,23
"WI1110104",0,63
"WI1110107",0,9
"WI1110109",0,16
"WI1110110",NA,5
"WI1110111",0,108
"WI1110112",0,8
"WI1110113",6,331
"WI1110123",0,108
"WI1110124",0,84
"WI1110125",1,158
"WI1110126",0,NA
"WI1111017",0,1
"WI1130023",1,64
"WI1130074",0,131
"WI1130078",0,1815
"WI1130209",NA,216
"WI1130211",0,164
"WI1130214",0,17
"WI1130218",0,499
"WI1130219",0,319
"WI1130220",0,81
"WI1130221",0,952
"WI1130223",0,207
"WI1130224",NA,23128
"WI1130231",NA,2250
"WI1130232",0,9
"WI1130234",NA,75
"WI1130235",NA,59
"WI1130236",NA,90
"WI1130237",0,436
"WI1130239",0,174
"WI1130240",0,7
"WI1130241",0,737
"WI1130242",NA,1698
"WI1130244",0,13
"WI1130245",NA,748
"WI1130246",0,12
"WI1130247",0,681
"WI1130248",0,3
"WI1130250",NA,86
"WI1130251",0,827
"WI1130253",0,24
"WI1130258",5,3018
"WI1130259",NA,897
"WI1130265",0,1095
"WI1130266",NA,17
"WI1130267",0,293
"WI1130278",0,9
"WI1131004",0,3
"WI1132442",0,3
"WI1132499",0,6
"WI1132500",NA,9
"WI1132557",NA,10
"WI1133471",0,36
"WI1140016",0,3
"WI1140057",0,612
"WI1140058",NA,317
"WI1140059",0,2111
"WI1140131",NA,1072
"WI1140135",0,12
"WI1140139",0,67
"WI1140140",0,46
"WI1140142",6,140
"WI1140144",2,109
"WI1140145",0,127
"WI1140146",5,575
"WI1140147",2,2
"WI1140148",0,152
"WI1140150",5,94
"WI1140151",NA,303
"WI1140152",1,35
"WI1140153",9,84
"WI1140154",0,141
"WI1140155",1,15
"WI1140156",0,3
"WI1140162",2,4
"WI1140439",0,21
"WI1140854",0,NA
"WI1220047",1,8
"WI1220084",0,50
"WI1220085",0,98
"WI1220087",1,52
"WI1220088",0,22
"WI1220089",0,358
"WI1220090",NA,0
"WI1220091",2,61
"WI1220092",0,195
"WI1220094",21,99
"WI1220096",1,307
"WI1220100",0,5
"WI1220102",7,74
"WI1220103",0,33
"WI1220105",0,2
"WI1220107",0,418
"WI1220109",0,44
"WI1220110",0,78
"WI1220111",0,27
"WI1220112",0,150
"WI1220113",0,28
