"pwsid","total_pop","mhi","hh_inc_lowest_quintile","black_alone_per","asian_alone_per","white_alone_per","AIAN_alone_per","NAPI_alone_per","other_alone_per","mixed_alone_per","hisp_alone_per","ageunder_5_per","age_over_61_per","bachelors_per","laborforce_unemployed_per","water_rate_less_125_per","water_rate_between_125_249_per","water_rate_between_250_499_per","water_rate_between_500_749_per","water_rate_between_750_999_per","water_rate_over_1000_per","hh_below_pov_per","hh_rent_home_per","hh_own_home_per","poc_alone_per","pop_in_pov_per","no_health_insurance_per","epic_pop_density","most_common_rate_tidy"
"VT0005046",344,43643,19580,0.4,1.04,93.31,0.26,0,0.95,4.05,2.05,5.6,29.3,15.8,3.55,3.88,11.51,22.76,21.12,17.92,22.82,18.29,31.84,68.16,6.69,20.3,6.02,1014,"Most people pay > $1000 for water & sewer annually"
"VT0005048",61,62134,26189,1.11,0.8,95.06,0.12,0,0.24,2.68,2.47,4.31,24.42,14.59,5.67,7.69,17.58,30.77,37.36,6.59,0,13.84,11.93,88.07,4.94,10.64,5.85,219,"Most people pay between $500-749 for water & sewer annually"
"VT0005049",57,62134,26189,1.11,0.8,95.06,0.12,0,0.24,2.68,2.47,4.31,24.42,14.59,5.67,7.69,17.58,30.77,37.36,6.59,0,13.84,11.93,88.07,4.94,10.64,5.85,239,"Most people pay between $500-749 for water & sewer annually"
"VT0005051",154,92524,51102,0.61,0.65,94.89,0.04,0,0.4,3.41,2.13,6.94,21.73,31.44,1.76,5.78,2.41,58.55,11.33,7.95,13.98,3.54,11.92,88.08,5.11,5.22,6.39,80,"Most people pay between $250-499 for water & sewer annually"
"VT0005052",162,92524,51102,0.61,0.65,94.89,0.04,0,0.4,3.41,2.13,6.94,21.73,31.44,1.76,5.78,2.41,58.55,11.33,7.95,13.98,3.54,11.92,88.08,5.11,5.22,6.39,857,"Most people pay between $250-499 for water & sewer annually"
"VT0005053",43793,63050,23611,4.29,4.53,85.79,0.09,0,0.55,4.74,3.85,3.68,14.46,33.38,4.15,20.48,9.96,22.35,23.39,13.14,10.67,20.1,61.33,38.67,14.21,23.73,3.08,5002,"Most people pay between $500-749 for water & sewer annually"
"VT0005056",66,NA,NA,0.97,0.28,96.26,0,0,0.51,1.97,1.21,5.05,28.59,29.78,2.63,13.7,5.48,19.86,16.44,21.92,22.6,3.26,9.67,90.33,3.74,2.98,5.33,403,"Most people pay > $1000 for water & sewer annually"
"VT0005057",506,83100,35121,1.45,5.99,89.43,0.02,0,0,3.11,0.94,5.81,14.93,29.41,1.72,9.44,40.21,35.2,5.24,5.48,4.43,7.97,36.5,63.5,10.57,8.25,3.46,1974,"Most people pay between $125-249 for water & sewer annually"
"VT0005058",1269,62729,19819,4.03,3.03,86.89,0,0,1.55,4.49,3.29,3.74,12.76,31.18,4.93,31.44,24.83,22.34,13.31,2.26,5.82,20.45,61.97,38.03,13.11,15.6,3.23,2266,"Most people pay < $125 for water & sewer annually"
"VT0005059",4730,93477,50677,2.3,0.76,93.27,0,0,0.72,2.95,3.15,3.93,19.27,25.51,7.23,12.04,52.15,26.81,6.46,1.61,0.94,6.4,16,84,6.73,5.57,3.08,981,"Most people pay between $125-249 for water & sewer annually"
"VT0005060",7306,79116,32897,2.01,4.06,88.5,0.03,0,0.85,4.55,2.35,5.15,14.13,31.68,2.9,12.31,39.05,30.21,6.32,6.9,5.21,9.46,35.68,64.32,11.5,9.43,3.09,621,"Most people pay between $125-249 for water & sewer annually"
"VT0005065",17172,86459,42058,4.01,3.82,86.5,0.06,0,0.8,4.81,1.37,5.24,21.08,29.97,2.92,8.94,17.86,43.23,18.92,5.81,5.25,8.48,35.55,64.45,13.5,7.24,4.64,1556,"Most people pay between $250-499 for water & sewer annually"
"VT0005066",190,88988,43508,6.43,3.76,85.46,0.08,0,1.09,3.17,2.01,5.39,20.99,31.12,2.7,9.77,19.1,46.5,15.91,4.67,4.06,10.49,40.43,59.57,14.54,8.39,4.79,936,"Most people pay between $250-499 for water & sewer annually"
"VT0005070",1556,101429,46417,0.02,0,97.12,0.08,0,0.53,2.26,0.24,3.6,23.99,29.38,2.79,0.24,0,22.57,23.04,22.33,31.83,5.27,19.05,80.95,2.88,8.7,0.87,370,"Most people pay > $1000 for water & sewer annually"
"VT0005076",151,84167,40532,0.66,3.2,93.6,0,0,0.33,2.21,1.82,4.42,21.47,34.45,2.78,12.66,20.25,10.13,36.71,16.46,3.8,6.22,13.32,86.68,6.4,5.99,5.77,749,"Most people pay between $500-749 for water & sewer annually"
"VT0005077",1604,96442,47939,0.89,0.16,95.77,0.29,0,0.34,2.55,1.4,6.35,28.82,35.14,0.55,23.11,23.14,30.01,16.61,5.33,1.79,2.41,9.12,90.88,4.23,4.26,2.25,138,"Most people pay between $250-499 for water & sewer annually"
"VT0005078",47,96442,47939,0.89,0.14,95.81,0.3,0,0.33,2.54,1.4,6.38,28.93,35.14,0.54,23.38,23.26,29.86,16.55,5.28,1.68,2.4,9.12,90.88,4.19,4.25,2.24,415,"Most people pay between $250-499 for water & sewer annually"
"VT0005079",6383,93666,44378,3.04,0.06,94.43,0.38,0,0,2.09,0.45,4.98,18.48,17.44,8.77,3.75,16.07,30.17,18,11.32,20.7,3.97,18.55,81.45,5.57,3.8,2.82,605,"Most people pay between $250-499 for water & sewer annually"
"VT0005083",262,NA,NA,5.97,0,90.93,0.87,0,0,2.23,0,2.72,22.35,16.47,17.93,1.84,18.9,33.62,13.01,8.71,23.93,4.84,33.26,66.74,9.07,2.25,3.93,5745,"Most people pay between $250-499 for water & sewer annually"
"VT0005084",738,105625,52862,0.75,1.23,93.14,0,0,0,4.88,0.36,5.43,22.16,27.47,1.38,5.84,1.95,2.72,9.34,3.89,76.26,3.11,22.42,77.58,6.86,2.62,1.14,635,"Most people pay > $1000 for water & sewer annually"
"VT0005086",394,105625,52862,0.75,1.23,93.14,0,0,0,4.88,0.36,5.43,22.16,27.47,1.38,5.84,1.95,2.72,9.34,3.89,76.26,3.11,22.42,77.58,6.86,2.62,1.14,630,"Most people pay > $1000 for water & sewer annually"
"VT0005087",6175,106888,36800,0.1,3.73,93.09,0.02,0,0.06,3,2.93,3.98,32.46,31.76,4.24,9.03,7.98,15.61,19.11,17.19,31.08,5.95,26.55,73.45,6.91,6.04,2.64,418,"Most people pay > $1000 for water & sewer annually"
"VT0005089",106,NA,NA,0.04,3.68,93.08,0,0,0.08,3.13,4.07,4.47,26.83,29.71,4.87,7.62,5.08,22.38,17.78,18.81,28.33,6.73,19.6,80.4,6.92,4.41,3.96,932,"Most people pay > $1000 for water & sewer annually"
"VT0005090",415,86685,42549,1.63,4.87,87.58,0.75,0,0.28,4.89,3,4.11,19.76,38.64,3.29,11.05,4.06,37.63,25.64,8.67,12.96,5.03,38.07,61.93,12.42,5.43,0.1,890,"Most people pay between $250-499 for water & sewer annually"
"VT0005091",18255,89067,41548,1.42,8.24,84.84,0.33,0.09,0.43,4.65,2.73,4.37,20.19,38.16,4.49,9.52,12.05,39.42,24.86,5.61,8.53,6.02,40.3,59.7,15.16,7.84,2.49,1649,"Most people pay between $250-499 for water & sewer annually"
"VT0005092",71,96619,35597,1.73,2.78,90.13,0.36,0,0.13,4.86,2.96,3.47,22.12,33.94,1.59,13.27,2.32,31.05,23.83,14.68,14.85,4.5,35.66,64.34,9.87,6.16,0.05,696,"Most people pay between $250-499 for water & sewer annually"
"VT0005093",111,101429,46417,0.02,0,97.12,0.08,0,0.53,2.26,0.24,3.6,23.99,29.38,2.79,0.24,0,22.57,23.04,22.33,31.83,5.27,19.05,80.95,2.88,8.7,0.87,717,"Most people pay > $1000 for water & sewer annually"
"VT0005094",82,101429,46417,0.02,0,97.12,0.08,0,0.53,2.26,0.24,3.6,23.99,29.38,2.79,0.24,0,22.57,23.04,22.33,31.83,5.27,19.05,80.95,2.88,8.7,0.87,615,"Most people pay > $1000 for water & sewer annually"
"VT0005095",257,101429,46417,0.02,0,97.12,0.08,0,0.53,2.26,0.24,3.6,23.99,29.38,2.79,0.24,0,22.57,23.04,22.33,31.83,5.27,19.05,80.95,2.88,8.7,0.87,1054,"Most people pay > $1000 for water & sewer annually"
"VT0005096",799,94701,49345,0.76,0.37,95.38,0.18,0,0.36,2.94,1.73,6.64,25.6,33.43,1.12,19.11,18.2,36.82,15.28,5.93,4.66,2.91,10.36,89.64,4.62,4.7,4.15,544,"Most people pay between $250-499 for water & sewer annually"
"VT0005098",7269,92959,42964,2.84,2.63,89.28,0,0.47,0.55,4.23,3.26,4.28,22.94,32.4,2.28,10.26,11.69,29.82,26.39,6.76,15.08,7.39,23.13,76.87,10.72,7.59,2.55,608,"Most people pay between $250-499 for water & sewer annually"
"VT0005100",183,129301,68733,0,0,94.51,0,0,0,5.49,1.8,2.75,24.66,34.82,0,10.97,13.55,23.87,0,33.23,18.39,3.69,8.17,91.83,5.49,1.4,6.44,785,"Most people pay between $750-999 for water & sewer annually"
"VT0005102",7759,59943,20033,3.21,12.91,81.29,0,0.21,0.55,1.82,2.6,4.71,15.66,31.46,3.13,24.49,18.3,32.4,17.98,3.86,2.97,18.93,66.57,33.43,18.71,20.58,5.2,6091,"Most people pay between $250-499 for water & sewer annually"
"VT0005104",35,49464,19029,0,0.06,98.13,0,0,0,1.81,0.44,2.12,37.47,10.69,3.69,17.47,5.24,5.24,39.74,24.45,7.86,13.21,9.28,90.72,1.87,11.36,1.56,101,"Most people pay between $500-749 for water & sewer annually"
"VT0005105",639,42431,20605,0,0.18,97.05,0,0,0,2.77,3.22,3.13,33.6,10.44,3.24,9.66,0.84,34.87,5.04,33.61,15.97,12.54,40.86,59.14,2.95,12.51,10.46,151,"Most people pay between $250-499 for water & sewer annually"
"VT0005106",139,48152,22702,0,0.06,98.13,0,0,0,1.81,0.44,2.12,37.47,10.69,3.69,17.47,5.24,5.24,39.74,24.45,7.86,13.21,9.28,90.72,1.87,11.36,1.56,104,"Most people pay between $500-749 for water & sewer annually"
"VT0005107",77,48152,22702,0,0.06,98.13,0,0,0,1.81,0.44,2.12,37.47,10.69,3.69,17.47,5.24,5.24,39.74,24.45,7.86,13.21,9.28,90.72,1.87,11.36,1.56,146,"Most people pay between $500-749 for water & sewer annually"
"VT0005110",71,48015,21013,0.22,1.26,93.47,0.22,0,0.52,4.31,1.39,5.32,29.49,12.15,7.38,2.51,5.02,21.34,30.54,25.1,15.48,14.23,11.63,88.37,6.53,17.12,5.57,219,"Most people pay between $500-749 for water & sewer annually"
"VT0005111",92,48015,21013,0.22,1.26,93.47,0.22,0,0.52,4.31,1.39,5.32,29.49,12.15,7.38,2.51,5.02,21.34,30.54,25.1,15.48,14.23,11.63,88.37,6.53,17.12,5.57,63,"Most people pay between $500-749 for water & sewer annually"
"VT0005112",183,48015,21013,0.22,1.26,93.47,0.22,0,0.52,4.31,1.39,5.32,29.49,12.15,7.38,2.51,5.02,21.34,30.54,25.1,15.48,14.23,11.63,88.37,6.53,17.12,5.57,183,"Most people pay between $500-749 for water & sewer annually"
"VT0005113",171,48015,21013,0.22,1.26,93.47,0.22,0,0.52,4.31,1.39,5.32,29.49,12.15,7.38,2.51,5.02,21.34,30.54,25.1,15.48,14.23,11.63,88.37,6.53,17.12,5.57,248,"Most people pay between $500-749 for water & sewer annually"
"VT0005114",312,83581,42379,0.2,0.39,93.58,0.54,0,1.41,3.89,6.31,4.71,19.16,20.47,2.73,13.46,14.9,61.54,6.73,1.44,1.92,8.76,9.52,90.48,6.42,6.65,4.85,224,"Most people pay between $250-499 for water & sewer annually"
"VT0005115",154,63929,21013,1.74,0.62,89.32,0.36,0,0.53,7.43,1.58,5.95,19.28,13.17,3.24,24.17,2.29,7.12,32.06,18.32,16.03,19.63,22.83,77.17,10.68,14.92,3.11,176,"Most people pay between $500-749 for water & sewer annually"
"VT0005116",381,63929,21013,1.74,0.62,89.32,0.36,0,0.53,7.43,1.58,5.95,19.28,13.17,3.24,24.17,2.29,7.12,32.06,18.32,16.03,19.63,22.83,77.17,10.68,14.92,3.11,996,"Most people pay between $500-749 for water & sewer annually"
"VT0005117",234,86524,42909,0,0.08,98.24,0,0,0,1.68,0.51,6.04,16.48,28.39,3.99,8.55,14.77,41.45,16.58,15.54,3.11,7.03,16.18,83.82,1.76,4.03,2.37,222,"Most people pay between $250-499 for water & sewer annually"
"VT0005118",91,86524,42909,0.03,0.11,98.06,0,0,0.02,1.77,0.6,6.09,16.76,28.56,3.88,8.41,14.13,42.33,16.31,15.15,3.67,6.85,15.96,84.04,1.94,4.1,2.59,659,"Most people pay between $250-499 for water & sewer annually"
"VT0005119",170,83581,42379,0.2,0.39,93.58,0.54,0,1.41,3.89,6.31,4.71,19.16,20.47,2.73,13.46,14.9,61.54,6.73,1.44,1.92,8.76,9.52,90.48,6.42,6.65,4.85,187,"Most people pay between $250-499 for water & sewer annually"
"VT0005120",225,73542,39103,0,1.01,96.95,0.11,0,0,1.93,1.2,8.06,18.46,12.21,1.38,4.76,7.74,33.93,20.24,18.45,14.88,8.32,13.87,86.13,3.05,8.12,2.86,210,"Most people pay between $250-499 for water & sewer annually"
"VT0005121",529,91496,42291,0.12,1.95,91.58,0.72,0,1.08,4.55,1.91,4.81,20.29,13.77,4.2,15.83,18.09,53.39,3.13,9.42,0.14,10.63,5.91,94.09,8.42,5.52,2.17,609,"Most people pay between $250-499 for water & sewer annually"
"VT0005125",62,42778,19028,0,0.08,93.53,2.74,0,0.23,3.42,5.51,5.28,24.29,16.69,13.03,4.97,4.14,5.59,24.84,32.51,27.95,15.88,30.95,69.05,6.47,13.75,5.51,921,"Most people pay between $750-999 for water & sewer annually"
"VT0005126",1159,43025,19051,0,0.08,93.53,2.74,0,0.23,3.42,5.51,5.28,24.29,16.69,13.03,4.97,4.14,5.59,24.84,32.51,27.95,15.88,30.95,69.05,6.47,13.75,5.51,303,"Most people pay between $750-999 for water & sewer annually"
"VT0005127",503,73542,39103,0,1.01,96.95,0.11,0,0,1.93,1.2,8.06,18.46,12.21,1.38,4.76,7.74,33.93,20.24,18.45,14.88,8.32,13.87,86.13,3.05,8.12,2.86,78,"Most people pay between $250-499 for water & sewer annually"
"VT0005130",9424,61812,25145,0.94,0.55,92.61,0.95,0,0.62,4.33,1.42,6.08,19.76,20.9,3.34,4.98,4.68,13.54,30.95,22.74,23.11,12.65,42.82,57.18,7.39,13.13,3.27,1199,"Most people pay between $500-749 for water & sewer annually"
"VT0005132",3282,68262,36921,0.43,1.4,93.92,1.09,0,0.16,3.01,1.07,5.7,19.03,12.34,3.76,17.52,8.57,5.03,13.67,12.24,42.96,7.47,16.43,83.57,6.08,10.97,3.86,424,"Most people pay > $1000 for water & sewer annually"
"VT0005133",68,68294,37037,0.45,1.44,93.93,1.09,0,0.16,2.93,1.1,5.74,18.92,12.41,3.87,17.5,8.6,4.81,13.72,12.28,43.09,7.4,16.5,83.5,6.07,11.02,3.76,481,"Most people pay > $1000 for water & sewer annually"
"VT0005134",81,68294,37037,0.45,1.44,93.93,1.09,0,0.16,2.93,1.1,5.74,18.92,12.41,3.87,17.5,8.6,4.81,13.72,12.28,43.09,7.4,16.5,83.5,6.07,11.02,3.76,372,"Most people pay > $1000 for water & sewer annually"
"VT0005136",376,68194,30658,0.54,0.82,93.44,2.49,0,0.45,2.26,1.13,4.55,30.72,19.49,4.77,9.6,4.96,4.96,9.92,54.08,16.48,8.57,12.49,87.51,6.56,7.37,4.07,188,"Most people pay between $750-999 for water & sewer annually"
"VT0005137",69,68194,30658,0.54,0.82,93.44,2.49,0,0.45,2.26,1.13,4.55,30.72,19.49,4.77,9.6,4.96,4.96,9.92,54.08,16.48,8.57,12.49,87.51,6.56,7.37,4.07,217,"Most people pay between $750-999 for water & sewer annually"
"VT0005139",572,100968,47000,1.7,0.16,92.27,0.27,0,0.65,4.95,2.83,4.17,22.64,32.43,3.41,7.76,1.94,7.65,32.65,35.84,14.16,6.06,15.56,84.44,7.73,5.75,3.32,112,"Most people pay between $750-999 for water & sewer annually"
"VT0005149",206,78816,42420,0,0,92.17,0.79,0,0.94,6.1,1.54,6.67,14.68,30.8,2.46,11.79,23.58,10.92,18.34,3.93,31.44,7.78,31.76,68.24,7.83,10.13,4.93,126,"Most people pay > $1000 for water & sewer annually"
"VT0005150",671,78816,42420,0,0,92.17,0.79,0,0.94,6.1,1.54,6.67,14.68,30.8,2.46,11.79,23.58,10.92,18.34,3.93,31.44,7.78,31.76,68.24,7.83,10.13,4.93,224,"Most people pay > $1000 for water & sewer annually"
"VT0005151",270,78816,42420,0,0,92.17,0.79,0,0.94,6.1,1.54,6.67,14.68,30.8,2.46,11.79,23.58,10.92,18.34,3.93,31.44,7.78,31.76,68.24,7.83,10.13,4.93,97,"Most people pay > $1000 for water & sewer annually"
"VT0005152",87,68684,29321,0.57,0,98.56,0,0,0.32,0.54,0.79,5.68,16.56,25.14,5.79,12.79,31.4,20.93,17.44,11.63,5.81,8.23,17.67,82.33,1.44,8.2,6.57,430,"Most people pay between $125-249 for water & sewer annually"
"VT0005153",249,69323,37938,0.08,1.12,96.63,0.03,0,0.03,2.11,1.12,4.26,22.2,13.87,1.96,19.57,0.89,38.49,11.64,4.6,24.81,7.35,13.15,86.85,3.37,9.22,11.84,272,"Most people pay between $250-499 for water & sewer annually"
"VT0005154",579,69323,37938,0.01,1.16,96.76,0,0,0,2.07,1.04,4.15,22.83,13.46,1.58,18.72,0.95,39.12,11.82,3.76,25.62,6.86,11.82,88.18,3.24,8.85,12.23,208,"Most people pay between $250-499 for water & sewer annually"
"VT0005155",75,47717,20908,1.41,0.37,94.17,0.51,0,0.56,2.98,2.7,6.05,11.66,23.81,8,36.81,0,23.62,7.67,21.47,10.43,16.98,39.72,60.28,5.83,16.53,4.96,941,"Most people pay < $125 for water & sewer annually"
"VT0005156",1124,47717,20908,1.41,0.37,94.17,0.51,0,0.56,2.98,2.7,6.05,11.66,23.81,8,36.81,0,23.62,7.67,21.47,10.43,16.98,39.72,60.28,5.83,16.53,4.96,598,"Most people pay < $125 for water & sewer annually"
"VT0005158",184,58621,33400,4.36,0.2,90.8,0.05,0,0.7,3.89,2.77,3.19,22.2,27.54,3,24.9,4.72,12.55,8.03,7.83,41.97,9.67,31.17,68.83,9.2,12.62,7.05,311,"Most people pay > $1000 for water & sewer annually"
"VT0005160",2138,58621,33400,4.35,0.2,90.81,0.05,0,0.7,3.88,2.76,3.19,22.2,27.51,3,24.89,4.71,12.58,8.04,7.83,41.95,9.67,31.13,68.87,9.19,12.61,7.06,539,"Most people pay > $1000 for water & sewer annually"
"VT0005162",139,58621,33400,4.36,0.2,90.8,0.05,0,0.7,3.89,2.77,3.19,22.2,27.54,3,24.9,4.72,12.55,8.03,7.83,41.97,9.67,31.17,68.83,9.2,12.62,7.05,726,"Most people pay > $1000 for water & sewer annually"
"VT0005163",2197,74065,21822,0.02,0,95.62,1.44,0,2.42,0.5,1.82,4.03,35.78,39.92,3.05,21.84,9.43,22.99,31.72,0,14.02,10.79,28.11,71.89,4.38,8.15,3.69,69,"Most people pay between $500-749 for water & sewer annually"
"VT0005165",44,74065,21822,0.02,0,95.62,1.44,0,2.42,0.5,1.82,4.03,35.78,39.92,3.05,21.84,9.43,22.99,31.72,0,14.02,10.79,28.11,71.89,4.38,8.15,3.69,355,"Most people pay between $500-749 for water & sewer annually"
"VT0005168",79,74065,21822,0.02,0,95.62,1.44,0,2.42,0.5,1.82,4.03,35.78,39.92,3.05,21.84,9.43,22.99,31.72,0,14.02,10.79,28.11,71.89,4.38,8.15,3.69,285,"Most people pay between $500-749 for water & sewer annually"
"VT0005169",89,58589,25575,0,0,97.15,0.05,0,0.28,2.52,2.47,3.59,17.41,15.53,4.26,21.82,12.73,47.27,10.91,7.27,0,6.65,18.86,81.14,2.85,7.81,3.84,336,"Most people pay between $250-499 for water & sewer annually"
"VT0005170",1452,66100,26827,0.25,0.15,96.05,0.46,0,0.18,2.9,2.87,5.45,26.54,22.04,6.39,15.66,5.37,33.66,7.02,23.28,15.01,9.95,27.5,72.5,3.95,12.81,4.05,307,"Most people pay between $250-499 for water & sewer annually"
"VT0005171",103,66694,34911,0.85,0.04,94.92,0.68,0,1.23,2.29,0.55,4.02,34.9,17.77,2.9,85,0,0,15,0,0,10.95,12.86,87.14,5.08,11.96,4.02,634,"Most people pay < $125 for water & sewer annually"
"VT0005174",419,54696,31533,0,2.31,95.76,0.16,0,0.32,1.45,2.9,4.24,37.71,22.51,0.64,4.65,0,59.69,19.38,8.53,7.75,8.37,18.78,81.22,4.24,8.01,4.18,227,"Most people pay between $250-499 for water & sewer annually"
"VT0005175",277,60867,25481,0.54,0.2,92.39,0.54,0.29,2.6,3.43,1.72,8.19,22.47,17.55,1.89,9.36,6.4,7.39,42.36,19.7,14.78,7.16,21.82,78.18,7.61,8.73,3.43,75,"Most people pay between $500-749 for water & sewer annually"
"VT0005176",164,60876,25479,0.55,0.22,92.51,0.52,0.28,2.5,3.43,1.74,7.97,22.77,17.84,2.01,9.46,6.55,7.38,42.1,19.54,14.97,7.25,21.54,78.46,7.49,8.84,3.5,165,"Most people pay between $500-749 for water & sewer annually"
"VT0005177",294,70000,33656,0,0,97.09,0.08,0,0,2.83,0.19,5.95,24.56,18.53,2.76,3.66,4.62,24.86,18.5,16.38,31.98,7.71,28.93,71.07,2.91,5.61,2.97,210,"Most people pay > $1000 for water & sewer annually"
"VT0005179",1672,70000,33656,0,0,97.09,0.08,0,0,2.83,0.19,5.95,24.56,18.53,2.76,3.66,4.62,24.86,18.5,16.38,31.98,7.71,28.93,71.07,2.91,5.61,2.97,550,"Most people pay > $1000 for water & sewer annually"
"VT0005180",61,NA,NA,0,0,97.09,0.08,0,0,2.83,0.19,5.95,24.56,18.53,2.76,3.66,4.62,24.86,18.5,16.38,31.98,7.71,28.93,71.07,2.91,5.61,2.97,577,"Most people pay > $1000 for water & sewer annually"
"VT0005181",106,81750,51705,0,1.23,92.77,0.9,0,0.65,4.45,2.42,3.29,25.06,24.81,3.83,5.26,0,55.79,18.95,20,0,4.17,15.11,84.89,7.23,6.17,2.82,234,"Most people pay between $250-499 for water & sewer annually"
"VT0005182",96,81750,51705,0,1.23,92.77,0.9,0,0.65,4.45,2.42,3.29,25.06,24.81,3.83,5.26,0,55.79,18.95,20,0,4.17,15.11,84.89,7.23,6.17,2.82,295,"Most people pay between $250-499 for water & sewer annually"
"VT0005184",115,81750,51705,0,1.23,92.77,0.9,0,0.65,4.45,2.42,3.29,25.06,24.81,3.83,5.26,0,55.79,18.95,20,0,4.17,15.11,84.89,7.23,6.17,2.82,282,"Most people pay between $250-499 for water & sewer annually"
"VT0005185",231,63173,35120,0.2,0,97.37,0.88,0,0.15,1.41,3.71,4.29,23.26,9.37,8.74,15.38,0,60,7.69,0,16.92,5.45,7.15,92.85,2.63,5.63,3.8,225,"Most people pay between $250-499 for water & sewer annually"
"VT0005186",858,70813,34471,0,0.06,95.76,0,0,0,4.18,0,2.67,20.6,9,0.82,0,7.97,9.27,4.09,26.08,52.59,10.16,11.34,88.66,4.24,9.54,4.13,394,"Most people pay > $1000 for water & sewer annually"
"VT0005188",148,59239,29507,0.36,0.02,94.97,0.05,0,0.55,4.05,2.29,4.48,24.06,15.5,7.26,17.78,11.11,33.33,35.56,2.22,0,8.3,11.71,88.29,5.03,6.97,2.06,188,"Most people pay between $500-749 for water & sewer annually"
"VT0005189",754,47841,21950,1.3,0.42,91.34,0.99,0,1.41,4.54,1.72,4.01,29.07,18.99,4.37,22.37,6.58,2.85,22.59,19.3,26.32,14.98,23.21,76.79,8.66,15.3,4.08,341,"Most people pay > $1000 for water & sewer annually"
"VT0005190",707,47841,21950,1.3,0.42,91.34,0.99,0,1.41,4.54,1.72,4.01,29.07,18.99,4.37,22.37,6.58,2.85,22.59,19.3,26.32,14.98,23.21,76.79,8.66,15.3,4.08,474,"Most people pay > $1000 for water & sewer annually"
"VT0005191",103,54196,24300,0.13,0,94.29,0.44,0,1.2,3.95,3.05,5.18,22.91,8.45,11.07,21.79,12.15,52.87,1.39,11.81,0,10.42,15.27,84.73,5.71,11.12,6.2,159,"Most people pay between $250-499 for water & sewer annually"
"VT0005194",113,59239,29507,0.36,0.02,94.97,0.05,0,0.55,4.05,2.29,4.48,24.06,15.5,7.26,17.78,11.11,33.33,35.56,2.22,0,8.3,11.71,88.29,5.03,6.97,2.06,97,"Most people pay between $500-749 for water & sewer annually"
"VT0005195",719,62465,25088,1.14,0,97.68,0,0,0,1.18,1.04,6.58,31.99,23.74,7.03,13.7,11.72,31.62,8.66,28.66,5.64,12.72,20.37,79.63,2.32,10.9,2.62,371,"Most people pay between $250-499 for water & sewer annually"
"VT0005198",248,59821,28545,0.16,0.05,90.05,0,0,0.05,9.68,3.75,4.71,27.66,25.74,2.55,21.65,4.12,34.02,37.11,0,3.09,8.94,10.75,89.25,9.95,9.28,2.91,100,"Most people pay between $500-749 for water & sewer annually"
"VT0005199",53,59821,28545,0.16,0.05,90.05,0,0,0.05,9.68,3.75,4.71,27.66,25.74,2.55,21.65,4.12,34.02,37.11,0,3.09,8.94,10.75,89.25,9.95,9.28,2.91,209,"Most people pay between $500-749 for water & sewer annually"
"VT0005200",190,59239,29507,0.36,0.02,94.97,0.05,0,0.55,4.05,2.29,4.48,24.06,15.5,7.26,17.78,11.11,33.33,35.56,2.22,0,8.3,11.71,88.29,5.03,6.97,2.06,105,"Most people pay between $500-749 for water & sewer annually"
"VT0005201",39,NA,NA,0.64,0.22,96.31,0.86,0,0.13,1.85,1.01,5.17,22.93,14.79,3.93,10.47,1.57,19.37,20.68,28.27,19.63,9.37,13.89,86.11,3.69,8.39,4.03,91,"Most people pay between $750-999 for water & sewer annually"
"VT0005202",4503,48218,19309,0.64,0.02,96.66,0.26,0.15,0.3,1.96,1.18,2.28,27.9,14.02,6.19,7.74,8.26,9.71,52.17,15.29,6.83,15.63,40.42,59.58,3.34,11.97,0.82,718,"Most people pay between $500-749 for water & sewer annually"
"VT0005204",181,67569,27769,0.64,0.22,96.31,0.86,0,0.13,1.85,1.01,5.17,22.93,14.79,3.93,10.47,1.57,19.37,20.68,28.27,19.63,9.37,13.89,86.11,3.69,8.39,4.03,166,"Most people pay between $750-999 for water & sewer annually"
"VT0005205",430,67569,27769,0.64,0.22,96.31,0.86,0,0.13,1.85,1.01,5.17,22.93,14.79,3.93,10.47,1.57,19.37,20.68,28.27,19.63,9.37,13.89,86.11,3.69,8.39,4.03,170,"Most people pay between $750-999 for water & sewer annually"
"VT0005206",233,67569,27769,0.64,0.22,96.31,0.86,0,0.13,1.85,1.01,5.17,22.93,14.79,3.93,10.47,1.57,19.37,20.68,28.27,19.63,9.37,13.89,86.11,3.69,8.39,4.03,203,"Most people pay between $750-999 for water & sewer annually"
"VT0005207",135,67569,27769,0.64,0.22,96.31,0.86,0,0.13,1.85,1.01,5.17,22.93,14.79,3.93,10.47,1.57,19.37,20.68,28.27,19.63,9.37,13.89,86.11,3.69,8.39,4.03,316,"Most people pay between $750-999 for water & sewer annually"
"VT0005208",28,67569,27769,0.64,0.22,96.31,0.86,0,0.13,1.85,1.01,5.17,22.93,14.79,3.93,10.47,1.57,19.37,20.68,28.27,19.63,9.37,13.89,86.11,3.69,8.39,4.03,374,"Most people pay between $750-999 for water & sewer annually"
"VT0005211",2307,61653,21799,0,1.66,94.77,0.27,0,0,3.3,0,3.35,23.97,19.02,0.33,3.88,9.75,27.61,13.28,24.68,20.8,10.92,22.6,77.4,5.23,9.92,3.69,391,"Most people pay between $250-499 for water & sewer annually"
"VT0005212",620,43257,14568,1.5,0.43,95.72,0,0,0.72,1.63,1.37,2.13,23.39,23.16,3.9,19.86,2.31,15.7,40.88,7.16,14.09,19.29,22.31,77.69,4.28,17.14,4.15,289,"Most people pay between $500-749 for water & sewer annually"
