"pwsid","date_issued","date_lifted","epic_date_lifted_flag","type","state"
"LA1103149   ","2020-12-18","2020-12-20","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103149   ","2020-04-24","2020-04-26","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103153   ","2020-08-14","2020-08-20","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103154   ","2020-12-03","2020-12-05","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103157   ","2020-08-19","2020-08-21","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103157   ","2020-09-24","2020-09-26","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103157   ","2020-10-08","2020-10-10","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103157   ","2020-03-13","2020-03-14","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103164   ","2020-11-17","2020-11-19","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103164   ","2020-01-07","2020-01-10","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103171   ","2020-07-31","2020-08-01","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103171   ","2020-02-04","2020-02-06","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103171   ","2020-03-27","2020-03-29","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103173   ","2020-05-06","2020-05-07","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103178   ","2020-07-15","2020-07-16","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103178   ","2020-10-19","2020-10-22","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103179   ","2020-01-29","2020-02-01","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103179   ","2020-03-03","2020-03-04","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103180   ","2020-04-22","2020-04-24","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103180   ","2020-06-16","2020-06-18","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103181   ","2020-07-25","2020-07-26","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103181   ","2020-10-22","2020-10-24","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103184   ","2020-01-07","2020-01-08","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103189   ","2020-03-17","2020-03-19","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103193   ","2020-08-05","2020-08-10","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103193   ","2020-08-23","2020-08-27","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103193   ","2020-08-27","2020-08-29","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103193   ","2020-10-04","2020-10-08","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103193   ","2020-01-15","2020-01-16","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103193   ","2020-02-21","2020-02-22","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103193   ","2020-04-06","2020-04-08","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103193   ","2020-06-30","2020-07-01","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103198   ","2020-01-09","2020-01-10","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103198   ","2020-01-19","2020-01-25","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103198   ","2020-02-11","2020-02-13","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1103200   ","2020-09-19","2020-09-20","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105003   ","2020-02-20","2020-02-21","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105003   ","2020-07-03","Open","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105008   ","2020-10-18","2020-10-18","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105008   ","2020-11-26","2020-12-03","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105008   ","2020-03-06","2020-03-07","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105008   ","2020-04-15","2020-04-17","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105008   ","2020-04-28","2020-04-29","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105008   ","2020-05-14","2020-05-16","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105009   ","2020-07-25","2020-07-26","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105009   ","2020-08-13","2020-08-14","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105009   ","2020-09-09","2020-09-10","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105009   ","2020-09-26","2020-09-27","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105009   ","2020-10-07","2020-10-10","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105009   ","2020-01-17","2020-01-18","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105009   ","2020-01-17","2020-01-18","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105009   ","2020-02-05","2020-02-07","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105009   ","2020-03-05","2020-03-06","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105009   ","2020-03-14","2020-01-07","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105009   ","2020-03-19","2020-03-21","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105009   ","2020-04-22","2020-04-24","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105010   ","2020-08-23","2020-08-23","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105010   ","2020-01-07","2020-01-08","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105010   ","2020-02-24","2020-02-27","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105010   ","2020-03-12","2020-03-14","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105010   ","2020-06-09","2020-06-12","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105010   ","2020-06-19","2020-06-21","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105014   ","2020-07-26","2020-09-04","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105014   ","2020-01-24","2020-01-26","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105014   ","2020-02-25","2020-02-28","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105019   ","2020-02-01","2020-02-04","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105022   ","2020-07-02","2020-07-03","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105026   ","2020-11-14","2020-11-19","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105026   ","2020-11-26","2020-11-27","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105026   ","2020-01-28","2020-01-28","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105026   ","2020-04-15","2020-05-14","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105036   ","2020-04-11","2020-04-11","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105078   ","2020-12-06","2020-12-07","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1105090   ","2020-03-21","2020-03-21","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1107001   ","2020-07-22","2020-07-26","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1107001   ","2020-08-27","2020-08-29","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1107001   ","2020-02-20","2020-02-21","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1107001   ","2020-04-02","2020-04-03","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1107001   ","2020-05-04","2020-05-07","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1107001   ","2020-06-18","2020-06-25","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1107009   ","2020-07-04","2020-07-09","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1107009   ","2020-08-27","2020-08-30","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1107009   ","2020-01-26","2020-01-30","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109001   ","2020-09-18","2020-09-19","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109001   ","2020-12-04","2020-12-08","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109001   ","2020-03-21","2020-03-21","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-07-18","2020-07-19","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-08-01","2020-08-02","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-08-05","2020-08-05","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-08-13","2020-08-14","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-08-23","2020-08-24","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-08-27","2020-08-30","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-08-28","2020-08-27","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-08-28","2020-08-29","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-09-09","2020-09-10","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-09-18","2020-09-19","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-09-25","2020-09-26","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-10-08","2020-10-09","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-10-21","2020-10-22","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-10-25","2020-10-26","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-11-04","2020-11-05","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-12-11","2020-12-12","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-01-08","2020-01-09","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-01-30","2020-01-31","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-02-06","2020-02-06","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-02-21","2020-02-23","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-03-05","2020-03-07","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-03-07","2020-03-08","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-03-18","2020-03-19","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-03-25","2020-03-26","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-03-27","2020-03-28","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-03-27","2020-03-28","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-03-29","2020-03-29","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-03-30","2020-03-31","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-04-08","2020-04-10","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-04-09","2020-04-10","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-04-16","2020-04-17","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-04-16","2020-04-17","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-04-22","2020-04-24","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-05-13","2020-05-14","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-05-19","2020-05-20","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-05-22","2020-05-23","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-06-23","2020-06-24","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-06-30","2020-07-01","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-07-05","2020-07-06","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-07-06","2020-07-06","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1109002   ","2020-07-07","Open","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111008   ","2020-07-18","2020-07-22","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111008   ","2020-07-24","2020-07-30","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111008   ","2020-05-19","2020-05-20","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111008   ","2020-05-30","2020-06-03","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111012   ","2020-07-14","2020-07-16","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111012   ","2020-05-11","2020-05-14","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111013   ","2020-07-09","2020-07-11","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111013   ","2020-08-29","2020-09-30","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111013   ","2020-12-28","2020-12-31","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111013   ","2020-03-15","2020-03-18","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111013   ","2020-06-21","2020-06-24","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111020   ","2020-08-14","2020-08-16","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111020   ","2020-08-24","2020-08-27","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111020   ","2020-10-24","2020-10-25","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111020   ","2020-10-28","2020-10-29","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111020   ","2020-12-20","2020-01-03","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111021   ","2020-09-13","2020-10-18","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111021   ","2020-09-18","2020-10-11","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111021   ","2020-01-12","2020-03-21","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111021   ","2020-02-25","2020-03-14","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111021   ","2020-05-31","2020-06-12","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111021   ","2020-06-11","2020-06-12","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111021   ","2020-06-19","2020-07-01","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111021   ","2020-06-30","2020-07-02","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111023   ","2020-08-20","2020-08-23","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111023   ","2020-09-04","2020-09-06","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111023   ","2020-09-10","2020-09-11","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111023   ","2020-09-24","2020-09-26","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111023   ","2020-01-04","2020-01-05","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111023   ","2020-02-28","2020-03-04","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111023   ","2020-03-06","2020-03-13","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111023   ","2020-04-02","2020-04-04","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111023   ","2020-04-07","2020-04-08","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111023   ","2020-05-26","2020-05-28","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111024   ","2020-07-12","2020-07-16","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111024   ","2020-07-22","2020-07-24","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111024   ","2020-10-02","2020-10-08","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111024   ","2020-10-15","2020-10-17","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111024   ","2020-10-23","2020-10-24","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111024   ","2020-12-29","2020-01-03","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111024   ","2020-04-07","2020-04-08","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111024   ","2020-04-23","2020-04-24","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111024   ","2020-04-29","2020-04-30","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111024   ","2020-06-03","2020-06-05","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111024   ","2020-06-17","2020-06-24","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1111024   ","2020-07-09","Open","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1113001   ","2020-08-09","2020-08-13","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1113001   ","2020-10-25","2020-10-26","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1113001   ","2020-03-17","2020-03-19","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1113001   ","2020-04-29","2020-05-02","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1113001   ","2020-05-30","2020-06-03","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
