"pwsid","projects_invited_to_apply_over_fy_range","min_fy","max_fy","times_funded_2009_2021","total_assistance_amt_2009_2021","total_prin_forgive_amt_2009_2021"
"TX0100041",2,2022,2025,0,0,0
"TX0120001",3,2022,2025,1,3000476,885476
"TX0120004",1,2022,2025,1,500000,500000
"TX0130001",2,2022,2025,1,3300000,0
"TX0140004",1,2022,2025,1,2405000,200000
"TX0140028",1,2022,2025,0,0,0
"TX0140037",1,2022,2025,1,2100000,0
"TX0140044",4,2022,2025,0,0,0
"TX0150018",4,2022,2025,7,190260000,0
"TX0150048",0,2022,2025,1,10770000,0
"TX0150138",1,2022,2025,0,0,0
"TX0150178",1,2022,2025,0,0,0
"TX0160002",1,2022,2025,2,6550000,0
"TX0170010",0,2022,2025,1,1985000,700000
"TX0180001",1,2022,2025,0,0,0
"TX0180002",2,2022,2025,0,0,0
"TX0180031",1,2022,2025,0,0,0
"TX0180071",1,2022,2025,0,0,0
"TX0190001",1,2022,2025,0,0,0
"TX0190004",1,2022,2025,0,0,0
"TX0190008",3,2022,2025,0,0,0
"TX0190014",2,2022,2025,0,0,0
"TX0190021",1,2022,2025,1,18000000,0
"TX0190093",1,2022,2025,0,0,0
"TX0200001",2,2022,2025,0,0,0
"TX0200002",2,2022,2025,0,0,0
"TX0200003",2,2022,2025,0,0,0
"TX0200005",1,2022,2025,0,0,0
"TX0200008",0,2022,2025,4,159500000,0
"TX0200009",1,2022,2025,0,0,0
"TX0200011",3,2022,2025,0,0,0
"TX0200033",2,2022,2025,3,649000,649000
"TX0200070",1,2022,2025,0,0,0
"TX0200497",0,2022,2025,1,15500000,0
"TX0210016",1,2022,2025,0,0,0
"TX0220001",1,2022,2025,0,0,0
"TX0220035",3,2022,2025,1,300000,300000
"TX0230001",1,2022,2025,0,0,0
"TX0230002",0,2022,2025,2,1495000,950000
"TX0250001",1,2022,2025,2,2090000,99000
"TX0250002",2,2022,2025,0,0,0
"TX0250004",1,2022,2025,0,0,0
"TX0250013",1,2022,2025,0,0,0
"TX0250015",1,2022,2025,0,0,0
"TX0260001",1,2022,2025,0,0,0
"TX0260002",1,2022,2025,1,450000,0
"TX0260007",1,2022,2025,0,0,0
"TX0260017",1,2022,2025,0,0,0
"TX0270001",0,2022,2025,2,1087545,0
"TX0270011",2,2022,2025,0,0,0
"TX0270012",1,2022,2025,1,12440000,0
"TX0270013",0,2022,2025,1,1395000,0
"TX0270021",2,2022,2025,1,447000,447000
"TX0270026",4,2022,2025,0,0,0
"TX0270078",2,2022,2025,0,0,0
"TX0270081",0,2022,2025,1,200000,200000
"TX0270124",0,2022,2025,1,500000,300000
"TX0280024",2,2022,2025,0,0,0
"TX0300001",1,2022,2025,0,0,0
"TX0300002",2,2022,2025,0,0,0
"TX0300003",2,2022,2025,0,0,0
"TX0310001",1,2022,2025,0,0,0
"TX0310002",7,2022,2025,0,0,0
"TX0310003",0,2022,2025,2,8047700,7167700
"TX0310004",1,2022,2025,2,5051101,426101
"TX0310005",2,2022,2025,0,0,0
"TX0310006",1,2022,2025,2,5754131,4176131
"TX0310007",2,2022,2025,0,0,0
"TX0310009",1,2022,2025,0,0,0
"TX0310027",1,2022,2025,0,0,0
"TX0310059",0,2022,2025,1,1495000,0
"TX0310094",1,2022,2025,0,0,0
"TX0310096",8,2022,2025,1,1970000,591000
"TX0310150",0,2022,2025,1,13090000,0
"TX0320001",1,2022,2025,0,0,0
"TX0340001",1,2022,2025,0,0,0
"TX0350001",0,2022,2025,1,11101509.95,0
"TX0360001",1,2022,2025,2,5500000,325000
"TX0360126",1,2022,2025,0,0,0
"TX0370001",4,2022,2025,0,0,0
"TX0370002",1,2022,2025,0,0,0
"TX0370016",0,2022,2025,1,1625000,0
"TX0370028",4,2022,2025,0,0,0
"TX0370033",4,2022,2025,0,0,0
"TX0370039",0,2022,2025,2,676810,376810
"TX0390014",4,2022,2025,1,90000,90000
"TX0400001",1,2022,2025,0,0,0
"TX0400002",0,2022,2025,1,450000,0
"TX0410001",3,2022,2025,2,488625,143625
"TX0410002",0,2022,2025,3,2750000,1925000
"TX0410017",0,2022,2025,1,300000,300000
"TX0420001",1,2022,2025,0,0,0
"TX0420002",3,2022,2025,0,0,0
"TX0420034",2,2022,2025,0,0,0
"TX0430007",1,2022,2025,0,0,0
"TX0430008",0,2022,2025,1,15200000,0
"TX0430035",1,2022,2025,0,0,0
"TX0430037",0,2022,2025,1,7490000,0
"TX0430050",1,2022,2025,0,0,0
"TX0430053",0,2022,2025,1,1490000,0
"TX0450001",1,2022,2025,0,0,0
"TX0450004",2,2022,2025,0,0,0
"TX0450014",3,2022,2025,0,0,0
"TX0450016",2,2022,2025,0,0,0
"TX0450021",2,2022,2025,0,0,0
"TX0450087",2,2022,2025,0,0,0
"TX0460001",2,2022,2025,0,0,0
"TX0460050",1,2022,2025,0,0,0
"TX0470001",0,2022,2025,2,2742088.42,564750
"TX0470002",1,2022,2025,2,1508750,908750
"TX0470015",3,2022,2025,2,15282038,5192038
"TX0470027",1,2022,2025,1,300000,300000
"TX0480001",3,2022,2025,0,0,0
"TX0480011",2,2022,2025,0,0,0
"TX0480012",1,2022,2025,1,300000,300000
"TX0480015",1,2022,2025,1,10895000,0
"TX0490001",1,2022,2025,0,0,0
"TX0490014",1,2022,2025,0,0,0
"TX0500003",1,2022,2025,0,0,0
"TX0500013",3,2022,2025,1,2000000,0
"TX0500015",2,2022,2025,0,0,0
"TX0500020",1,2022,2025,0,0,0
"TX0510001",3,2022,2025,1,3392958,1677958
"TX0540002",1,2022,2025,0,0,0
"TX0540015",0,2022,2025,2,2610000,1555000
"TX0550001",1,2022,2025,0,0,0
"TX0570004",6,2022,2025,3,132000000,0
"TX0570007",1,2022,2025,0,0,0
"TX0570010",2,2022,2025,1,7645037,975037
"TX0570018",4,2022,2025,0,0,0
"TX0570048",4,2022,2025,1,4000000,0
"TX0570082",2,2022,2025,1,200000,200000
"TX0580013",2,2022,2025,0,0,0
"TX0610002",1,2022,2025,0,0,0
"TX0610003",1,2022,2025,0,0,0
"TX0610007",0,2022,2025,1,1225000,0
"TX0610036",0,2022,2025,1,3555000,0
"TX0630001",0,2022,2025,1,760000,300000
"TX0630012",3,2022,2025,0,0,0
"TX0630013",0,2022,2025,2,1102825,1102825
"TX0640002",2,2022,2025,0,0,0
"TX0650013",1,2022,2025,0,0,0
"TX0660002",2,2022,2025,0,0,0
"TX0660003",1,2022,2025,0,0,0
"TX0670001",2,2022,2025,2,11529900,6964900
"TX0670002",2,2022,2025,1,1227000,532000
"TX0670003",1,2022,2025,2,2275960,1135960
"TX0670004",1,2022,2025,1,1729300,739300
"TX0670005",1,2022,2025,0,0,0
"TX0670015",1,2022,2025,3,1748747,1653747
"TX0670018",1,2022,2025,1,200000,200000
"TX0670019",3,2022,2025,3,14569485,10269485
"TX0670027",1,2022,2025,0,0,0
"TX0680002",1,2022,2025,0,0,0
"TX0680235",0,2022,2025,1,45275000,0
"TX0690011",2,2022,2025,0,0,0
"TX0690012",1,2022,2025,0,0,0
"TX0700001",5,2022,2025,0,0,0
"TX0700028",1,2022,2025,0,0,0
"TX0700042",0,2022,2025,1,995000,0
"TX0710001",4,2022,2025,2,2021936,306936
"TX0710018",9,2022,2025,0,0,0
"TX0710019",0,2022,2025,1,45000,0
"TX0710066",1,2022,2025,1,216000,216000
"TX0710091",1,2022,2025,0,0,0
"TX0710139",0,2022,2025,1,50000,50000
"TX0710154",12,2022,2025,0,0,0
"TX0720001",2,2022,2025,0,0,0
"TX0720002",1,2022,2025,0,0,0
"TX0720013",1,2022,2025,2,500000,500000
"TX0720028",3,2022,2025,0,0,0
"TX0730002",1,2022,2025,3,13225052.86,5227908
"TX0730015",4,2022,2025,0,0,0
"TX0730019",0,2022,2025,1,96961,96961
"TX0740001",4,2022,2025,1,9830000,0
"TX0740003",3,2022,2025,4,3841487.4,83700
"TX0740004",0,2022,2025,2,3504650,494650
"TX0740005",1,2022,2025,0,0,0
"TX0740019",1,2022,2025,0,0,0
"TX0740021",2,2022,2025,0,0,0
"TX0740027",1,2022,2025,0,0,0
"TX0740036",1,2022,2025,0,0,0
"TX0750001",0,2022,2025,2,600000,400000
"TX0750014",1,2022,2025,1,300000,300000
"TX0760001",0,2022,2025,1,250000,0
"TX0760002",0,2022,2025,1,5202068,2927068
"TX0790001",1,2022,2025,0,0,0
"TX0790051",1,2022,2025,0,0,0
"TX0790133",2,2022,2025,0,0,0
"TX0790450",3,2022,2025,0,0,0
"TX0800001",3,2022,2025,1,2243821.57,0
"TX0810001",2,2022,2025,0,0,0
"TX0810003",0,2022,2025,1,1815295,1535295
"TX0810005",2,2022,2025,0,0,0
"TX0810016",4,2022,2025,0,0,0
"TX0820001",1,2022,2025,0,0,0
"TX0820002",3,2022,2025,0,0,0
"TX0820016",0,2022,2025,3,394000,394000
"TX0830001",1,2022,2025,0,0,0
"TX0830011",0,2022,2025,2,370000,370000
"TX0830012",2,2022,2025,0,0,0
"TX0840001",1,2022,2025,0,0,0
"TX0840003",1,2022,2025,1,17160000,0
"TX0840004",3,2022,2025,0,0,0
"TX0840006",2,2022,2025,0,0,0
"TX0840007",1,2022,2025,0,0,0
"TX0840010",3,2022,2025,0,0,0
"TX0840044",1,2022,2025,0,0,0
"TX0840063",1,2022,2025,0,0,0
"TX0850001",1,2022,2025,1,1470162.7,0
"TX0860001",1,2022,2025,0,0,0
"TX0860080",1,2022,2025,0,0,0
"TX0860136",1,2022,2025,0,0,0
"TX0880001",2,2022,2025,1,1000000,0
"TX0910003",3,2022,2025,0,0,0
"TX0910006",3,2022,2025,3,36980000,0
"TX0910007",2,2022,2025,1,1250000,200000
"TX0910009",0,2022,2025,1,2875000,0
"TX0910010",1,2022,2025,0,0,0
"TX0910011",2,2022,2025,1,3758106,1088106
"TX0910012",0,2022,2025,1,3415000,0
"TX0910072",1,2022,2025,0,0,0
"TX0910146",2,2022,2025,0,0,0
"TX0910148",1,2022,2025,3,6305000,0
"TX0920001",2,2022,2025,1,1600000,0
"TX0920004",1,2022,2025,0,0,0
"TX0920006",4,2022,2025,0,0,0
"TX0930048",2,2022,2025,0,0,0
"TX0940015",2,2022,2025,1,15000000,0
"TX0940020",1,2022,2025,0,0,0
"TX0940022",0,2022,2025,2,4420350,190350
"TX0950001",3,2022,2025,0,0,0
"TX0950004",2,2022,2025,0,0,0
"TX0950059",1,2022,2025,0,0,0
"TX0960014",1,2022,2025,0,0,0
"TX0970001",4,2022,2025,0,0,0
"TX0970002",0,2022,2025,1,3035893,1515893
"TX0990001",1,2022,2025,0,0,0
"TX1000016",1,2022,2025,0,0,0
"TX1010003",3,2022,2025,0,0,0
"TX1010013",8,2022,2025,1,48214904,174904
"TX1010014",1,2022,2025,0,0,0
"TX1010022",1,2022,2025,0,0,0
"TX1010026",1,2022,2025,0,0,0
"TX1010063",1,2022,2025,0,0,0
"TX1010082",3,2022,2025,0,0,0
"TX1010117",1,2022,2025,0,0,0
"TX1010124",1,2022,2025,0,0,0
"TX1010130",2,2022,2025,0,0,0
"TX1010188",1,2022,2025,0,0,0
"TX1010239",1,2022,2025,2,12011036.98,1091413
"TX1010292",1,2022,2025,0,0,0
"TX1010293",1,2022,2025,0,0,0
"TX1010294",0,2022,2025,1,2010000,0
"TX1010419",1,2022,2025,0,0,0
"TX1010430",0,2022,2025,1,2035000,0
"TX1010719",1,2022,2025,2,3704409,1034409
"TX1010750",1,2022,2025,0,0,0
"TX1010758",1,2022,2025,0,0,0
"TX1010872",1,2022,2025,0,0,0
"TX1010901",2,2022,2025,0,0,0
"TX1010938",0,2022,2025,1,2710000,0
"TX1011296",1,2022,2025,0,0,0
"TX1011742",1,2022,2025,0,0,0
"TX1011809",1,2022,2025,0,0,0
"TX1011928",1,2022,2025,0,0,0
"TX1012071",1,2022,2025,0,0,0
"TX1012354",1,2022,2025,0,0,0
"TX1012985",1,2022,2025,0,0,0
"TX1020002",4,2022,2025,0,0,0
"TX1040001",1,2022,2025,0,0,0
"TX1040002",4,2022,2025,0,0,0
"TX1040003",5,2022,2025,0,0,0
"TX1040004",1,2022,2025,1,110000,110000
"TX1040005",0,2022,2025,1,170000,170000
"TX1050001",2,2022,2025,0,0,0
"TX1050078",0,2022,2025,1,540000,200000
"TX1050131",1,2022,2025,0,0,0
"TX1070003",2,2022,2025,0,0,0
"TX1070005",4,2022,2025,1,1125000,300000
"TX1070006",0,2022,2025,1,750000,0
"TX1070016",4,2022,2025,0,0,0
"TX1070027",1,2022,2025,0,0,0
"TX1070228",1,2022,2025,0,0,0
"TX1080001",2,2022,2025,0,0,0
"TX1080002",2,2022,2025,0,0,0
"TX1080004",1,2022,2025,2,15830000,0
"TX1080005",0,2022,2025,1,4243998.34,0
"TX1080006",4,2022,2025,1,12000000,0
"TX1080007",2,2022,2025,0,0,0
"TX1080008",2,2022,2025,1,7780000,0
"TX1080009",1,2022,2025,2,30286688,7681688
"TX1080010",1,2022,2025,2,10756308,3186308
"TX1080021",3,2022,2025,0,0,0
"TX1080022",4,2022,2025,1,3565000,0
"TX1080023",1,2022,2025,0,0,0
"TX1080029",5,2022,2025,1,6976373,2586373
"TX1080033",4,2022,2025,0,0,0
"TX1080067",1,2022,2025,0,0,0
"TX1080088",3,2022,2025,0,0,0
"TX1080213",2,2022,2025,0,0,0
"TX1090001",0,2022,2025,1,3130000,0
"TX1090002",0,2022,2025,1,1500000,0
"TX1090003",2,2022,2025,0,0,0
"TX1090004",0,2022,2025,1,179000,179000
"TX1090005",1,2022,2025,0,0,0
"TX1090007",3,2022,2025,0,0,0
"TX1090017",1,2022,2025,0,0,0
"TX1090020",2,2022,2025,0,0,0
"TX1090021",3,2022,2025,0,0,0
"TX1090026",2,2022,2025,0,0,0
"TX1090068",1,2022,2025,0,0,0
"TX1090070",2,2022,2025,0,0,0
"TX1100004",1,2022,2025,1,1268750,768750
"TX1100010",2,2022,2025,1,369767,234767
"TX1100030",0,2022,2025,1,200000,200000
"TX1110001",3,2022,2025,4,47960000,0
"TX1110007",2,2022,2025,0,0,0
"TX1110012",1,2022,2025,0,0,0
"TX1110032",3,2022,2025,0,0,0
"TX1120001",3,2022,2025,0,0,0
"TX1120012",2,2022,2025,0,0,0
"TX1130001",4,2022,2025,0,0,0
"TX1130002",3,2022,2025,0,0,0
"TX1140001",1,2022,2025,0,0,0
"TX1140002",3,2022,2025,0,0,0
"TX1150001",0,2022,2025,1,244450,244450
"TX1150007",1,2022,2025,0,0,0
"TX1160003",0,2022,2025,2,2740000,0
"TX1160004",2,2022,2025,1,305000,0
"TX1160005",1,2022,2025,2,5938103,988103
"TX1160006",2,2022,2025,0,0,0
"TX1160012",1,2022,2025,1,1125000,0
"TX1160039",1,2022,2025,0,0,0
"TX1160042",0,2022,2025,1,880000,0
"TX1160097",0,2022,2025,1,250000,250000
"TX1180002",3,2022,2025,0,0,0
"TX1190002",3,2022,2025,0,0,0
"TX1200003",1,2022,2025,0,0,0
"TX1200008",0,2022,2025,1,200000,200000
"TX1210002",0,2022,2025,1,1999600,194600
"TX1210004",0,2022,2025,1,200000,200000
"TX1210011",2,2022,2025,0,0,0
"TX1210014",1,2022,2025,0,0,0
"TX1210060",0,2022,2025,1,3355000,0
"TX1220001",1,2022,2025,0,0,0
"TX1230001",2,2022,2025,0,0,0
"TX1230003",0,2022,2025,1,500000,500000
"TX1230004",1,2022,2025,0,0,0
"TX1230009",12,2022,2025,1,2080000,0
"TX1230039",0,2022,2025,1,485500,485500
"TX1230049",0,2022,2025,1,500000,500000
"TX1240001",1,2022,2025,0,0,0
"TX1250001",2,2022,2025,1,5499000,1479000
"TX1250033",3,2022,2025,0,0,0
"TX1250039",1,2022,2025,0,0,0
"TX1260003",2,2022,2025,0,0,0
"TX1260004",7,2022,2025,0,0,0
"TX1260006",1,2022,2025,0,0,0
"TX1260008",3,2022,2025,0,0,0
"TX1260018",8,2022,2025,1,22000000,0
"TX1260021",1,2022,2025,0,0,0
"TX1270001",1,2022,2025,0,0,0
"TX1270003",2,2022,2025,1,19765708,10235708
"TX1270005",4,2022,2025,0,0,0
"TX1270006",2,2022,2025,0,0,0
"TX1270007",1,2022,2025,1,483557,483557
"TX1280002",2,2022,2025,0,0,0
"TX1290004",1,2022,2025,0,0,0
"TX1290005",1,2022,2025,0,0,0
"TX1290006",2,2022,2025,1,1700000,0
"TX1290011",2,2022,2025,0,0,0
"TX1290012",2,2022,2025,0,0,0
"TX1300001",1,2022,2025,0,0,0
"TX1330001",0,2022,2025,2,5500000,500000
"TX1330135",3,2022,2025,0,0,0
"TX1340001",2,2022,2025,0,0,0
"TX1370001",1,2022,2025,0,0,0
"TX1370035",2,2022,2025,0,0,0
"TX1380003",1,2022,2025,0,0,0
"TX1380009",0,2022,2025,1,5500000,0
"TX1380011",3,2022,2025,0,0,0
"TX1390002",0,2022,2025,1,3400778,500778
"TX1390004",0,2022,2025,1,600000,0
"TX1390015",0,2022,2025,1,1385000,0
"TX1400006",2,2022,2025,0,0,0
"TX1410002",1,2022,2025,0,0,0
"TX1420001",2,2022,2025,2,8525400,2225400
"TX1430002",2,2022,2025,1,92800,92800
"TX1440001",1,2022,2025,0,0,0
"TX1440002",3,2022,2025,0,0,0
"TX1440003",0,2022,2025,2,876839,351839
"TX1440006",1,2022,2025,0,0,0
"TX1460001",2,2022,2025,0,0,0
"TX1460003",0,2022,2025,1,915000,0
"TX1460004",3,2022,2025,0,0,0
"TX1460005",3,2022,2025,0,0,0
"TX1460006",2,2022,2025,0,0,0
"TX1460009",6,2022,2025,0,0,0
"TX1460012",1,2022,2025,0,0,0
"TX1470004",1,2022,2025,0,0,0
"TX1470006",5,2022,2025,1,6493865,363865
"TX1470013",2,2022,2025,0,0,0
"TX1480001",0,2022,2025,1,455000,0
"TX1500001",0,2022,2025,1,890000,0
"TX1500008",0,2022,2025,1,153000,153000
"TX1500012",1,2022,2025,0,0,0
"TX1520001",1,2022,2025,0,0,0
"TX1520002",2,2022,2025,0,0,0
"TX1520003",1,2022,2025,1,1600000,500000
"TX1520004",5,2022,2025,0,0,0
"TX1520005",3,2022,2025,1,300000,300000
"TX1520015",0,2022,2025,2,1175800,240800
"TX1520062",1,2022,2025,1,148000,148000
"TX1520067",0,2022,2025,1,200000,200000
"TX1520094",1,2022,2025,1,200000,200000
"TX1520106",1,2022,2025,1,128000,128000
"TX1520152",1,2022,2025,0,0,0
"TX1520219",3,2022,2025,0,0,0
"TX1520308",1,2022,2025,0,0,0
"TX1530001",3,2022,2025,0,0,0
"TX1530004",3,2022,2025,0,0,0
"TX1530005",1,2022,2025,0,0,0
"TX1540001",4,2022,2025,3,16230000,5050000
"TX1540002",0,2022,2025,1,969740.15,0
"TX1540003",2,2022,2025,1,539902,359902
"TX1540004",1,2022,2025,1,300000,300000
"TX1550005",1,2022,2025,1,102719,102719
"TX1550008",1,2022,2025,0,0,0
"TX1550016",1,2022,2025,0,0,0
"TX1550024",1,2022,2025,0,0,0
"TX1550026",2,2022,2025,0,0,0
"TX1550027",1,2022,2025,0,0,0
"TX1550040",1,2022,2025,0,0,0
"TX1550059",1,2022,2025,0,0,0
"TX1580001",4,2022,2025,1,2600000,0
"TX1580003",0,2022,2025,1,635000,0
"TX1600001",3,2022,2025,1,2659200,1669200
"TX1610004",1,2022,2025,0,0,0
"TX1610013",2,2022,2025,0,0,0
"TX1620001",2,2022,2025,6,56285582,2785582
"TX1630002",2,2022,2025,2,6003074,43074
"TX1630005",1,2022,2025,2,3850000,0
"TX1630006",1,2022,2025,1,9900000,500000
"TX1630010",2,2022,2025,0,0,0
"TX1630020",4,2022,2025,0,0,0
"TX1630029",2,2022,2025,0,0,0
"TX1630030",4,2022,2025,0,0,0
"TX1640001",2,2022,2025,1,1087000,537000
"TX1660001",0,2022,2025,1,11985175,2680175
"TX1660002",1,2022,2025,1,16215000,500000
"TX1660003",2,2022,2025,0,0,0
"TX1660007",0,2022,2025,1,200000,200000
"TX1660014",1,2022,2025,0,0,0
"TX1670001",2,2022,2025,1,2100296,620296
"TX1670009",1,2022,2025,0,0,0
"TX1680002",4,2022,2025,0,0,0
"TX1680004",2,2022,2025,0,0,0
"TX1690005",4,2022,2025,0,0,0
"TX1700003",1,2022,2025,1,3150000,0
"TX1700020",2,2022,2025,0,0,0
"TX1700022",0,2022,2025,1,1730000,0
"TX1700025",1,2022,2025,0,0,0
"TX1700026",1,2022,2025,0,0,0
"TX1700087",2,2022,2025,0,0,0
"TX1700110",1,2022,2025,0,0,0
"TX1700112",3,2022,2025,1,200000,200000
"TX1700139",1,2022,2025,0,0,0
"TX1700142",2,2022,2025,0,0,0
"TX1700169",1,2022,2025,0,0,0
"TX1700197",8,2022,2025,0,0,0
"TX1700225",2,2022,2025,0,0,0
"TX1700286",1,2022,2025,0,0,0
"TX1700304",0,2022,2025,1,1500000,0
"TX1700694",0,2022,2025,1,200000,200000
"TX1720001",5,2022,2025,0,0,0
"TX1730001",2,2022,2025,0,0,0
"TX1730002",2,2022,2025,0,0,0
"TX1740007",1,2022,2025,0,0,0
"TX1740010",4,2022,2025,1,1900000,0
"TX1740011",1,2022,2025,0,0,0
"TX1740014",1,2022,2025,0,0,0
"TX1750002",2,2022,2025,0,0,0
"TX1750003",1,2022,2025,0,0,0
"TX1750023",2,2022,2025,0,0,0
"TX1750024",3,2022,2025,0,0,0
"TX1760001",0,2022,2025,1,2195000,0
"TX1760004",0,2022,2025,1,537600,537600
"TX1760022",1,2022,2025,0,0,0
"TX1770001",0,2022,2025,2,4067950,2102950
"TX1770002",3,2022,2025,2,6935000,0
"TX1780003",2,2022,2025,1,51215000,0
"TX1780005",2,2022,2025,0,0,0
"TX1780013",1,2022,2025,1,4243400,623400
"TX1810001",4,2022,2025,1,500000,500000
"TX1810004",2,2022,2025,0,0,0
"TX1810005",2,2022,2025,0,0,0
"TX1810009",1,2022,2025,0,0,0
"TX1810139",3,2022,2025,0,0,0
"TX1810186",1,2022,2025,0,0,0
"TX1820001",1,2022,2025,0,0,0
"TX1820003",5,2022,2025,0,0,0
"TX1820004",1,2022,2025,1,1630593,1015593
"TX1820005",4,2022,2025,1,700000,700000
"TX1820007",2,2022,2025,1,1188072,728072
"TX1820010",4,2022,2025,0,0,0
"TX1820069",3,2022,2025,2,1610000,0
"TX1830001",1,2022,2025,0,0,0
"TX1830002",1,2022,2025,0,0,0
"TX1830007",2,2022,2025,0,0,0
"TX1830010",1,2022,2025,0,0,0
"TX1830012",2,2022,2025,0,0,0
"TX1830014",2,2022,2025,0,0,0
"TX1840003",2,2022,2025,0,0,0
"TX1840005",4,2022,2025,0,0,0
"TX1840007",3,2022,2025,0,0,0
"TX1840025",5,2022,2025,0,0,0
"TX1840027",2,2022,2025,3,15494350,44350
"TX1840049",3,2022,2025,0,0,0
"TX1840079",10,2022,2025,1,15080000,0
"TX1850002",1,2022,2025,0,0,0
"TX1860001",2,2022,2025,0,0,0
"TX1870001",2,2022,2025,0,0,0
"TX1870009",1,2022,2025,0,0,0
"TX1870034",1,2022,2025,0,0,0
"TX1880001",0,2022,2025,3,36580000,0
"TX1890011",0,2022,2025,1,300000,300000
"TX1890012",0,2022,2025,1,300000,300000
"TX1900001",1,2022,2025,1,1423521,703521
"TX1900011",0,2022,2025,1,1000000,0
"TX1910001",3,2022,2025,0,0,0
"TX1910024",1,2022,2025,0,0,0
"TX1920001",2,2022,2025,0,0,0
"TX1940004",0,2022,2025,1,300000,300000
"TX1940005",1,2022,2025,0,0,0
"TX1940008",3,2022,2025,1,1250000,0
"TX1950001",1,2022,2025,0,0,0
"TX1950002",2,2022,2025,0,0,0
"TX1950004",1,2022,2025,1,200000,200000
"TX2000001",3,2022,2025,2,4250135,2610135
"TX2000002",2,2022,2025,0,0,0
"TX2000003",3,2022,2025,2,1425554,420554
"TX2000004",3,2022,2025,0,0,0
"TX2010002",1,2022,2025,0,0,0
"TX2010008",1,2022,2025,0,0,0
"TX2010016",3,2022,2025,0,0,0
"TX2020002",3,2022,2025,0,0,0
"TX2020014",0,2022,2025,1,223510,223510
"TX2020067",4,2022,2025,2,8460900,2715900
"TX2040033",3,2022,2025,0,0,0
"TX2060001",2,2022,2025,1,297921,132921
"TX2060002",1,2022,2025,0,0,0
"TX2060003",0,2022,2025,2,2813816,2168816
"TX2070001",0,2022,2025,2,1760000,0
"TX2080001",3,2022,2025,0,0,0
"TX2080003",2,2022,2025,0,0,0
"TX2080004",0,2022,2025,1,300000,300000
"TX2090001",3,2022,2025,0,0,0
"TX2090002",3,2022,2025,1,512325,332325
"TX2090005",1,2022,2025,2,3880000,0
"TX2100010",1,2022,2025,0,0,0
"TX2100012",1,2022,2025,0,0,0
"TX2110002",1,2022,2025,0,0,0
"TX2120004",1,2022,2025,0,0,0
"TX2120005",2,2022,2025,0,0,0
"TX2120009",3,2022,2025,0,0,0
"TX2120016",1,2022,2025,0,0,0
"TX2140004",1,2022,2025,1,2995875,1330875
"TX2140007",4,2022,2025,0,0,0
"TX2140018",1,2022,2025,0,0,0
"TX2140029",2,2022,2025,0,0,0
"TX2150001",4,2022,2025,2,4764878,704878
"TX2150007",5,2022,2025,3,6700000,4060000
"TX2170001",1,2022,2025,0,0,0
"TX2170002",2,2022,2025,0,0,0
"TX2170004",1,2022,2025,0,0,0
"TX2180001",1,2022,2025,0,0,0
"TX2200001",3,2022,2025,2,91395777,450777
"TX2200003",1,2022,2025,0,0,0
"TX2200010",0,2022,2025,1,3000000,300000
"TX2200012",7,2022,2025,2,56145000,0
"TX2200031",1,2022,2025,2,14768050,808050
"TX2200047",1,2022,2025,0,0,0
"TX2200054",1,2022,2025,0,0,0
"TX2200063",1,2022,2025,0,0,0
"TX2200069",0,2022,2025,1,8000000,0
"TX2200096",1,2022,2025,0,0,0
"TX2200117",0,2022,2025,1,138780,138780
"TX2210001",6,2022,2025,1,2500000,0
"TX2210002",1,2022,2025,0,0,0
"TX2210003",1,2022,2025,0,0,0
"TX2210004",2,2022,2025,0,0,0
"TX2210005",0,2022,2025,2,3763239,2878239
"TX2210009",4,2022,2025,0,0,0
"TX2210010",1,2022,2025,0,0,0
"TX2210015",1,2022,2025,0,0,0
"TX2230002",1,2022,2025,0,0,0
"TX2230003",0,2022,2025,1,1122654,982654
"TX2250001",1,2022,2025,0,0,0
"TX2260001",2,2022,2025,1,56075000,0
"TX2260004",2,2022,2025,1,300000,300000
"TX2260101",0,2022,2025,1,1355000,0
"TX2270001",24,2022,2025,1,3800000,0
"TX2270002",1,2022,2025,0,0,0
"TX2270008",10,2022,2025,1,4667500,0
"TX2270014",8,2022,2025,0,0,0
"TX2270033",1,2022,2025,0,0,0
"TX2270038",1,2022,2025,0,0,0
"TX2270040",3,2022,2025,0,0,0
"TX2270091",0,2022,2025,1,94000,94000
"TX2270227",1,2022,2025,0,0,0
"TX2270242",3,2022,2025,0,0,0
"TX2280001",4,2022,2025,1,2164161,1504161
"TX2280016",1,2022,2025,1,1400000,0
"TX2290037",0,2022,2025,2,2025000,0
"TX2330001",6,2022,2025,3,13000000,0
"TX2330011",0,2022,2025,1,240281,240281
"TX2340002",0,2022,2025,1,835000,0
"TX2340003",5,2022,2025,0,0,0
"TX2340004",1,2022,2025,0,0,0
"TX2340005",7,2022,2025,1,4500000,0
"TX2340016",2,2022,2025,0,0,0
"TX2350006",3,2022,2025,0,0,0
"TX2360009",1,2022,2025,0,0,0
"TX2360010",1,2022,2025,0,0,0
"TX2360014",0,2022,2025,1,3669850,539850
"TX2370001",2,2022,2025,0,0,0
"TX2370004",0,2022,2025,1,2575000,300000
"TX2370005",1,2022,2025,0,0,0
"TX2380001",1,2022,2025,0,0,0
"TX2380003",2,2022,2025,0,0,0
"TX2390001",1,2022,2025,0,0,0
"TX2390003",3,2022,2025,0,0,0
