"pwsid","projects_invited_to_apply_over_fy_range","min_fy","max_fy","times_funded_2009_2021","total_assistance_amt_2009_2021","total_prin_forgive_amt_2009_2021"
"AK2110342",NA,NA,NA,3,6290400,0
"AK2110601",NA,NA,NA,2,1921531.16,781000
"AK2120143",NA,NA,NA,3,1211923,554322
"AK2120232",NA,NA,NA,7,8737773.73,3428584
"AK2130075",NA,NA,NA,14,30819711.47,4171596.05
"AK2210906",NA,NA,NA,23,65497449.26,0
"AK2211229",NA,NA,NA,1,131813,0
"AK2211431",NA,NA,NA,1,693551,334776
"AK2214730",NA,NA,NA,2,303714.34,0
"AK2220135",NA,NA,NA,1,743713.88,561488
"AK2221834",NA,NA,NA,1,377775,188888
"AK2222848",NA,NA,NA,1,50000,45000
"AK2224646",NA,NA,NA,2,673330,645160
"AK2225032",NA,NA,NA,1,1050000,945000
"AK2226020",NA,NA,NA,1,1216136.62,912102.47
"AK2227204",NA,NA,NA,1,187750,93750
"AK2240448",NA,NA,NA,1,1822861,1640575
"AK2240456",NA,NA,NA,3,883336.57,546343.63
"AK2240757",NA,NA,NA,1,426557,383901
"AK2241020",NA,NA,NA,1,1929297,1929297
"AK2241054",NA,NA,NA,1,1064466,1064466
"AK2250011",NA,NA,NA,1,2426619.82,0
"AK2260197",NA,NA,NA,2,850000,225000
"AK2260309",NA,NA,NA,1,4976857.31,1382600
"AK2293205",NA,NA,NA,1,4081500,1967375
"AK2310675",NA,NA,NA,2,696890,696890
"AK2310730",NA,NA,NA,1,1189883,1070895
"AK2310900",NA,NA,NA,1,3075175,0
"AK2340010",NA,NA,NA,3,4880288,925531
"AL0000001",0,2023,2023,1,650000,305000
"AL0000023",0,2023,2023,1,1420000,0
"AL0000029",0,2023,2023,1,5215000,0
"AL0000061",0,2023,2023,1,1914000,421460
"AL0000065",0,2023,2023,1,565000,270000
"AL0000073",0,2023,2023,1,465000,0
"AL0000082",0,2023,2023,1,500000,100000
"AL0000087",0,2023,2023,1,149000,69000
"AL0000092",0,2023,2023,1,1405000,350000
"AL0000093",0,2023,2023,1,2474000,64000
"AL0000097",1,2023,2023,1,1495000,200000
"AL0000100",0,2023,2023,2,1430000,800000
"AL0000117",0,2023,2023,5,2403400,913400
"AL0000122",0,2023,2023,2,925000,0
"AL0000133",0,2023,2023,1,7445000,0
"AL0000164",0,2023,2023,2,2110000,0
"AL0000168",2,2023,2023,0,0,0
"AL0000180",1,2023,2023,0,0,0
"AL0000188",0,2023,2023,2,3065000,500000
"AL0000189",0,2023,2023,1,510000,95000
"AL0000219",0,2023,2023,1,515000,0
"AL0000229",0,2023,2023,1,880000,0
"AL0000237",0,2023,2023,1,1970000,500000
"AL0000243",1,2023,2023,0,0,0
"AL0000255",1,2023,2023,0,0,0
"AL0000256",0,2023,2023,1,1530000,0
"AL0000262",1,2023,2023,0,0,0
"AL0000298",0,2023,2023,1,160000,160000
"AL0000299",0,2023,2023,1,662000,300000
"AL0000302",0,2023,2023,1,460000,0
"AL0000311",0,2023,2023,1,1395000,0
"AL0000314",0,2023,2023,1,1025000,500000
"AL0000327",0,2023,2023,2,944200,424200
"AL0000341",1,2023,2023,0,0,0
"AL0000351",0,2023,2023,1,300000,300000
"AL0000364",0,2023,2023,2,260000,260000
"AL0000378",0,2023,2023,1,204600,99600
"AL0000379",0,2023,2023,1,130000,130000
"AL0000385",0,2023,2023,1,248400,123400
"AL0000394",0,2023,2023,1,3253184,3253184
"AL0000413",0,2023,2023,1,3215000,0
"AL0000414",0,2023,2023,1,473947,183947
"AL0000415",0,2023,2023,2,4500000,0
"AL0000420",0,2023,2023,1,800000,800000
"AL0000436",0,2023,2023,1,315000,315000
"AL0000438",0,2023,2023,1,290000,290000
"AL0000490",1,2023,2023,2,4092420.75,1781000
"AL0000500",0,2023,2023,1,964000,474000
"AL0000506",0,2023,2023,1,801000,391000
"AL0000509",0,2023,2023,2,1579000,509000
"AL0000553",0,2023,2023,1,1475000,0
"AL0000561",0,2023,2023,1,465000,95000
"AL0000594",0,2023,2023,1,245000,0
"AL0000604",0,2023,2023,2,814000,154000
"AL0000607",0,2023,2023,2,1062000,512000
"AL0000610",0,2023,2023,2,2137000,642000
"AL0000612",0,2023,2023,1,100000,100000
"AL0000629",0,2023,2023,2,685000,0
"AL0000643",1,2023,2023,0,0,0
"AL0000657",0,2023,2023,1,585000,585000
"AL0000663",0,2023,2023,1,980000,980000
"AL0000677",0,2023,2023,1,800000,365000
"AL0000681",1,2023,2023,1,3131049,1021049
"AL0000708",0,2023,2023,2,890500,425500
"AL0000726",0,2023,2023,1,465000,225000
"AL0000729",0,2023,2023,1,830000,0
"AL0000738",1,2023,2023,5,11512916,1707916
"AL0000748",0,2023,2023,1,1235000,360000
"AL0000755",0,2023,2023,1,705000,335000
"AL0000763",0,2023,2023,2,17540000,0
"AL0000783",1,2023,2023,1,5825000,0
"AL0000788",0,2023,2023,1,720000,350000
"AL0000789",0,2023,2023,2,752000,362000
"AL0000794",0,2023,2023,1,555000,0
"AL0000798",0,2023,2023,1,595000,235000
"AL0000801",0,2023,2023,1,730000,330000
"AL0000805",0,2023,2023,1,2605000,0
"AL0000814",1,2023,2023,0,0,0
"AL0000824",0,2023,2023,1,3900000,0
"AL0000847",1,2023,2023,2,1635000,920000
"AL0000852",1,2023,2023,0,0,0
"AL0000853",0,2023,2023,2,612500,292500
"AL0000858",0,2023,2023,1,850000,410000
"AL0000862",0,2023,2023,1,310000,145000
"AL0000867",0,2023,2023,1,280000,130000
"AL0000870",0,2023,2023,1,1630000,0
"AL0000882",1,2023,2023,1,180000,0
"AL0000885",0,2023,2023,1,16110000,0
"AL0000897",0,2023,2023,1,3735000,0
"AL0000908",0,2023,2023,1,3160000,200000
"AL0000933",0,2023,2023,1,2180000,0
"AL0000940",0,2023,2023,2,2588000,358000
"AL0000967",0,2023,2023,1,4410000,0
"AL0000971",0,2023,2023,1,6983655,4248655
"AL0000983",0,2023,2023,1,520000,0
"AL0001005",3,2023,2023,2,27520000,0
"AL0001044",0,2023,2023,1,188000,88000
"AL0001047",1,2023,2023,0,0,0
"AL0001084",0,2023,2023,2,7367402,3662402
"AL0001092",1,2023,2023,2,34010000,500000
"AL0001107",1,2023,2023,0,0,0
"AL0001110",0,2023,2023,1,994900,54900
"AL0001114",0,2023,2023,1,200000,200000
"AL0001120",0,2023,2023,1,581400,91400
"AL0001124",0,2023,2023,2,7334000,140000
"AL0001139",0,2023,2023,1,210000,95000
"AL0001148",0,2023,2023,1,10565000,0
"AL0001156",0,2023,2023,1,630000,0
"AL0001164",0,2023,2023,2,578000,378000
"AL0001171",0,2023,2023,1,350000,350000
"AL0001176",0,2023,2023,1,710000,200000
"AL0001209",0,2023,2023,1,1230000,0
"AL0001219",1,2023,2023,0,0,0
"AL0001223",0,2023,2023,1,1045000,500000
"AL0001279",0,2023,2023,2,345000,130000
"AL0001283",0,2023,2023,2,695000,0
"AL0001288",0,2023,2023,1,1035000,0
"AL0001289",0,2023,2023,2,1235000,335000
"AL0001290",0,2023,2023,1,2485000,500000
"AL0001299",0,2023,2023,2,1706200,196200
"AL0001301",0,2023,2023,1,1095000,0
"AL0001313",1,2023,2023,1,5485000,0
"AL0001342",0,2023,2023,1,1020000,500000
"AL0001371",1,2023,2023,0,0,0
"AL0001393",0,2023,2023,1,480000,230000
"AL0001411",0,2023,2023,1,1320000,500000
"AL0001423",0,2023,2023,1,460000,0
"AL0001437",0,2023,2023,1,1185000,0
"AL0001508",0,2023,2023,1,800000,0
"AL0001510",0,2023,2023,1,520000,250000
"AL0001512",1,2023,2023,1,545000,265000
"AL0001672",0,2023,2023,1,355000,165000
"AL0001770",0,2023,2023,1,505000,245000
"AR0000001",NA,NA,NA,3,5650000,0
"AR0000017",NA,NA,NA,1,1600000,0
"AR0000056",NA,NA,NA,1,31000000,0
"AR0000064",NA,NA,NA,1,850000,0
"AR0000072",NA,NA,NA,2,2050000,925000
"AR0000082",NA,NA,NA,1,1735648,0
"AR0000083",NA,NA,NA,2,3700000,3450000
"AR0000085",NA,NA,NA,1,4700000,0
"AR0000106",NA,NA,NA,1,350000,0
"AR0000110",NA,NA,NA,1,1331000,1331000
"AR0000111",NA,NA,NA,1,344700,0
"AR0000112",NA,NA,NA,2,3200000,2600000
"AR0000116",NA,NA,NA,2,700000,550000
"AR0000153",NA,NA,NA,1,550000,0
"AR0000159",NA,NA,NA,2,1207411,603705
"AR0000167",NA,NA,NA,1,2750000,2750000
"AR0000191",NA,NA,NA,1,1377000,0
"AR0000195",NA,NA,NA,1,1700000,0
"AR0000196",NA,NA,NA,2,3030000,0
"AR0000200",NA,NA,NA,1,3780000,3305000
"AR0000209",NA,NA,NA,1,5500000,0
"AR0000236",NA,NA,NA,1,5100000,0
"AR0000244",NA,NA,NA,2,1511000,0
"AR0000276",NA,NA,NA,1,368000,0
"AR0000284",NA,NA,NA,1,775000,0
"AR0000294",NA,NA,NA,1,1700000,1700000
"AR0000296",NA,NA,NA,1,2581633,2581633
"AR0000297",NA,NA,NA,1,3000000,0
"AR0000316",NA,NA,NA,1,1600000,1600000
"AR0000321",NA,NA,NA,4,1605000,1360000
"AR0000330",NA,NA,NA,1,5000000,0
"AR0000339",NA,NA,NA,1,393000,0
"AR0000391",NA,NA,NA,1,2310000,2310000
"AR0000392",NA,NA,NA,1,500000,0
"AR0000394",NA,NA,NA,2,3000000,300000
"AR0000401",NA,NA,NA,1,1100000,0
"AR0000402",NA,NA,NA,1,603600,0
"AR0000403",NA,NA,NA,2,2250000,2250000
"AR0000405",NA,NA,NA,1,3000000,3000000
"AR0000410",NA,NA,NA,1,2050000,0
"AR0000416",NA,NA,NA,1,4200000,0
"AR0000422",NA,NA,NA,1,900000,450000
"AR0000426",NA,NA,NA,1,26599,0
"AR0000458",NA,NA,NA,1,660000,400000
"AR0000465",NA,NA,NA,5,65450000,0
"AR0000466",NA,NA,NA,1,17090719.94,0
"AR0000474",NA,NA,NA,1,1100000,0
"AR0000486",NA,NA,NA,1,6500000,0
"AR0000492",NA,NA,NA,1,360060.26,0
"AR0000493",NA,NA,NA,1,1500000,0
"AR0000501",NA,NA,NA,2,2095675,2095675
"AR0000510",NA,NA,NA,1,3440000,3203500
"AR0000517",NA,NA,NA,2,2331800,1240000
"AR0000536",NA,NA,NA,1,351333,0
"AR0000553",NA,NA,NA,2,2100000,1575000
"AR0000556",NA,NA,NA,2,1650000,1400000
"AR0000560",NA,NA,NA,1,1498736,0
"AR0000564",NA,NA,NA,2,4500000,0
"AR0000574",NA,NA,NA,1,1500000,0
"AR0000583",NA,NA,NA,1,600000,0
"AR0000590",NA,NA,NA,1,14250000,0
"AR0000596",NA,NA,NA,1,1900000,1900000
"AR0000603",NA,NA,NA,1,500000,0
"AR0000636",NA,NA,NA,1,354100,0
"AR0000642",NA,NA,NA,2,1180000,900000
"AR0000658",NA,NA,NA,4,6692173,2778827
"AR0000671",NA,NA,NA,1,6000000,2000000
"AR0000674",NA,NA,NA,2,2825000,991500
"AR0000753",NA,NA,NA,2,1100000,1100000
"AR0000772",NA,NA,NA,1,575000,0
"AR0000782",NA,NA,NA,1,800000,0
"AR0000803",NA,NA,NA,1,1300000,0
"AR0000913",NA,NA,NA,2,650996,0
"AR0000978",NA,NA,NA,1,360000,360000
"CA0110005",NA,NA,NA,2,30991533,0
"CA0300037",NA,NA,NA,2,9853241.4,9853241.4
"CA0310005",NA,NA,NA,1,168545,168545
"CA0310012",NA,NA,NA,1,2761773,2761773
"CA0310021",NA,NA,NA,1,1824092,1824092
"CA0400004",NA,NA,NA,1,135000,58000
"CA0410007",NA,NA,NA,1,800000,800000
"CA0600008",NA,NA,NA,2,910000,910000
"CA0610002",NA,NA,NA,1,453500,453500
"CA0610004",NA,NA,NA,2,877900,877900
"CA0710001",NA,NA,NA,1,1000000,0
"CA0910002",NA,NA,NA,3,8228713.87,0
"CA0910013",NA,NA,NA,1,10000000,0
"CA1000053",NA,NA,NA,2,3850098.32,3850098.32
"CA1000054",NA,NA,NA,2,287182.78,287182.78
"CA1000063",NA,NA,NA,1,429733.89,429733.89
"CA1000345",NA,NA,NA,1,365750.46,36750.46
"CA1010007",NA,NA,NA,8,432648751.81,6458650.81
"CA1010021",NA,NA,NA,1,349649,0
"CA1010023",NA,NA,NA,1,2466000,2466000
"CA1010028",NA,NA,NA,2,1968183.81,1968183.81
"CA1010034",NA,NA,NA,1,476717.18,476717.18
"CA1010042",NA,NA,NA,1,419766,0
"CA1010044",NA,NA,NA,2,8107499.17,5407499.17
"CA1110001",NA,NA,NA,1,1160268,0
"CA1210008",NA,NA,NA,2,4779458.96,3399987.96
"CA1210011",NA,NA,NA,1,3083741.26,1553741.26
"CA1210012",NA,NA,NA,1,665876,665876
"CA1210018",NA,NA,NA,1,154480,154480
"CA1210022",NA,NA,NA,1,5000000,5000000
"CA1210024",NA,NA,NA,1,61518,61518
"CA1310005",NA,NA,NA,1,4148283,4148283
"CA1310007",NA,NA,NA,1,9848958.71,5000000
"CA1310008",NA,NA,NA,1,499144.52,499144.52
"CA1500525",NA,NA,NA,1,2160000,2160000
"CA1510001",NA,NA,NA,2,15092977,5000000
"CA1510002",NA,NA,NA,1,441125.44,441125.44
"CA1510005",NA,NA,NA,1,21324477,818275.81
"CA1510007",NA,NA,NA,1,1014892,1014892
"CA1510018",NA,NA,NA,1,500000,500000
"CA1510024",NA,NA,NA,1,460430.02,0
"CA1510046",NA,NA,NA,1,631939.77,631939.77
"CA1510051",NA,NA,NA,1,500000,500000
"CA1600507",NA,NA,NA,1,435300,435300
"CA1610001",NA,NA,NA,2,8788647.93,5000000
"CA1610002",NA,NA,NA,1,5000000,5000000
"CA1610009",NA,NA,NA,2,499999.11,499999.11
"CA1700546",NA,NA,NA,1,127199.39,0
"CA1700568",NA,NA,NA,1,2084093.64,2084093.64
"CA1710008",NA,NA,NA,1,17358.75,17358.75
"CA1710011",NA,NA,NA,1,990000,792000
"CA1710012",NA,NA,NA,1,2550000,2550000
"CA1710013",NA,NA,NA,2,2371070.52,2371070.52
"CA1710018",NA,NA,NA,1,2219503.37,2219503.37
"CA1710022",NA,NA,NA,1,490726.11,400000
"CA1900100",NA,NA,NA,1,825,825
"CA1900158",NA,NA,NA,1,482200,482200
"CA1910049",NA,NA,NA,1,236500,0
"CA1910067",NA,NA,NA,23,911543920.25,12178895.53
"CA1910154",NA,NA,NA,1,12205642,0
"CA1910163",NA,NA,NA,1,1949003,0
"CA1910204",NA,NA,NA,2,8868758.75,0
"CA2010001",NA,NA,NA,1,3205991,0
"CA2010003",NA,NA,NA,1,4611800,0
"CA2010008",NA,NA,NA,1,355000,0
"CA2110001",NA,NA,NA,1,800000,0
"CA2110005",NA,NA,NA,1,485000,0
"CA2210001",NA,NA,NA,1,2999110.04,2999110.04
"CA2310004",NA,NA,NA,1,6042351.05,2871416.05
"CA2310007",NA,NA,NA,2,907893,0
"CA2400167",NA,NA,NA,1,455000,455000
"CA2410004",NA,NA,NA,2,5548836,0
"CA2410018",NA,NA,NA,1,4087069,4087069
"CA2600622",NA,NA,NA,1,184616.51,184616.51
"CA2610003",NA,NA,NA,1,252099.75,252099.75
"CA2700771",NA,NA,NA,1,497592.97,497592.97
"CA2701257",NA,NA,NA,1,413904.86,310428.65
"CA2701676",NA,NA,NA,1,235234.85,235234.85
"CA2701904",NA,NA,NA,2,3429067.84,3429067.84
"CA2702405",NA,NA,NA,1,111427.23,83570.43
"CA2800543",NA,NA,NA,1,728942.25,546706.71
"CA2900502",NA,NA,NA,1,74554.44,74554.44
"CA2910004",NA,NA,NA,1,9768857.96,0
"CA2910016",NA,NA,NA,2,2818116.8,2240135.8
"CA3110005",NA,NA,NA,2,9569423,1768423
"CA3110010",NA,NA,NA,1,1300000,1300000
"CA3110011",NA,NA,NA,1,500000,500000
"CA3110041",NA,NA,NA,1,874056.83,0
"CA3210011",NA,NA,NA,1,350000,0
"CA3301180",NA,NA,NA,1,258380,258380
"CA3310012",NA,NA,NA,1,4393270,4393270
"CA3310044",NA,NA,NA,1,5667200,0
"CA3310047",NA,NA,NA,1,42000,42000
"CA3410015",NA,NA,NA,1,8638313.72,4319156.86
"CA3410018",NA,NA,NA,1,7179072.79,0
"CA3410020",NA,NA,NA,1,173141875,0
"CA3600025",NA,NA,NA,1,6000,6000
"CA3600070",NA,NA,NA,1,600,600
"CA3600297",NA,NA,NA,1,500000,500000
"CA3610025",NA,NA,NA,1,1516000,0
"CA3610037",NA,NA,NA,1,10213747.63,0
"CA3610048",NA,NA,NA,1,1193050,775483
"CA3610050",NA,NA,NA,1,16500000,0
"CA3610064",NA,NA,NA,3,13052933.8,5950969.8
"CA3610073",NA,NA,NA,1,760900,760900
"CA3610117",NA,NA,NA,1,493200,0
"CA3610129",NA,NA,NA,1,2215930,2215930
"CA3700074",NA,NA,NA,1,32267,32267
"CA3700923",NA,NA,NA,1,756500,756500
"CA3700936",NA,NA,NA,1,243591.24,243591.24
"CA3710006",NA,NA,NA,1,5626469.1,2813234.57
"CA3710008",NA,NA,NA,2,69095658.22,0
"CA3710016",NA,NA,NA,2,17978129.02,0
"CA3710020",NA,NA,NA,7,104823213.41,0
"CA3710026",NA,NA,NA,1,3715572,0
"CA3710029",NA,NA,NA,1,17069308.9,0
"CA3900505",NA,NA,NA,1,2519197.94,2519197.94
"CA3910003",NA,NA,NA,1,450000,0
"CA3910006",NA,NA,NA,1,11453487.93,0
"CA3910015",NA,NA,NA,1,9528981.82,0
"CA4010012",NA,NA,NA,1,984090.05,0
"CA4110010",NA,NA,NA,2,4330552.51,0
"CA4110012",NA,NA,NA,1,25925.96,0
"CA4210010",NA,NA,NA,2,97553308.21,0
"CA4301004",NA,NA,NA,1,133975,0
"CA4400502",NA,NA,NA,1,522504.47,0
"CA4410010",NA,NA,NA,1,103453000,0
"CA4410014",NA,NA,NA,1,1622226.42,0
"CA4500028",NA,NA,NA,1,1341926.31,1067380.31
"CA4500210",NA,NA,NA,1,2075000,2075000
"CA4510002",NA,NA,NA,1,500000,500000
"CA4510003",NA,NA,NA,1,500000,500000
"CA4510004",NA,NA,NA,2,6825697.24,3360564.66
"CA4510013",NA,NA,NA,1,5000000,5000000
"CA4700531",NA,NA,NA,1,1756449.28,1756449.28
"CA4710001",NA,NA,NA,2,2399605.09,2399605.09
"CA4710007",NA,NA,NA,2,4351571.9,3426239.9
"CA4710011",NA,NA,NA,1,208200,208200
"CA4710012",NA,NA,NA,1,1593000,1593000
"CA4710013",NA,NA,NA,1,50000,50000
"CA4910009",NA,NA,NA,1,312903.71,234677.79
"CA4910011",NA,NA,NA,1,250026.71,0
"CA4910017",NA,NA,NA,1,1208501.09,604250.54
"CA5000389",NA,NA,NA,2,1596466.01,1596466.01
"CA5010008",NA,NA,NA,1,1153679,3327753
"CA5010009",NA,NA,NA,2,18942430,15000000
"CA5010013",NA,NA,NA,1,9452000,0
"CA5110002",NA,NA,NA,2,7656849.82,1728976.2
"CA5110007",NA,NA,NA,1,1060000,1060000
"CA5200534",NA,NA,NA,1,500000,500000
"CA5200562",NA,NA,NA,1,48000,48000
"CA5301002",NA,NA,NA,2,2179288.74,2179288.74
"CA5301102",NA,NA,NA,1,330000,330000
"CA5304501",NA,NA,NA,1,431300,431300
"CA5310002",NA,NA,NA,1,47050,47050
"CA5310003",NA,NA,NA,1,1716853.69,1297853.69
"CA5400506",NA,NA,NA,1,300000,0
"CA5400542",NA,NA,NA,1,70937.56,70937.56
"CA5400544",NA,NA,NA,1,390000,390000
"CA5400550",NA,NA,NA,1,215108.02,215108.02
"CA5400567",NA,NA,NA,1,106364.76,106364.76
"CA5400665",NA,NA,NA,1,5189176,0
"CA5400824",NA,NA,NA,1,4908221,4908221
"CA5400903",NA,NA,NA,1,53336.69,53336.69
"CA5410001",NA,NA,NA,2,2489900.83,2489900.83
"CA5410010",NA,NA,NA,1,13300000,13300000
"CA5410011",NA,NA,NA,1,3000000,3000000
"CA5410014",NA,NA,NA,1,18817.11,18817.11
"CA5410017",NA,NA,NA,1,2974655,2974655
"CA5410022",NA,NA,NA,1,139000,0
"CA5410050",NA,NA,NA,1,3886000,3886000
"CA5510009",NA,NA,NA,1,799768.76,799768.76
"CA5710006",NA,NA,NA,1,26242805.4,0
"CA5710012",NA,NA,NA,1,103294819.04,0
"CA5800803",NA,NA,NA,1,139102,0
"CO0101020",NA,NA,NA,1,2500000,0
"CO0102200",NA,NA,NA,1,243952.8,243952.8
"CO0103030",NA,NA,NA,3,1711200,240000
"CO0105700",NA,NA,NA,1,1291500,1291500
"CO0107471",NA,NA,NA,1,29900336,0
"CO0108300",NA,NA,NA,2,1494702.53,80446.46
"CO0108313",NA,NA,NA,1,550000,0
"CO0108650",NA,NA,NA,2,1670000,1670000
"CO0108700",NA,NA,NA,3,1959626.66,964000
"CO0110010",NA,NA,NA,1,847920,847920
"CO0110015",NA,NA,NA,1,734164.88,0
"CO0110040",NA,NA,NA,2,3300000,1500000
"CO0111100",NA,NA,NA,1,3210841,2372730
"CO0111600",NA,NA,NA,1,722441.78,722441.78
"CO0111700",NA,NA,NA,1,492900,0
"CO0112100",NA,NA,NA,1,485493.44,164500
"CO0112700",NA,NA,NA,1,270293,270293
"CO0113300",NA,NA,NA,1,100000,0
"CO0113700",NA,NA,NA,2,891500,748864
"CO0115171",NA,NA,NA,2,902268,393478.84
"CO0115352",NA,NA,NA,3,1630309.19,1200888.03
"CO0115588",NA,NA,NA,3,3981170,2181170
"CO0115601",NA,NA,NA,3,4130294.15,1133800
"CO0117700",NA,NA,NA,1,1522210.27,1522210.27
"CO0118002",NA,NA,NA,1,1034840,0
"CO0118005",NA,NA,NA,1,1471485.04,0
"CO0118025",NA,NA,NA,1,14250066,0
"CO0118030",NA,NA,NA,1,2847920,847920
"CO0118055",NA,NA,NA,1,5199125,0
"CO0119233",NA,NA,NA,1,16841882,0
"CO0120005",NA,NA,NA,1,497000,497000
"CO0120025",NA,NA,NA,1,157200,157200
"CO0120246",NA,NA,NA,1,2474673,0
"CO0121150",NA,NA,NA,1,8600000,0
"CO0121450",NA,NA,NA,1,827200,0
"CO0121575",NA,NA,NA,1,1100000,0
"CO0121800",NA,NA,NA,2,3284195.08,284195.08
"CO0122050",NA,NA,NA,2,135000,135000
"CO0122250",NA,NA,NA,1,282412.95,0
"CO0122500",NA,NA,NA,1,2000000,0
"CO0122700",NA,NA,NA,2,304100,64300
"CO0122950",NA,NA,NA,1,826000,0
"CO0123676",NA,NA,NA,2,23858366.57,0
"CO0124171",NA,NA,NA,1,55570.48,55570.48
"CO0125155",NA,NA,NA,1,690000,0
"CO0125321",NA,NA,NA,1,741524,741524
"CO0125322",NA,NA,NA,1,1532452.23,0
"CO0125352",NA,NA,NA,2,570000,370000
"CO0126188",NA,NA,NA,2,2425600,0
"CO0126189",NA,NA,NA,2,1500000,0
"CO0126190",NA,NA,NA,1,22474748,0
"CO0127467",NA,NA,NA,3,1018390.22,517920.5
"CO0128100",NA,NA,NA,2,1783000,0
"CO0130010",NA,NA,NA,1,747852,0
"CO0130033",NA,NA,NA,1,490148,0
"CO0130035",NA,NA,NA,2,12290312,0
"CO0130100",NA,NA,NA,1,1000000,0
"CO0130237",NA,NA,NA,1,1000323,0
"CO0131400",NA,NA,NA,2,561500,561500
"CO0131800",NA,NA,NA,2,332300,156900
"CO0132005",NA,NA,NA,3,2750000,1446800
"CO0132010",NA,NA,NA,2,843000,760000
"CO0132020",NA,NA,NA,1,919000,0
"CO0133700",NA,NA,NA,2,1713908.74,107463.99
"CO0134030",NA,NA,NA,1,3000000,0
"CO0134150",NA,NA,NA,1,272500,0
"CO0134191",NA,NA,NA,2,3198032.89,0
"CO0134210",NA,NA,NA,1,1400000,0
"CO0135721",NA,NA,NA,3,2800599,0
"CO0135838",NA,NA,NA,1,24020780,0
"CO0136400",NA,NA,NA,1,241500,241500
"CO0137010",NA,NA,NA,1,162806,162806
"CO0138025",NA,NA,NA,2,1311313.82,1000000
"CO0138045",NA,NA,NA,1,28558845.11,0
"CO0139180",NA,NA,NA,1,13948507.4,0
"CO0139321",NA,NA,NA,2,5260117.42,0
"CO0139505",NA,NA,NA,1,200000,84347.95
"CO0141188",NA,NA,NA,3,4099427,899427
"CO0142200",NA,NA,NA,1,447118.85,0
"CO0142700",NA,NA,NA,1,233177,233177
"CO0145450",NA,NA,NA,1,682000,682000
"CO0145600",NA,NA,NA,1,2000000,2000000
"CO0145720",NA,NA,NA,1,547137.69,287303
"CO0146676",NA,NA,NA,1,450000,0
"CO0147001",NA,NA,NA,1,435563.99,0
"CO0149300",NA,NA,NA,1,576575,0
"CO0150600",NA,NA,NA,1,103392,103392
"CO0150700",NA,NA,NA,4,7831245.68,1529300
"CO0150900",NA,NA,NA,1,207000,207000
"CO0151450",NA,NA,NA,1,241154,0
"CO0151700",NA,NA,NA,1,107476,107476
"CO0151750",NA,NA,NA,2,371307.81,90008.74
"CO0152666",NA,NA,NA,1,1500000,0
"CO0153600",NA,NA,NA,1,348206.93,0
"CO0154333",NA,NA,NA,1,701606,0
"CO0154524",NA,NA,NA,1,686963.31,486750
"CO0154566",NA,NA,NA,1,1000000,997611.2
"CO0154743",NA,NA,NA,1,350000,0
"CO0154900",NA,NA,NA,1,1370241,847920
"CO0155500",NA,NA,NA,3,2272090,24810
"CO0156600",NA,NA,NA,2,359649,108567.4
"CO0157600",NA,NA,NA,1,500000,0
"CO0157700",NA,NA,NA,1,100000,100000
"CO0159020",NA,NA,NA,1,56990796,0
"CO0159025",NA,NA,NA,1,3000000,0
"CO0159035",NA,NA,NA,1,1800000,0
"CO0160075",NA,NA,NA,2,1800000,700000
"CO0160175",NA,NA,NA,1,847920,847920
"CO0160200",NA,NA,NA,1,1533519.78,0
"CO0160295",NA,NA,NA,1,139580,0
"CO0162260",NA,NA,NA,1,1495883.91,0
"CO0162322",NA,NA,NA,1,518000,518000
"CO0162559",NA,NA,NA,1,2424000,2000000
"CO0163010",NA,NA,NA,2,3300000,300000
"CO0253718",NA,NA,NA,1,3000000,400000
"CT0030011",NA,NA,NA,1,31342,13991.18
"CT0090011",NA,NA,NA,7,8971862.24,1652293.62
"CT0110031",NA,NA,NA,1,10685.11,4793.06
"CT0110051",NA,NA,NA,1,9831.43,4409.57
"CT0170011",NA,NA,NA,3,1342251.44,0
"CT0280031",NA,NA,NA,1,32582.47,14662.11
"CT0280051",NA,NA,NA,1,22847.44,10281.35
"CT0311021",NA,NA,NA,1,7740.88,3483.4
"CT0320041",NA,NA,NA,1,19090,8590.5
"CT0320071",NA,NA,NA,1,19091,8590.95
"CT0330011",NA,NA,NA,1,176298.81,25000
"CT0340151",NA,NA,NA,1,18000,8100
"CT0428031",NA,NA,NA,1,22530,10138.5
"CT0450011",NA,NA,NA,6,17459727.84,2581149.91
"CT0490021",NA,NA,NA,1,67686.21,30360.38
"CT0580011",NA,NA,NA,1,64496,29023.2
"CT0580021",NA,NA,NA,1,14463.86,6508.74
"CT0580031",NA,NA,NA,1,8132,3659.4
"CT0590011",NA,NA,NA,1,39000000,0
"CT0600041",NA,NA,NA,1,43209.92,19444.46
"CT0640011",NA,NA,NA,28,76050964.11,9663478.32
"CT0660341",NA,NA,NA,1,41525.91,18663.75
"CT0670011",NA,NA,NA,1,14463.86,6508.74
"CT0672021",NA,NA,NA,1,18735,8430.75
"CT0680082",NA,NA,NA,1,6085,2738.25
"CT0688011",NA,NA,NA,1,27856.3,12518.4
"CT0690061",NA,NA,NA,1,10999.65,4934.01
"CT0690141",NA,NA,NA,1,16151.34,7268.11
"CT0711071",NA,NA,NA,1,18964,8533.8
"CT0720041",NA,NA,NA,2,293035.55,83105.43
"CT0720101",NA,NA,NA,1,11649.89,5242.45
"CT0727031",NA,NA,NA,1,28675,12903.75
