"pwsid","total_pop_pct_change_2011_2021","laborforce_unemployed_pct_change_2011_2021","mhi_pct_change_2011_2021","hh_inc_lowest_quintile_pct_change_2011_2021","hh_total_pct_change_2011_2021","hh_below_pov_pct_change_2011_2021","poc_alone_per_pct_change_2011_2021","pop_in_pov_per_pct_change_2011_2021","income_change_flag","population_change_flag","total_pop_pct_change_2011_2021_cap","mhi_pct_change_2011_2021_cap"
"VT0005086",1.29,-57.14,21.69,22.46,12.26,-16.67,75,-40,"Increase in income the last 10 years","Increase in people the last 10 years",1.29,21.69
"VT0005087",7.15,16.53,8.09,-20.64,11.28,18.6,133.33,20,"Increase in income the last 10 years","Increase in people the last 10 years",7.15,8.09
"VT0005089",12.77,50,NA,NA,13.16,50,133.33,-20,NA,"Increase in people the last 10 years",12.77,NA
"VT0005090",12.16,-25,13.24,8.17,13.94,-35.71,71.43,-44.44,"Increase in income the last 10 years","Increase in people the last 10 years",12.16,13.24
"VT0005091",15.11,28.57,5.94,-6.37,13.3,51.42,87.5,100,"Increase in income the last 10 years","Increase in people the last 10 years",15.11,5.94
"VT0005092",-2.74,-66.67,26.22,-9.5,9.38,-50,25,-57.14,"Increase in income the last 10 years","Decrease in people the last 10 years",-2.74,26.22
"VT0005093",5.71,0,20.29,36.52,6.67,0,0,80,"Increase in income the last 10 years","Increase in people the last 10 years",5.71,20.29
"VT0005094",5.13,0,20.29,36.52,6.06,0,0,80,"Increase in income the last 10 years","Increase in people the last 10 years",5.13,20.29
"VT0005095",5.33,-20,20.29,36.52,6.8,-14.29,0,80,"Increase in income the last 10 years","Increase in people the last 10 years",5.33,20.29
"VT0005096",4.86,-73.68,-9.84,-4.91,10.49,-18.18,66.67,25,"Decrease in income the last 10 years","Increase in people the last 10 years",4.86,-9.84
"VT0005098",25.74,-23.77,3.4,-3.27,31.27,101.79,83.33,100,"Increase in income the last 10 years","Increase in people the last 10 years",25.74,3.4
"VT0005100",-13.27,-100,43.82,54.75,-18.82,-25,-16.67,-75,"Increase in income the last 10 years","Decrease in people the last 10 years",-13.27,43.82
"VT0005102",10.75,-50,18.88,-10.38,9.55,14.21,35.71,-16,"Increase in income the last 10 years","Increase in people the last 10 years",10.75,18.88
"VT0005104",-14.63,-66.67,10.42,2.1,-5.56,-33.33,100,-42.11,"Increase in income the last 10 years","Decrease in people the last 10 years",-14.63,10.42
"VT0005105",-42.69,-72.22,30.75,29.42,-35.43,-52.38,0,-31.58,"Increase in income the last 10 years","Decrease in people the last 10 years",-42.69,30.75
"VT0005106",-14.2,-70,7.98,8.95,-5.56,-30.77,100,-42.11,"Increase in income the last 10 years","Decrease in people the last 10 years",-14.2,7.98
"VT0005107",-14.44,-83.33,7.98,8.95,-5,-28.57,100,-42.11,"Increase in income the last 10 years","Decrease in people the last 10 years",-14.44,7.98
"VT0005110",-6.58,-33.33,3.45,-5.28,-6.25,0,75,21.43,"Increase in income the last 10 years","Decrease in people the last 10 years",-6.58,3.45
"VT0005111",-6.12,-25,3.45,-5.28,-7.14,0,75,21.43,"Increase in income the last 10 years","Decrease in people the last 10 years",-6.12,3.45
"VT0005112",-7.11,-25,3.45,-5.28,-6.02,-8.33,75,21.43,"Increase in income the last 10 years","Decrease in people the last 10 years",-7.11,3.45
"VT0005113",-6.56,-37.5,3.45,-5.28,-5.19,-9.09,75,21.43,"Increase in income the last 10 years","Decrease in people the last 10 years",-6.56,3.45
"VT0005114",4,-61.54,27.56,27.01,3.6,-9.09,50,-22.22,"Increase in income the last 10 years","Increase in people the last 10 years",4,27.56
"VT0005115",-3.75,-75,5.69,-15.71,-11.29,37.5,175,7.14,"Increase in income the last 10 years","Decrease in people the last 10 years",-3.75,5.69
"VT0005116",-3.79,-70,5.69,-15.71,-11.69,42.11,175,7.14,"Increase in income the last 10 years","Decrease in people the last 10 years",-3.79,5.69
"VT0005117",9.35,20,2.92,5.06,16.05,133.33,100,0,"Increase in income the last 10 years","Increase in people the last 10 years",9.35,2.92
"VT0005118",9.64,0,2.92,5.06,15.62,200,100,0,"Increase in income the last 10 years","Increase in people the last 10 years",9.64,2.92
"VT0005119",4.29,-57.14,27.56,27.01,3.33,-16.67,50,-22.22,"Increase in income the last 10 years","Increase in people the last 10 years",4.29,27.56
"VT0005120",-6.25,-81.82,17.26,23.1,-6.67,-12.5,0,-20,"Increase in income the last 10 years","Decrease in people the last 10 years",-6.25,17.26
"VT0005121",7.09,-7.69,6.4,-8.28,6.18,185.71,300,20,"Increase in income the last 10 years","Increase in people the last 10 years",7.09,6.4
"VT0005125",5.08,33.33,-3.77,0.48,4,0,-25,-12.5,"Decrease in income the last 10 years","Increase in people the last 10 years",5.08,-3.77
"VT0005126",5.56,33.96,-3.21,0.6,5.91,2.67,-25,-12.5,"Decrease in income the last 10 years","Increase in people the last 10 years",5.56,-3.21
"VT0005127",-6.51,-83.33,17.26,23.1,-6.47,-15.79,0,-20,"Increase in income the last 10 years","Decrease in people the last 10 years",-6.51,17.26
"VT0005130",2.22,-55.71,-2.21,1.26,-1.79,7.99,40,18.18,"Decrease in income the last 10 years","Increase in people the last 10 years",2.22,-2.21
"VT0005132",5.06,-36.27,5.42,25.51,-3.28,-43.29,-33.33,-8.33,"Increase in income the last 10 years","Increase in people the last 10 years",5.06,5.42
"VT0005133",4.62,-50,5.47,25.9,-3.7,-33.33,-33.33,-8.33,"Increase in income the last 10 years","Increase in people the last 10 years",4.62,5.47
"VT0005134",5.19,0,5.47,25.9,-6.25,-50,-33.33,-8.33,"Increase in income the last 10 years","Increase in people the last 10 years",5.19,5.47
"VT0005136",8.99,-55,4.71,13.98,2.56,0,40,-41.67,"Increase in income the last 10 years","Increase in people the last 10 years",8.99,4.71
"VT0005137",9.52,-50,4.71,13.98,0,0,40,-41.67,"Increase in income the last 10 years","Increase in people the last 10 years",9.52,4.71
"VT0005139",-2.56,-28.57,25.27,33.29,-17.67,-31.58,100,-14.29,"Increase in income the last 10 years","Decrease in people the last 10 years",-2.56,25.27
"VT0005149",6.19,-40,4.96,33.46,-8.64,-14.29,300,25,"Increase in income the last 10 years","Increase in people the last 10 years",6.19,4.96
"VT0005150",6.34,-33.33,4.96,33.46,-8.68,-9.52,300,25,"Increase in income the last 10 years","Increase in people the last 10 years",6.34,4.96
"VT0005151",6.3,-33.33,4.96,33.46,-8.49,-11.11,300,25,"Increase in income the last 10 years","Increase in people the last 10 years",6.3,4.96
"VT0005152",11.54,50,16.19,-1.26,12.5,-25,0,-27.27,"Increase in income the last 10 years","Increase in people the last 10 years",11.54,16.19
"VT0005153",2.89,-72.73,11.65,15.5,0.99,-12.5,0,0,"Increase in income the last 10 years","Increase in people the last 10 years",2.89,11.65
"VT0005154",2.66,-80.77,11.65,15.5,0.84,-11.11,0,0,"Increase in income the last 10 years","Increase in people the last 10 years",2.66,11.65
"VT0005155",4.17,0,36.91,41.88,-3.57,-16.67,-14.29,-15,"Increase in income the last 10 years","Increase in people the last 10 years",4.17,36.91
"VT0005156",4.17,1.85,36.91,41.88,-1.93,-16.87,-14.29,-15,"Increase in income the last 10 years","Increase in people the last 10 years",4.17,36.91
"VT0005158",4.55,0,-14.82,51.41,10.81,-38.46,200,0,"Decrease in income the last 10 years","Increase in people the last 10 years",4.55,-14.82
"VT0005160",5.06,0,-14.82,51.41,10.7,-40.65,200,0,"Decrease in income the last 10 years","Increase in people the last 10 years",5.06,-14.82
"VT0005162",5.3,0,-14.82,51.41,10.71,-40,200,0,"Decrease in income the last 10 years","Increase in people the last 10 years",5.3,-14.82
"VT0005163",19.99,14.81,0.52,-33.91,29.17,20.88,33.33,-38.46,"Increase in income the last 10 years","Increase in people the last 10 years",19.99,0.52
"VT0005165",22.22,0,0.52,-33.91,25,0,33.33,-38.46,"Increase in income the last 10 years","Increase in people the last 10 years",22.22,0.52
"VT0005168",19.7,0,0.52,-33.91,32.14,33.33,33.33,-38.46,"Increase in income the last 10 years","Increase in people the last 10 years",19.7,0.52
"VT0005169",-7.29,0,0.25,-3.94,-2.5,-40,0,-46.67,"Increase in income the last 10 years","Decrease in people the last 10 years",-7.29,0.25
"VT0005170",0.07,-1.92,25.05,11.4,0.97,-27.91,33.33,-13.33,"Increase in income the last 10 years","Increase in people the last 10 years",0.07,25.05
"VT0005171",-2.83,-33.33,10.61,8.63,2.22,25,400,50,"Increase in income the last 10 years","Decrease in people the last 10 years",-2.83,10.61
"VT0005174",-9.5,-91.67,-18.88,-8.03,0,-11.11,33.33,-38.46,"Decrease in income the last 10 years","Decrease in people the last 10 years",-9.5,-18.88
"VT0005175",-10.36,-76.92,1.27,-9.27,-13.14,-30.77,300,-10,"Increase in income the last 10 years","Decrease in people the last 10 years",-10.36,1.27
"VT0005176",-10.38,-71.43,1.27,-9.28,-12.35,-37.5,250,-10,"Increase in income the last 10 years","Decrease in people the last 10 years",-10.38,1.27
"VT0005177",-0.68,-68.75,22.54,12.56,18.81,-35.71,50,-45.45,"Increase in income the last 10 years","Decrease in people the last 10 years",-0.68,22.54
"VT0005179",-0.65,-70.79,22.54,12.56,18.85,-34.18,50,-45.45,"Increase in income the last 10 years","Decrease in people the last 10 years",-0.65,22.54
"VT0005180",-1.61,-66.67,NA,NA,19.05,-33.33,50,-45.45,NA,"Decrease in people the last 10 years",-1.61,NA
"VT0005181",6,50,-3.51,19.65,15,-33.33,133.33,-25,"Decrease in income the last 10 years","Increase in people the last 10 years",6,-3.51
"VT0005182",5.49,0,-3.51,19.65,13.89,-33.33,133.33,-25,"Decrease in income the last 10 years","Increase in people the last 10 years",5.49,-3.51
"VT0005184",5.5,50,-3.51,19.65,13.64,-33.33,133.33,-25,"Decrease in income the last 10 years","Increase in people the last 10 years",5.5,-3.51
"VT0005185",-52.86,-50,-9.47,8.65,-48.7,-76.19,0,-57.14,"Decrease in income the last 10 years","Decrease in people the last 10 years",-52.86,-9.47
"VT0005186",3.87,-83.33,15.56,26.55,-7.58,26.92,33.33,42.86,"Increase in income the last 10 years","Increase in people the last 10 years",3.87,15.56
"VT0005188",-3.9,-14.29,23.15,45.12,-1.72,-44.44,150,-58.82,"Increase in income the last 10 years","Decrease in people the last 10 years",-3.9,23.15
"VT0005189",1.07,-63.41,-6.64,2.11,7.31,6.67,200,0,"Decrease in income the last 10 years","Increase in people the last 10 years",1.07,-6.64
"VT0005190",1.14,-64.1,-6.64,2.11,7.09,7.14,200,0,"Decrease in income the last 10 years","Increase in people the last 10 years",1.14,-6.64
"VT0005191",-20.16,20,-0.31,9.81,-18,-50,200,-21.43,"Decrease in income the last 10 years","Decrease in people the last 10 years",-20.16,-0.31
"VT0005194",-4.24,-20,23.15,45.12,-2.22,-42.86,150,-58.82,"Increase in income the last 10 years","Decrease in people the last 10 years",-4.24,23.15
"VT0005195",-10.57,8,14.99,1.59,-1.23,-10.87,-60,-15.38,"Increase in income the last 10 years","Decrease in people the last 10 years",-10.57,14.99
"VT0005198",-0.8,-50,6.1,3.89,-5,-33.33,900,-25,"Increase in income the last 10 years","Decrease in people the last 10 years",-0.8,6.1
"VT0005199",-1.85,0,6.1,3.89,-9.09,-33.33,900,-25,"Increase in income the last 10 years","Decrease in people the last 10 years",-1.85,6.1
"VT0005200",-4.04,-22.22,23.15,45.12,-2.67,-45.45,150,-58.82,"Increase in income the last 10 years","Decrease in people the last 10 years",-4.04,23.15
"VT0005201",5.41,0,NA,NA,0,-50,300,-42.86,NA,"Increase in people the last 10 years",5.41,NA
"VT0005202",-4.46,-28.09,36.43,6.27,4.02,-32.21,-40,-47.83,"Increase in income the last 10 years","Decrease in people the last 10 years",-4.46,36.43
"VT0005204",5.23,-33.33,39.97,38,2.86,-36.36,300,-42.86,"Increase in income the last 10 years","Increase in people the last 10 years",5.23,39.97
"VT0005205",5.13,-23.08,39.97,38,4.24,-36,300,-42.86,"Increase in income the last 10 years","Increase in people the last 10 years",5.13,39.97
"VT0005206",4.95,-28.57,39.97,38,3.33,-35.71,300,-42.86,"Increase in income the last 10 years","Increase in people the last 10 years",4.95,39.97
"VT0005207",5.47,-25,39.97,38,3.85,-37.5,300,-42.86,"Increase in income the last 10 years","Increase in people the last 10 years",5.47,39.97
"VT0005208",7.69,0,39.97,38,0,-50,300,-42.86,"Increase in income the last 10 years","Increase in people the last 10 years",7.69,39.97
"VT0005211",3.31,-95.06,18.21,-17.86,-2.41,-19.08,400,-9.09,"Increase in income the last 10 years","Increase in people the last 10 years",3.31,18.21
"VT0005212",-1.9,-54.17,-7.76,-25.3,-6.58,-6.38,0,-19.05,"Decrease in income the last 10 years","Decrease in people the last 10 years",-1.9,-7.76
"VT0005213",-2.17,-33.33,-7.76,-25.3,-5.71,-14.29,0,-19.05,"Decrease in income the last 10 years","Decrease in people the last 10 years",-2.17,-7.76
"VT0005217",-15.82,0,-16.45,-27.33,-8.26,-31.25,0,-20,"Decrease in income the last 10 years","Decrease in people the last 10 years",-15.82,-16.45
"VT0005218",-1.92,-54.37,14.16,38.2,-5.66,-10.91,-44.44,-8.33,"Increase in income the last 10 years","Decrease in people the last 10 years",-1.92,14.16
"VT0005220",10.61,-66.67,6.67,14.17,0,-50,250,0,"Increase in income the last 10 years","Increase in people the last 10 years",10.61,6.67
"VT0005221",15.56,-50,6.67,14.17,0,0,300,-28.57,"Increase in income the last 10 years","Increase in people the last 10 years",15.56,6.67
"VT0005225",-4.46,44.83,-19.02,-8.02,-7.8,44.26,350,36.36,"Decrease in income the last 10 years","Decrease in people the last 10 years",-4.46,-19.02
"VT0005227",-34.74,-60,14.16,13.28,-41.46,-49.3,133.33,-16.67,"Increase in income the last 10 years","Decrease in people the last 10 years",-34.74,14.16
"VT0005228",1.49,-63.16,-1.05,3.88,-13.75,-71.74,NA,0,"Decrease in income the last 10 years","Increase in people the last 10 years",1.49,-1.05
"VT0005229",-3.9,-47.18,20.12,4.88,2.85,-8.36,25,-25,"Increase in income the last 10 years","Decrease in people the last 10 years",-3.9,20.12
"VT0005237",-2.26,-63.64,9.56,0.42,-6.25,-25,50,42.86,"Increase in income the last 10 years","Decrease in people the last 10 years",-2.26,9.56
"VT0005238",15.15,-50,NA,NA,0,0,300,-28.57,NA,"Increase in people the last 10 years",15.15,NA
"VT0005240",16.22,-50,NA,NA,0,0,300,-28.57,NA,"Increase in people the last 10 years",16.22,NA
"VT0005241",15.07,-33.33,6.67,14.17,-3.03,0,300,-28.57,"Increase in income the last 10 years","Increase in people the last 10 years",15.07,6.67
"VT0005242",4.02,-2.78,10.99,9.61,-14.43,-30.77,300,50,"Increase in income the last 10 years","Increase in people the last 10 years",4.02,10.99
"VT0005243",3.53,0,10.99,9.61,-13.89,-33.33,300,50,"Increase in income the last 10 years","Increase in people the last 10 years",3.53,10.99
"VT0005244",-9.35,-84.41,1.95,24.55,-4.4,-59.21,100,-53.85,"Increase in income the last 10 years","Decrease in people the last 10 years",-9.35,1.95
"VT0005247",7,0,-1.3,4.31,10,-25,75,-50,"Decrease in income the last 10 years","Increase in people the last 10 years",7,-1.3
"VT0005248",6.33,-8.7,-0.15,5.81,7.53,-11.11,75,-42.86,"Decrease in income the last 10 years","Increase in people the last 10 years",6.33,-0.15
"VT0005253",7.94,0,-1.3,4.31,11.11,-50,75,-50,"Decrease in income the last 10 years","Increase in people the last 10 years",7.94,-1.3
"VT0005254",-8.79,-30.96,-4.63,-18.46,-5.13,49.22,-25,60,"Decrease in income the last 10 years","Decrease in people the last 10 years",-8.79,-4.63
"VT0005255",0,-20,14.98,10.64,-2.82,0,-57.14,-30,"Increase in income the last 10 years",NA,0,14.98
"VT0005258",-0.68,-25,14.98,10.64,-3.45,-25,-57.14,-30,"Increase in income the last 10 years","Decrease in people the last 10 years",-0.68,14.98
"VT0005261",-1.84,-62.5,-5.09,-4.87,2.94,9.09,40,10,"Decrease in income the last 10 years","Decrease in people the last 10 years",-1.84,-5.09
"VT0005262",4.12,-33.33,19.62,30.94,-4.76,-50,-33.33,-22.22,"Increase in income the last 10 years","Increase in people the last 10 years",4.12,19.62
"VT0005264",0,0,-4.93,-0.37,-0.51,-20,50,-50,"Decrease in income the last 10 years",NA,0,-4.93
"VT0005267",0,0,NA,NA,0,0,50,-50,NA,NA,0,NA
"VT0005268",-18.52,NA,11,51.05,-18.18,-100,0,0,"Increase in income the last 10 years","Decrease in people the last 10 years",-18.52,11
"VT0005269",-1.87,-66.67,-5.09,-4.87,2.47,11.11,40,10,"Decrease in income the last 10 years","Decrease in people the last 10 years",-1.87,-5.09
"VT0005272",0.72,-57.14,6.02,22.58,7.11,-35.57,133.33,-44.44,"Increase in income the last 10 years","Increase in people the last 10 years",0.72,6.02
"VT0005275",9.69,-71.58,-12.19,1.35,10.67,36.27,40,13.33,"Decrease in income the last 10 years","Increase in people the last 10 years",9.69,-12.19
"VT0005277",-1.93,-66.67,-5.09,-4.87,2.56,14.29,40,10,"Decrease in income the last 10 years","Decrease in people the last 10 years",-1.93,-5.09
"VT0005281",11.11,-100,-15.57,-42.99,12,100,100,220,"Decrease in income the last 10 years","Increase in people the last 10 years",11.11,-15.57
"VT0005282",13.33,NA,NA,NA,0,NA,100,220,NA,"Increase in people the last 10 years",13.33,NA
"VT0005283",7.14,NA,NA,NA,16.67,NA,100,220,NA,"Increase in people the last 10 years",7.14,NA
"VT0005284",3.06,-62.22,25.01,20.22,-3.9,103.33,50,100,"Increase in income the last 10 years","Increase in people the last 10 years",3.06,25.01
"VT0005287",3.16,-66.67,27.28,20.99,-4.88,100,200,150,"Increase in income the last 10 years","Increase in people the last 10 years",3.16,27.28
"VT0005289",0.52,25,6.48,0.22,-1.28,-20,-25,-37.5,"Increase in income the last 10 years","Increase in people the last 10 years",0.52,6.48
"VT0005290",0.3,-17.68,-14.44,-5.6,-4.31,39.66,-25,78.57,"Decrease in income the last 10 years","Increase in people the last 10 years",0.3,-14.44
"VT0005291",-17.65,-50,-24.73,-19.71,-16,0,NA,116.67,"Decrease in income the last 10 years","Decrease in people the last 10 years",-17.65,-24.73
"VT0005294",17.28,0,-11.53,7.63,5.26,0,0,-25,"Decrease in income the last 10 years","Increase in people the last 10 years",17.28,-11.53
"VT0005298",-13.48,-75.39,17.83,-6.5,-13.84,-17.67,466.67,-5,"Increase in income the last 10 years","Decrease in people the last 10 years",-13.48,17.83
"VT0005303",4.87,0,47.98,7.23,15.89,30,-50,-14.29,"Increase in income the last 10 years","Increase in people the last 10 years",4.87,47.98
"VT0005304",4.08,0,47.98,7.23,21.05,0,-50,-14.29,"Increase in income the last 10 years","Increase in people the last 10 years",4.08,47.98
"VT0005305",36.67,28.57,74.5,59.83,16.88,16.67,-100,-50,"Increase in income the last 10 years","Increase in people the last 10 years",36.67,74.5
"VT0005306",-4.21,-25,-4.18,-13.98,-12.2,88.89,100,114.29,"Decrease in income the last 10 years","Decrease in people the last 10 years",-4.21,-4.18
"VT0005309",-4.08,0,-4.18,-13.98,-9.52,200,100,114.29,"Decrease in income the last 10 years","Decrease in people the last 10 years",-4.08,-4.18
"VT0005310",-24.6,-85.71,-16.39,-26.09,-23.08,-45.45,25,-16.67,"Decrease in income the last 10 years","Decrease in people the last 10 years",-24.6,-16.39
"VT0005312",-8.11,0,5.47,19.43,-12.5,-50,200,-20,"Increase in income the last 10 years","Decrease in people the last 10 years",-8.11,5.47
"VT0005313",-24.6,-83.33,-16.39,-26.09,-22.41,-50,25,-16.67,"Decrease in income the last 10 years","Decrease in people the last 10 years",-24.6,-16.39
"VT0005314",-1.45,-50,8.35,5.1,0,0,50,-30,"Increase in income the last 10 years","Decrease in people the last 10 years",-1.45,8.35
"VT0005315",6.02,17.65,5.46,12.91,-1.94,-5.71,25,-10,"Increase in income the last 10 years","Increase in people the last 10 years",6.02,5.46
"VT0005317",7.29,-65.22,21.62,12.9,-13.62,-40.74,25,-9.09,"Increase in income the last 10 years","Increase in people the last 10 years",7.29,21.62
"VT0005318",-27.67,-87.88,10.49,-31.53,-35.46,-32.97,50,-41.67,"Increase in income the last 10 years","Decrease in people the last 10 years",-27.67,10.49
"VT0005319",4.42,-50.64,4.59,-1.68,-2.35,-22.26,14.29,-11.11,"Increase in income the last 10 years","Increase in people the last 10 years",4.42,4.59
"VT0005320",17.1,-93.85,-23.04,-12.38,19.43,139.39,-27.27,-20,"Decrease in income the last 10 years","Increase in people the last 10 years",17.1,-23.04
"VT0005322",2.89,-22.22,-11.53,-26.57,5.3,37.5,300,40,"Decrease in income the last 10 years","Increase in people the last 10 years",2.89,-11.53
"VT0005323",-15.64,-66.67,-14.29,46.33,-12.65,-39.22,200,-25,"Decrease in income the last 10 years","Decrease in people the last 10 years",-15.64,-14.29
"VT0005324",-20,NA,NA,NA,0,-100,200,-25,NA,"Decrease in people the last 10 years",-20,NA
"VT0005325",-16.36,-50,-14.29,46.33,-12.5,-50,200,-25,"Decrease in income the last 10 years","Decrease in people the last 10 years",-16.36,-14.29
"VT0005326",4.48,933.33,16.47,33.79,-14.69,-53.33,50,20,"Increase in income the last 10 years","Increase in people the last 10 years",4.48,16.47
"VT0005328",6.81,33.33,101.8,213.63,0.87,0,25,0,"Increase in income the last 10 years","Increase in people the last 10 years",6.81,101.8
"VT0005330",0,-83.33,59.36,32.1,-21.05,-40.91,25,-25,"Increase in income the last 10 years",NA,0,59.36
"VT0005331",0,NA,NA,NA,-100,NA,25,-25,NA,NA,0,NA
"VT0005333",-2.82,-1.58,4.45,-3.41,1.51,3.36,0,6.25,"Increase in income the last 10 years","Decrease in people the last 10 years",-2.82,4.45
"VT0005335",-3.12,-100,NA,NA,0,0,50,-30,NA,"Decrease in people the last 10 years",-3.12,NA
"VT0005339",0.23,-80,-8.74,5.84,-6.67,240,1000,80,"Decrease in income the last 10 years","Increase in people the last 10 years",0.23,-8.74
"VT0005341",-0.39,-80.73,-21.65,10.03,18.09,-45.9,200,-60,"Decrease in income the last 10 years","Decrease in people the last 10 years",-0.39,-21.65
"VT0005342",0,-66.67,-21.65,10.03,12.5,-33.33,200,-60,"Decrease in income the last 10 years",NA,0,-21.65
"VT0005343",-1.93,-58.82,13.22,11.94,-4.73,4.55,100,-40,"Increase in income the last 10 years","Decrease in people the last 10 years",-1.93,13.22
"VT0005344",0,0,14.98,10.64,-4.55,-50,-57.14,-30,"Increase in income the last 10 years",NA,0,14.98
"VT0005347",-7.14,-66.67,NA,NA,-13.04,-50,0,-37.5,NA,"Decrease in people the last 10 years",-7.14,NA
"VT0005353",-7.5,-100,-18.88,-8.03,0,0,66.67,-33.33,"Decrease in income the last 10 years","Decrease in people the last 10 years",-7.5,-18.88
"VT0005357",-25,NA,NA,NA,-50,NA,200,-25,NA,"Decrease in people the last 10 years",-25,NA
"VT0005359",-15.09,-50,-14.29,46.33,-13.04,-50,200,-25,"Decrease in income the last 10 years","Decrease in people the last 10 years",-15.09,-14.29
"VT0005374",20,-100,NA,NA,25,0,-18.18,-20,NA,"Increase in people the last 10 years",20,NA
"VT0005375",17.19,-100,-23.07,-12.36,20.75,166.67,-18.18,-20,"Decrease in income the last 10 years","Increase in people the last 10 years",17.19,-23.07
"VT0005378",-4.11,-58.33,9.56,0.42,-6.38,-16.67,200,66.67,"Increase in income the last 10 years","Decrease in people the last 10 years",-4.11,9.56
"VT0005379",6.94,0,6.35,-8.63,7.69,200,300,20,"Increase in income the last 10 years","Increase in people the last 10 years",6.94,6.35
"VT0005381",6.9,-33.33,19.01,6.2,8.7,0,150,-31.25,"Increase in income the last 10 years","Increase in people the last 10 years",6.9,19.01
"VT0005382",14.29,-100,NA,NA,0,NA,300,-28.57,NA,"Increase in people the last 10 years",14.29,NA
"VT0005384",17.65,-100,NA,NA,0,NA,300,-28.57,NA,"Increase in people the last 10 years",17.65,NA
"VT0005385",19.59,100,0.52,-33.91,28.57,20,33.33,-38.46,"Increase in income the last 10 years","Increase in people the last 10 years",19.59,0.52
"VT0005397",-20,NA,NA,NA,-22.22,-100,0,0,NA,"Decrease in people the last 10 years",-20,NA
"VT0005399",4.31,50,-2.41,-30.91,8.7,33.33,20,90,"Decrease in income the last 10 years","Increase in people the last 10 years",4.31,-2.41
"VT0005403",9.52,0,2.92,5.06,15,50,100,0,"Increase in income the last 10 years","Increase in people the last 10 years",9.52,2.92
"VT0005404",12.77,-50,5.18,5.38,0,-33.33,28.57,-25,"Increase in income the last 10 years","Increase in people the last 10 years",12.77,5.18
"VT0005419",-4,-100,-16.61,-40.94,9.09,NA,300,175,"Decrease in income the last 10 years","Decrease in people the last 10 years",-4,-16.61
"VT0005424",16.36,-100,-23.07,-12.36,17.39,200,-18.18,-20,"Decrease in income the last 10 years","Increase in people the last 10 years",16.36,-23.07
"VT0005426",1.67,-100,NA,NA,12.5,0,75,-40,NA,"Increase in people the last 10 years",1.67,NA
"VT0005427",5.97,0,47.98,7.23,14.81,0,-50,-14.29,"Increase in income the last 10 years","Increase in people the last 10 years",5.97,47.98
"VT0005429",-4.81,-63.64,9.56,0.42,-6.74,-16.67,100,66.67,"Increase in income the last 10 years","Decrease in people the last 10 years",-4.81,9.56
"VT0005435",-2.17,0,NA,NA,0,-50,66.67,-37.5,NA,"Decrease in people the last 10 years",-2.17,NA
"VT0005441",-9.03,-75,2.95,-1.97,-5.66,25,133.33,0,"Increase in income the last 10 years","Decrease in people the last 10 years",-9.03,2.95
"VT0005450",8.82,-100,NA,NA,7.69,NA,66.67,25,NA,"Increase in people the last 10 years",8.82,NA
"VT0005452",-4.5,-20,-4.18,-13.98,-12.5,133.33,100,114.29,"Decrease in income the last 10 years","Decrease in people the last 10 years",-4.5,-4.18
"VT0005462",-3.77,-50,-16.61,-40.94,4.35,300,300,175,"Decrease in income the last 10 years","Decrease in people the last 10 years",-3.77,-16.61
"VT0005469",-0.47,-100,31.28,45.71,-17.84,-46.67,100,-50,"Increase in income the last 10 years","Decrease in people the last 10 years",-0.47,31.28
"VT0005471",8.54,50,8.81,35.74,6.45,50,-25,-22.22,"Increase in income the last 10 years","Increase in people the last 10 years",8.54,8.81
"VT0005475",5.26,NA,16.47,33.79,-16,-50,50,20,"Increase in income the last 10 years","Increase in people the last 10 years",5.26,16.47
"VT0005476",1.88,-100,-9.61,-6.5,13.56,0,100,0,"Decrease in income the last 10 years","Increase in people the last 10 years",1.88,-9.61
"VT0005490",-5,-100,NA,NA,14.29,0,50,-45.45,NA,"Decrease in people the last 10 years",-5,NA
"VT0005493",0,-100,NA,NA,8.33,0,66.67,-37.5,NA,NA,0,NA
"VT0005499",-5.13,-60,9.56,0.42,-6.02,-33.33,100,66.67,"Increase in income the last 10 years","Decrease in people the last 10 years",-5.13,9.56
"VT0005502",-52.7,-33.33,-9.47,8.65,-48.28,-66.67,0,-57.14,"Decrease in income the last 10 years","Decrease in people the last 10 years",-52.7,-9.47
"VT0005503",1.32,-66.67,-0.18,-15.78,-4.88,41.67,50,85.71,"Decrease in income the last 10 years","Increase in people the last 10 years",1.32,-0.18
"VT0005504",-33.33,NA,NA,NA,0,NA,0,0,NA,"Decrease in people the last 10 years",-33.33,NA
"VT0005513",4.17,-50,2.75,-2.05,22.22,0,-33.33,50,"Increase in income the last 10 years","Increase in people the last 10 years",4.17,2.75
"VT0005515",-2.04,-50,NA,NA,-7.89,0,0,-19.05,NA,"Decrease in people the last 10 years",-2.04,NA
"VT0005517",-6.58,0,NA,NA,-13.33,-33.33,100,28.57,NA,"Decrease in people the last 10 years",-6.58,NA
"VT0005518",4.41,-100,15.56,26.55,-6.9,50,33.33,42.86,"Increase in income the last 10 years","Increase in people the last 10 years",4.41,15.56
"VT0005523",19.74,0,NA,NA,27.27,25,33.33,-38.46,NA,"Increase in people the last 10 years",19.74,NA
"VT0005524",-20,NA,NA,NA,-12.5,NA,0,0,NA,"Decrease in people the last 10 years",-20,NA
