"pwsid","pw_int_pop.rpl_themes"
"OR4100985",0.3793
"OR4100988",NA
"OR4100991",0.2566
"OR4100992",0.5142
"OR4100994",0.5142
"OR4100995",0.7935
"OR4100996",NA
"OR4100997",0.4963
"OR4100999",0.4963
"OR4101002",0.7586
"OR4101003",0.4566
"OR4101004",0.3486
"OR4101005",0.5462
"OR4101007",0.6744
"OR4101009",0.0169
"OR4101012",0.5685
"OR4101020",NA
"OR4101021",NA
"OR4101022",0.6034
"OR4101023",0.5488
"OR4101025",0.6938
"OR4101031",0.572
"OR4101032",NA
"OR4101033",0.4308
"OR4101037",NA
"OR4101041",0.1729
"OR4101043",0.1052
"OR4101044",0.835
"OR4101045",0.835
"OR4101052",NA
"OR4101053",0.7858
"OR4101054",0.5675
"OR4101059",0.774
"OR4101062",0.6567
"OR4101063",0.6592
"OR4101067",0.6993
"OR4101068",0.6353
"OR4101070",0.9671
"OR4101073",0.3486
"OR4101075",0.2606
"OR4101080",0.5722
"OR4101094",0.5685
"OR4101095",NA
"OR4101096",0.0571
"OR4101097",0.695
"OR4101099",0.835
"OR4101104",0.5947
"OR4101119",0.9183
"OR4101123",NA
"OR4101125",0.6353
"OR4101126",0.0411
"OR4101128",0.4804
"OR4101131",0.5439
"OR4101138",0.736
"OR4101139",0.764
"OR4101143",0.8095
"OR4101144",0.9368
"OR4101145",0.2632
"OR4101148",0.3486
"OR4101149",0.6278
"OR4101150",0.2039
"OR4101154",0.4315
"OR4101155",0.1855
"OR4101157",0.7222
"OR4101158",0.395
"OR4101159",0.1716
"OR4101160",0.335
"OR4101165",0.4315
"OR4101169",0.4441
"OR4101171",0.2039
"OR4101172",NA
"OR4101174",0.7037
"OR4101175",NA
"OR4101177",0.7456
"OR4101181",0.181
"OR4101182",0.8174
"OR4101191",0.549
"OR4101195",0.1927
"OR4101200",0.9213
"OR4101201",NA
"OR4101208",0.279
"OR4101209",0.2236
"OR4101214",0.7686
"OR4101216",0.7153
"OR4101217",0.4177
"OR4101222",0.6353
"OR4101230",0.3309
"OR4101231",0.4515
"OR4101232",0.2109
"OR4101233",0.649
"OR4101241",0.1447
"OR4101243",0.549
"OR4101246",NA
"OR4101251",0.2236
"OR4101252",0.6576
"OR4101254",0.5806
"OR4101258",0.2236
"OR4101259",0.3309
"OR4101260",0.549
"OR4101282",NA
"OR4101285",0.7357
"OR4101288",0.5668
"OR4101292",0.5439
"OR4101296",0.1765
"OR4101304",0.3337
"OR4101309",0.7242
"OR4101310",0.1729
"OR4101311",0.7807
"OR4101317",NA
"OR4101326",NA
"OR4101327",0.7357
"OR4101334",0.7116
"OR4101344",0.8252
"OR4101346",0.0485
"OR4101351",0.0485
"OR4101352",0.5654
"OR4101354",0.8806
"OR4101355",0.1657
"OR4101358",0.5876
"OR4101361",0.6567
"OR4101367",0.2391
"OR4101371",NA
"OR4101375",0.7961
"OR4101388",0.3033
"OR4101392",0.6938
"OR4101398",NA
"OR4101399",0.9322
"OR4101403",0.3224
"OR4101405",0.7086
"OR4101411",NA
"OR4101415",0.835
"OR4101416",0.5235
"OR4101418",0.549
"OR4101419",0.1727
"OR4101420",0.6354
"OR4101428",0.4021
"OR4101429",0.3048
"OR4101431",0.4821
"OR4101437",0.7659
"OR4101439",0.2325
"OR4101443",0.8059
"OR4101449",0.764
"OR4101450",0.4267
"OR4101453",0.2491
"OR4101456",0.399
"OR4101457",0.1927
"OR4101460",0.2236
"OR4101461",NA
"OR4101463",0.1335
"OR4101464",0.4537
"OR4101465",0.2888
"OR4101466",0.7613
"OR4101467",0.5947
"OR4101470",0.3048
"OR4101471",0.7659
"OR4101474",0.764
"OR4101475",0.2286
"OR4101476",0.1444
"OR4101478",0.1601
"OR4101484",0.1131
"OR4101488",0.4186
"OR4101496",0.8464
"OR4101506",0.1306
"OR4101511",0.435
"OR4101512",0.6568
"OR4101513",0.4798
"OR4101514",0.6416
"OR4101515",NA
"OR4101516",0.3048
"OR4101517",0.6444
"OR4101518",0.0723
"OR4101519",0.3846
"OR4101520",0.5509
"OR4101521",0.7667
"OR4101522",0.1131
"OR4101527",0.737
"OR4101533",0.162
"OR4101539",0.096
"OR4101540",0.8789
"OR4101543",0.444
"OR4101548",NA
"OR4105086",0.3193
"OR4105108",0.253
"OR4105114",0.3469
"OR4105157",0.7337
"OR4105252",0.7719
"OR4105308",0.3846
"OR4105364",NA
"OR4105372",NA
"OR4105384",0.7153
"OR4105395",0.1456
"OR4105548",0.399
"OR4105562",0.3552
"OR4105567",0.3243
"OR4105734",NA
"OR4105798",0.7242
"OR4105860",0.6278
"OR4105879",0.6037
"OR4105940",0.7259
"OR4105949",0.7012
"OR4106047",0.5101
"OR4106049",0.5827
"OR4106054",0.2236
"OR4106114",0.7659
"OR4106166",0.3048
"OR4106203",NA
"OR4190159",NA
"OR4190192",0.4235
"OR4190661",NA
"OR4190668",NA
"OR4190670",0.4938
"OR4190921",0.6806
"OR4191232",NA
"OR4191531",0.6993
"OR4191535",0.5439
"OR4191556",0.4938
"OR4191894",0.3033
"OR4192048",0.6095
"OR4192104",0.5685
"OR4193698",0.263
"OR4194151",NA
"OR4194283",0.7535
"OR4194398",0.6278
"OR4194489",0.6567
"OR4194556",0.6848
"OR4194761",0.2632
"OR4194910",0.6993
"OR4194998",0.7968
"OR4195017",0.5947
"OR4195063",0.6573
"OR4195088",0.5392
"OR4195241",0.6969
"OR4195342",0.4308
"OR4195560",0.7686
"PA1090001",0.6015
"PA1090002",NA
"PA1090005",0.1846
"PA1090007",0.0394
"PA1090022",0.4035
"PA1090026",0.3432
"PA1090030",0.0428
"PA1090037",0.349
"PA1090040",0.1271
"PA1090043",0.1968
"PA1090044",NA
"PA1090046",0.135
"PA1090048",NA
"PA1090049",NA
"PA1090050",NA
"PA1090052",0.1542
"PA1090053",0.6894
"PA1090055",0.1823
"PA1090057",0.6894
"PA1090058",0.1386
"PA1090060",0.2819
"PA1090063",0.23
"PA1090064",0.0303
"PA1090069",0.2425
"PA1090070",0.1642
"PA1090074",0.1282
"PA1090078",0.5626
"PA1090079",0.3356
"PA1090081",0.3097
"PA1090082",0.5827
"PA1090089",0.0713
"PA1090091",0.2092
"PA1090093",0.2351
"PA1090097",0.185
"PA1090098",0.185
"PA1090099",0.0071
"PA1090101",0.0588
"PA1090102",NA
"PA1090103",NA
"PA1090104",0.026
"PA1090106",NA
"PA1090107",0.4691
"PA1090117",0.0996
"PA1090121",NA
"PA1090122",0.0054
"PA1090123",0.0561
"PA1090125",0.1784
"PA1090127",0.0519
"PA1090128",0.1467
"PA1090129",0.0588
"PA1090130",0.1791
"PA1090131",0.3877
"PA1090133",0.0474
"PA1090135",0.0303
"PA1090137",0.014
"PA1090138",0.0583
"PA1090140",0.4592
"PA1090144",0.0277
"PA1090147",0.0588
"PA1090148",0.018
"PA1090153",0.0069
"PA1090157",0.0394
"PA1090158",0.0726
"PA1090159",0.0474
"PA1090160",0.0588
"PA1090162",0.2498
"PA1090163",0.026
"PA1090164",0.0474
"PA1090165",NA
"PA1150002",0.2103
"PA1150004",0.4182
"PA1150005",0.2652
"PA1150006",0.0327
"PA1150007",NA
"PA1150011",0.4634
"PA1150013",0.2989
"PA1150015",0.2135
"PA1150017",NA
"PA1150019",NA
"PA1150020",0.0679
"PA1150026",0.3648
"PA1150029",0.2396
"PA1150030",0.2396
"PA1150035",0.0982
"PA1150037",0.199
"PA1150039",NA
"PA1150044",0.7966
"PA1150049",NA
"PA1150051",0.1254
"PA1150065",NA
"PA1150066",0.9466
"PA1150069",0.2648
"PA1150070",0.4559
"PA1150077",0.2629
"PA1150078",NA
"PA1150081",NA
"PA1150083",0.3614
"PA1150089",0.0789
"PA1150094",0.1366
"PA1150098",0.3009
"PA1150105",0.5227
"PA1150106",0.4814
"PA1150108",0.7014
"PA1150109",0.5215
"PA1150126",0.0014
"PA1150127",0.1753
"PA1150131",0.0904
"PA1150137",0.118
"PA1150144",0.619
"PA1150145",0.5791
"PA1150150",0.3262
"PA1150157",0.1523
"PA1150164",0.1881
"PA1150165",0.3246
"PA1150166",0.1724
"PA1150168",NA
"PA1150177",0.619
"PA1150183",NA
"PA1150186",0.3262
"PA1150189",NA
"PA1150190",0.453
"PA1150191",0.2366
"PA1150195",0.7966
"PA1150200",NA
"PA1150202",NA
"PA1150204",0.1415
"PA1150206",0.0885
"PA1150208",NA
"PA1150209",NA
"PA1150210",NA
"PA1150213",NA
"PA1150214",NA
"PA1150215",0.1304
"PA1150216",0.2989
"PA1150220",0.2767
"PA1150223",NA
"PA1150224",NA
"PA1150226",NA
"PA1150547",0.034
"PA1150834",NA
"PA1230004",0.4569
"PA1230006",NA
"PA1230012",0.0956
"PA1230026",NA
"PA1230886",NA
"PA1460005",NA
"PA1460006",NA
"PA1460007",NA
"PA1460008",0.0781
"PA1460010",0.0058
"PA1460012",0.3526
"PA1460015",0.209
"PA1460020",0.2835
"PA1460022",0.1403
"PA1460023",0.3373
"PA1460025",0.1987
"PA1460027",0.1423
"PA1460028",0.3447
"PA1460030",0.5693
"PA1460033",0.2638
"PA1460034",0.3173
"PA1460035",0.4925
"PA1460036",0.1694
"PA1460037",0.514
"PA1460038",0.1911
"PA1460039",0.4876
"PA1460042",0.272
"PA1460046",0.4785
"PA1460048",0.2154
"PA1460050",0.4322
"PA1460055",0.3195
"PA1460062",NA
"PA1460064",0.0507
"PA1460068",0.0241
"PA1460069",0.0657
"PA1460071",0.3687
"PA1460073",0.3117
"PA1460075",0.4365
"PA1460077",0.2012
"PA1460085",0.0483
"PA1460086",NA
"PA1460087",0.4365
"PA1460092",0.1723
"PA1510001",0.6831
"PA2080002",NA
"PA2080003",0.7439
"PA2080004",0.6701
"PA2080007",0.2913
"PA2080009",NA
"PA2080010",0.2939
"PA2080011",0.3653
"PA2080012",0.3653
"PA2080013",0.3653
"PA2080015",0.3653
"PA2080017",0.6667
"PA2080019",0.6701
"PA2080020",0.6701
"PA2080023",NA
"PA2080025",0.4473
"PA2080027",NA
"PA2080028",0.5219
"PA2080029",0.5468
"PA2080030",0.6667
"PA2080032",0.3843
"PA2080033",NA
"PA2080034",0.284
"PA2350002",0.4711
"PA2350004",0.1365
"PA2350005",0.1102
"PA2350010",NA
"PA2350012",0.3113
"PA2350013",0.3134
"PA2350014",0.1907
"PA2350019",0.3291
"PA2350025",0.3113
"PA2350026",0.116
"PA2350027",0.4711
"PA2350028",0.4083
"PA2350029",0.3113
"PA2350032",0.4711
"PA2350033",0.4711
"PA2350034",0.4711
"PA2350039",0.116
"PA2350043",0.116
"PA2350051",NA
"PA2350053",0.3134
"PA2350054",0.3113
"PA2350055",0.4083
"PA2350056",0.1907
"PA2350057",0.116
"PA2350061",NA
"PA2350062",0.1102
"PA2350063",NA
"PA2350065",0.116
"PA2350066",0.116
"PA2350070",0.116
"PA2359001",0.4038
"PA2359006",0.7331
"PA2359008",0.5179
"PA2359014",0.4401
"PA2400003",0.2167
"PA2400007",0.1082
"PA2400008",0.1554
"PA2400012",0.2019
"PA2400017",0.2019
"PA2400023",NA
"PA2400024",NA
"PA2400027",NA
"PA2400029",0.4346
"PA2400031",0.5866
"PA2400034",0.3784
"PA2400036",NA
"PA2400038",0.0972
"PA2400039",NA
"PA2400041",NA
"PA2400042",NA
"PA2400043",0.2661
"PA2400048",0.1115
"PA2400049",0.1363
"PA2400050",0.6956
"PA2400051",0.2202
"PA2400052",0.2367
"PA2400053",0.1627
"PA2400054",0.5107
"PA2400055",0.5192
"PA2400060",0.2667
"PA2400063",NA
"PA2400066",0.2624
"PA2400068",NA
"PA2400070",0.2167
"PA2400072",0.2679
"PA2400073",0.2167
"PA2400076",0.3491
"PA2400078",0.3784
"PA2400079",0.376
"PA2400083",0.2367
"PA2400085",0.1627
"PA2400088",0.5866
"PA2400089",0.2019
"PA2400090",NA
"PA2400091",0.2209
"PA2400095",0.1082
"PA2400096",0.1082
"PA2400101",0.2603
"PA2400102",0.2603
"PA2400103",0.2603
"PA2400104",0.2198
"PA2400107",0.2019
"PA2400108",0.376
"PA2400109",0.5192
"PA2400111",0.0976
"PA2400113",0.2763
"PA2400114",0.1554
"PA2400115",0.6956
"PA2400116",NA
"PA2400117",NA
"PA2400126",0.376
"PA2400128",0.2088
"PA2400136",NA
"PA2400139",NA
"PA2400140",0.1554
"PA2400142",0.2367
"PA2400144",0.5122
"PA2400145",NA
"PA2400146",NA
"PA2400147",0.3729
"PA2400149",0.6956
"PA2401021",0.5122
"PA2408001",0.8229
"PA2408007",0.5631
"PA2408011",0.1804
"PA2408012",0.0364
"PA2409002",0.6163
"PA2409003",0.0853
"PA2409010",0.3534
"PA2409011",0.5959
"PA2409013",0.3365
"PA2450002",NA
"PA2450004",NA
"PA2450005",0.4089
"PA2450006",NA
"PA2450008",0.4331
"PA2450009",0.6928
"PA2450010",0.3203
"PA2450012",0.3203
"PA2450015",0.8297
"PA2450018",0.6928
"PA2450020",0.1687
"PA2450022",0.3788
"PA2450023",0.7973
"PA2450025",0.4341
"PA2450027",0.5346
"PA2450028",0.4471
"PA2450033",0.4331
"PA2450034",0.622
"PA2450038",NA
"PA2450039",0.2017
"PA2450040",0.1687
"PA2450044",0.6266
"PA2450049",0.3788
"PA2450053",0.6071
"PA2450054",0.1491
"PA2450056",0.1853
"PA2450063",0.5475
"PA2450064",NA
"PA2450065",0.1843
"PA2450068",0.2085
"PA2450070",0.5346
"PA2450076",0.6928
"PA2450079",NA
"PA2450080",0.2519
"PA2450083",NA
"PA2450084",NA
"PA2450086",0.6151
"PA2450087",0.4471
"PA2450088",NA
"PA2450089",NA
"PA2450092",NA
"PA2450093",0.0805
"PA2450097",0.5415
"PA2450098",NA
"PA2450099",0.2045
"PA2450104",NA
"PA2450105",0.5739
"PA2450106",NA
"PA2450107",NA
"PA2450111",NA
"PA2450113",0.3314
"PA2450115",0.4341
"PA2450117",NA
"PA2450119",0.5007
"PA2450122",0.1949
"PA2450123",0.6928
"PA2450124",0.2986
"PA2450129",0.4471
"PA2450133",0.059
"PA2450136",NA
"PA2450138",0.5169
"PA2450141",NA
"PA2450142",0.1687
"PA2450143",0.3328
"PA2450766",0.3618
"PA2520005",NA
"PA2520031",0.2462
"PA2520033",0.1333
"PA2520034",0.3328
"PA2520035",0.2604
"PA2520036",0.4268
"PA2520037",0.289
"PA2520040",0.5413
"PA2520042",0.3257
"PA2520044",0.3537
"PA2520046",0.6889
"PA2520048",NA
"PA2520050",0.3328
"PA2520051",0.4683
"PA2520052",NA
"PA2520054",0.1931
"PA2520056",0.3328
"PA2520058",0.6116
"PA2520061",0.0936
"PA2520062",0.4213
"PA2520065",0.2352
"PA2520066",0.2424
"PA2520070",0.3379
"PA2520073",0.1423
"PA2520075",0.5413
"PA2520085",0.7213
"PA2520086",0.168
"PA2520087",0.2045
"PA2520089",0.1931
"PA2520095",NA
"PA2520096",0.1931
"PA2520100",0.4683
"PA2520103",NA
"PA2520107",NA
"PA2520110",NA
"PA2520201",0.1423
"PA2520207",0.0936
"PA2520208",0.4683
"PA2521031",0.4445
"PA2570001",NA
"PA2570003",0.3332
"PA2570004",0.3609
"PA2570005",NA
"PA2580001",0.3336
"PA2580010",0.2914
"PA2580012",0.2914
"PA2580015",0.1796
"PA2580019",0.3562
"PA2580021",0.3336
"PA2580022",NA
"PA2580023",0.643
"PA2580024",0.642
"PA2580025",0.7587
"PA2580026",0.3759
"PA2580027",0.3562
"PA2580032",0.2914
"PA2580035",NA
"PA2580036",0.643
"PA2580038",0.1796
"PA2580039",0.3504
"PA2580040",0.643
"PA2580042",0.3759
"PA2580046",NA
"PA2580047",NA
"PA2580048",NA
"PA2590006",0.236
"PA2590008",0.5521
"PA2590013",0.725
"PA2590017",NA
"PA2590018",0.5102
"PA2590029",0.3561
"PA2590031",0.5102
"PA2590033",0.4525
"PA2590035",0.5744
"PA2590036",0.5559
"PA2590038",0.725
"PA2590041",0.3561
"PA2590042",0.6275
"PA2590043",0.5559
"PA2590044",0.4541
"PA2590045",0.5744
"PA2590048",0.3556
"PA2590049",0.42
"PA2590050",0.5521
"PA2590051",0.5744
"PA2590053",NA
"PA2590812",0.725
"PA2640004",0.7312
"PA2640006",NA
"PA2640008",0.4853
"PA2640010",NA
"PA2640012",0.4853
"PA2640014",NA
"PA2640015",0.0887
"PA2640017",0.5375
"PA2640018",0.7195
"PA2640019",0.2187
"PA2640020",NA
"PA2640022",0.5305
"PA2640023",0.0919
"PA2640024",0.4853
"PA2640025",0.3134
"PA2640028",0.5375
"PA2640031",NA
"PA2640032",0.6324
"PA2640036",0.0979
"PA2640042",NA
"PA2640044",NA
"PA2640046",NA
"PA2640047",0.3124
"PA2640048",0.1594
"PA2640049",0.2187
"PA2640050",0.566
"PA2640051",0.0979
"PA2640052",0.0979
"PA2640054",NA
"PA2640055",0.4853
"PA2640056",NA
"PA2640057",NA
"PA2640063",0.5136
"PA2640064",NA
"PA2640065",0.2948
"PA2640066",0.2243
"PA2640299",0.2187
"PA2640703",NA
"PA2641005",0.0887
"PA2660004",0.3252
"PA2660008",0.369
"PA2660010",0.4605
"PA2660011",0.443
"PA2660012",0.369
"PA2660014",0.4679
"PA2660015",0.2276
"PA2660016",0.2276
"PA2660017",0.2366
"PA2660018",NA
"PA2660019",0.4605
"PA2660020",NA
"PA2660024",NA
"PA2660027",0.369
"PA2660031",0.2366
"PA2660033",0.2366
"PA2660034",0.3252
"PA2660035",NA
"PA2660036",0.443
"PA2660037",NA
"PA2660039",NA
"PA2660042",NA
"PA2660043",NA
"PA2660044",NA
"PA2660047",NA
"PA2660050",NA
"PA2660334",0.3252
"PA2660950",NA
"PA3060002",0.1965
"PA3060004",0.27
"PA3060005",0.0718
"PA3060010",0.1845
"PA3060012",0.055
"PA3060013",0.5712
"PA3060015",0.3975
"PA3060016",NA
"PA3060018",0.2418
"PA3060026",NA
"PA3060028",0.5431
"PA3060029",0.1686
"PA3060030",0.1451
"PA3060031",NA
"PA3060032",0.3758
"PA3060034",0.2991
"PA3060035",0.3477
"PA3060036",0.2258
"PA3060037",0.27
"PA3060038",0.4833
"PA3060040",0.5431
"PA3060041",0.6863
"PA3060042",NA
"PA3060043",0.0857
"PA3060044",NA
"PA3060045",0.2554
"PA3060047",0.146
"PA3060048",0.6252
"PA3060052",0.2405
"PA3060053",0.0441
"PA3060058",NA
"PA3060059",0.8393
"PA3060061",0.5016
"PA3060064",0.4867
"PA3060065",0.5053
"PA3060066",0.4867
"PA3060067",0.4748
"PA3060068",NA
"PA3060069",0.2916
"PA3060070",0.1819
"PA3060072",0.6252
"PA3060073",NA
"PA3060076",0.2583
"PA3060078",0.6337
"PA3060080",0.3544
"PA3060081",0.5066
"PA3060082",0.5109
"PA3060083",0.3221
"PA3060085",0.2138
"PA3060087",0.1202
"PA3060088",0.2356
"PA3060092",0.353
"PA3060094",0.5808
"PA3060095",0.286
"PA3060096",0.5712
"PA3060098",0.1709
"PA3060100",0.2991
"PA3060105",NA
"PA3060106",0.2301
"PA3060108",NA
"PA3060112",NA
"PA3060113",NA
"PA3060115",0.4789
"PA3060118",NA
"PA3060123",0.2991
"PA3060126",0.1484
"PA3060127",NA
"PA3060129",NA
"PA3060131",NA
"PA3060132",0.4867
"PA3060133",0.1237
"PA3060134",0.4656
"PA3060135",0.1207
"PA3060136",0.2087
"PA3060137",NA
"PA3060141",0.3865
"PA3061153",NA
"PA3130002",0.5251
"PA3130004",0.7325
"PA3130006",0.3962
"PA3130008",NA
"PA3130009",0.4689
"PA3130011",0.5029
"PA3130012",0.2317
"PA3130013",0.2535
"PA3130015",0.6388
"PA3130017",NA
"PA3130021",0.5029
"PA3130022",0.3962
"PA3130026",0.7544
"PA3130027",NA
"PA3130029",0.5029
"PA3130030",0.226
"PA3130031",0.3865
"PA3130035",0.3865
"PA3130037",0.3612
"PA3130038",0.3612
"PA3130040",NA
"PA3130043",0.1493
"PA3130044",0.1493
"PA3130049",NA
"PA3130050",0.5029
"PA3130051",0.3631
"PA3130052",0.1691
"PA3130053",0.3612
"PA3130054",0.3612
"PA3390001",NA
"PA3390005",NA
"PA3390010",0.2448
"PA3390011",0.0305
"PA3390018",0.1222
"PA3390020",0.1117
"PA3390024",0.8215
"PA3390028",0.6714
"PA3390031",0.1273
"PA3390032",0.2375
"PA3390033",0.2127
"PA3390035",0.0157
"PA3390036",0.2739
"PA3390039",0.6866
"PA3390044",0.5175
"PA3390045",0.2448
"PA3390046",0.2941
"PA3390047",0.0305
"PA3390049",0.115
"PA3390055",0.2344
"PA3390062",0.4834
"PA3390065",0.3022
"PA3390068",0.1341
"PA3390073",0.2915
"PA3390075",0.1291
"PA3390076",0.1642
"PA3390077",0.1503
"PA3390078",0.1117
"PA3390079",0.1117
"PA3390080",0.1117
"PA3390081",0.5904
"PA3390085",0.2739
"PA3390087",0.3333
"PA3390089",0.497
"PA3390090",0.4784
"PA3390091",0.497
"PA3390093",0.1045
"PA3390097",0.7366
"PA3390113",NA
"PA3390115",0.2739
"PA3391001",0.0244
"PA3480006",NA
"PA3480007",NA
"PA3480008",NA
"PA3480011",NA
"PA3480012",NA
"PA3480013",0.2666
"PA3480015",0.2141
"PA3480022",NA
"PA3480023",NA
"PA3480024",0.2632
"PA3480026",0.0782
"PA3480027",0.2374
"PA3480028",0.2141
"PA3480029",0.2141
"PA3480030",0.2141
"PA3480032",0.2177
"PA3480035",NA
"PA3480037",0.0782
"PA3480038",0.4367
"PA3480039",NA
"PA3480040",NA
"PA3480041",NA
"PA3480043",NA
"PA3480044",0.2141
"PA3480045",0.169
"PA3480046",0.5272
"PA3480049",0.2805
"PA3480050",0.3495
"PA3480052",0.4187
"PA3480053",0.0782
"PA3480054",0.2969
"PA3480055",0.2727
"PA3480056",0.2666
"PA3480057",0.3624
"PA3480058",0.1378
"PA3480059",0.2751
"PA3480063",0.4012
"PA3480066",0.7012
"PA3480072",0.4012
"PA3480075",0.4012
"PA3480076",0.2969
"PA3480079",0.2666
"PA3480080",0.298
"PA3480082",NA
"PA3480089",0.0836
"PA3480814",0.2666
"PA3540002",NA
"PA3540011",0.7412
"PA3540012",0.6197
"PA3540014",0.6521
"PA3540015",0.0581
"PA3540017",0.3296
"PA3540021",0.3416
"PA3540023",0.2202
"PA3540024",0.3391
"PA3540025",0.1322
"PA3540026",0.4461
"PA3540027",0.3158
"PA3540030",0.4824
"PA3540032",0.4181
"PA3540035",0.624
"PA3540036",0.1322
"PA3540037",0.4262
"PA3540038",0.4565
"PA3540039",0.3116
"PA3540040",0.3116
"PA3540041",0.4989
"PA3540042",0.2324
"PA3540043",0.2324
"PA3540044",0.759
"PA3540045",0.4461
"PA3540046",0.5404
"PA3540047",0.1878
"PA3540049",0.1302
"PA3540053",NA
"PA3540054",0.1322
"PA3540058",0.3978
"PA3540061",0.3978
"PA3540062",0.213
"PA3540069",0.1322
"PA3540070",0.3445
"PA3540071",0.3116
"PA3540072",NA
"PA3540073",NA
"PA3540075",0.241
"PA4050001",0.2898
"PA4050002",0.4413
"PA4050003",0.2991
"PA4050004",NA
"PA4050005",NA
"PA4050007",NA
"PA4050008",0.5059
"PA4050009",0.2708
"PA4050012",0.5255
"PA4050020",0.2708
"PA4050021",0.6372
"PA4050023",0.6386
"PA4050024",0.5255
"PA4050025",0.5059
"PA4050027",0.5059
"PA4050029",0.2708
"PA4050030",0.2504
"PA4050032",0.5495
"PA4050033",0.4245
"PA4050034",0.4245
"PA4050035",0.4527
"PA4050036",0.2708
"PA4050037",0.3377
"PA4050038",0.5495
"PA4070009",0.2586
"PA4070011",0.2884
"PA4070012",0.5202
"PA4070013",0.284
"PA4070016",NA
"PA4070017",0.2359
"PA4070019",0.3976
"PA4070021",0.4689
"PA4070022",0.6127
"PA4070023",0.423
"PA4070026",0.657
"PA4070030",0.6513
"PA4070031",0.657
"PA4070033",0.3978
"PA4070034",0.3448
"PA4070045",0.357
"PA4070047",0.3668
"PA4070050",NA
"PA4070054",NA
"PA4070056",0.675
"PA4070058",0.3668
"PA4070059",0.0457
"PA4070060",NA
"PA4070297",0.3978
"PA4070298",0.657
"PA4110001",0.4749
"PA4110003",0.6115
"PA4110004",0.2294
"PA4110005",0.2294
"PA4110006",0.4056
"PA4110007",0.4523
"PA4110009",0.3374
"PA4110010",NA
"PA4110011",0.3452
"PA4110013",0.44
"PA4110014",0.5208
"PA4110015",0.2984
"PA4110016",0.5516
"PA4110017",0.2657
"PA4110020",0.2607
"PA4110021",0.3528
"PA4110023",0.5095
"PA4110024",0.4326
"PA4110027",0.4256
"PA4110028",0.3688
"PA4110030",0.4523
"PA4110034",0.4764
"PA4110038",0.4475
"PA4110041",0.2492
"PA4110042",0.1707
"PA4110043",0.4034
"PA4110046",0.2209
"PA4110058",0.233
"PA4110060",0.3887
"PA4110061",0.2294
"PA4110065",0.0833
"PA4110067",0.0833
"PA4110077",0.4808
"PA4110297",0.3792
"PA4110299",0.3693
"PA4110800",0.0833
"PA4140014",0.4646
"PA4140043",NA
"PA4140046",0.236
"PA4140048",NA
"PA4140057",0.0495
"PA4140075",0.3238
"PA4140077",0.2429
"PA4140078",0.4915
"PA4140079",0.1616
"PA4140080",0.4646
"PA4140081",0.3806
"PA4140082",0.1509
"PA4140083",0.2561
"PA4140084",0.4915
"PA4140085",0.0049
"PA4140087",0.4922
"PA4140088",0.1616
"PA4140089",0.6105
"PA4140090",0.2206
"PA4140092",0.499
"PA4140094",0.4915
"PA4140095",0.3477
"PA4140096",0.3014
"PA4140098",NA
"PA4140101",0.2561
"PA4140104",0.4646
"PA4140107",0.499
"PA4140108",0.4915
"PA4140109",0.0539
"PA4140110",0.4646
"PA4140111",0.6105
"PA4140118",0.1576
"PA4140119",0.2508
"PA4140120",0.3503
"PA4140123",0.3516
"PA4140124",0.4646
"PA4140125",0.236
"PA4140127",NA
"PA4140129",0.1616
"PA4140131",0.2257
"PA4140132",0.6202
"PA4140133",0.8509
"PA4140134",0.8509
"PA4180035",0.5236
"PA4180048",0.6714
"PA4180049",0.4776
"PA4180050",NA
"PA4180051",NA
"PA4180052",0.5885
"PA4180055",0.3691
"PA4180058",0.6568
"PA4180059",0.6568
"PA4180060",0.6568
"PA4180062",0.5412
"PA4180064",0.3691
"PA4180065",0.5885
"PA4180066",0.5885
"PA4180067",0.2962
"PA4180069",NA
"PA4180070",0.48
"PA4180071",NA
"PA4190008",0.4331
"PA4190011",0.525
"PA4190012",0.4047
"PA4190013",0.4218
"PA4190014",0.2533
"PA4190015",0.525
"PA4190016",0.1953
"PA4190017",0.5732
"PA4190019",0.4047
"PA4190020",0.4047
"PA4190021",0.1953
"PA4190025",NA
"PA4190026",NA
"PA4190285",NA
"PA4190286",0.6838
"PA4190289",0.1099
"PA4190296",0.415
"PA4190298",0.525
"PA4190299",0.0364
"PA4190840",0.5706
"PA4290003",0.3652
"PA4290004",0.1817
"PA4290005",0.6519
"PA4310011",0.2755
"PA4310012",0.5721
"PA4310014",0.4341
"PA4310015",0.4341
"PA4310016",0.8204
"PA4310017",0.4801
"PA4310019",0.5116
"PA4310021",0.5116
"PA4310022",NA
"PA4310023",0.2755
"PA4310025",0.5379
"PA4310026",0.5379
"PA4310027",0.5783
"PA4310028",0.121
"PA4310030",0.5379
"PA4310031",0.1903
"PA4310032",0.3139
"PA4310038",0.2204
"PA4310050",0.3365
"PA4310051",0.5783
"PA4310298",0.4162
"PA4340001",NA
"PA4340002",0.5579
"PA4340003",0.8241
"PA4340005",NA
"PA4340006",0.6776
"PA4340007",0.6776
"PA4340008",0.7614
"PA4340009",0.3489
"PA4340010",0.5941
"PA4340016",NA
"PA4340017",0.5941
"PA4340018",0.6776
"PA4340019",NA
"PA4410002",NA
"PA4410005",0.5528
"PA4410010",0.2323
"PA4410011",NA
"PA4410016",NA
"PA4410019",NA
"PA4410020",NA
